site_code,collection_period,density,biomass,richness,shannon,simpson,centroid_dist,qtr
EM,2017-10-01,0.4941892359998734,1.03222188156292,11,5.313999140898175,3.963095653276687,0.2862699712145964,4
EM,2017-11-01,1.405524861878453,1.7208267151702725,15,4.950563511205753,3.418064140686543,1.1130647388642938,4
EM,2017-12-01,1.9554779572239196,1.2133974492000152,15,3.4839460194244776,2.4070648850958456,0.49129902349720694,4
EM,2018-02-01,1.5300348010289,2.059911891944244,12,4.643054981681949,3.3387391542475,0.21239204352568788,1
EM,2018-03-01,1.1135244988612518,2.630436643442401,12,3.202715703073635,2.3083522057212034,0.4852330867171034,1
EM,2018-04-01,0.52018779342723,0.08225074868845932,7,3.891488533581741,3.175945501526897,0.03899892793608719,2
EM,2018-05-01,0.6893977947413062,4.176941134257772,11,5.414610719037139,4.085671873895526,0.2018856755428992,2
EM,2018-06-01,0.10804597701149421,0.5166116925936928,7,5.328669610463705,4.643149749658625,0.29884863222191166,2
EM,2018-07-01,0.03864734299516906,1.1045899159669235,6,4.860268825015378,3.8571428571428577,0.2437062377097965,3
EM,2018-09-01,0.1212720382270555,1.862609796167305,9,5.72281420824647,4.086792452830189,0.40496166839537234,3
EM,2019-03-01,0.1481481481481481,0.5400819307382819,6,4.401276296416425,3.61128526645768,0.2200721135402247,1
EM,2019-10-01,0.6943894389438944,0.24776230584946127,9,4.207254518865709,3.324872667328867,0.5292003879236667,4
EM,2020-01-01,0.38550875368348064,2.095812544000109,8,3.7249661025517944,2.4419157267646168,0.4095662423745578,1
EM,2020-06-01,0.1464805052484293,0.39607778520781944,7,4.1568487687363564,3.2731354452481916,0.19944289548430544,2
EM,2020-09-01,0.16635986743930278,0.3699218017850254,9,5.5416726671721745,4.094767025089607,0.4603292319272365,3
EM,2020-11-01,0.48699951115579376,7.391460931220852,12,4.990187947062619,3.582722874913614,0.28613308964462775,4
GC,2017-04-01,0.3647058823529411,0.7742887110641521,7,4.265635031701723,3.5410074403489262,0.7549747032174943,2
GC,2017-10-01,0.05374773181320874,0.02015619555471467,5,3.7419255950585737,3.013642564802183,0.8011505955791964,4
GC,2017-11-01,0.6546603475513427,0.29093198050253155,11,3.780823921826887,2.8766526504446133,0.6259749379755185,4
GC,2017-12-01,0.6161339421613394,1.210025293827747,13,6.062308282774622,3.732549483495303,0.5972885336895757,4
GC,2018-02-01,0.5346246973365616,0.9947882291742552,13,4.011988104912509,2.2527649240261227,0.8511344473648915,1
GC,2018-04-01,0.42975206611570244,0.17180130422462372,9,2.840321264082898,1.8235923633757027,0.8059486667952557,2
GC,2018-05-01,0.41510673234811163,1.9401397514958454,9,5.12307920205901,3.6736795871307786,0.8448234927047505,2
GC,2018-06-01,0.3462686567164179,0.527248937172494,9,4.69054780967919,3.2510510856418824,0.5160671558544956,2
GC,2018-07-01,0.01882352941176469,0.026288255014233132,3,2.918350450401376,2.845161290322581,0.9527010284292756,3
GC,2018-08-01,1.5978552278820375,0.8731714328180498,11,7.432094451763723,5.398418527112574,1.0510365255700225,3
GC,2018-11-01,0.25906351068336847,0.09398591585513864,8,4.861299551591098,4.169897585954645,0.9651517864607608,4
GC,2019-03-01,0.0649463612641345,0.13636332953986577,7,5.458895650121771,4.70417193426043,0.42021776022422874,1
GC,2019-10-01,0.6971546507007721,2.299017947325849,13,5.927291094023509,4.202280103503034,0.5861136146892177,4
GC,2020-01-01,0.12679245283018864,0.1046903176555416,7,5.049491155969658,4.373151308304892,0.5604910334416787,1
GC,2020-06-01,0.31356409691090364,0.4579648513636454,9,5.128066921645928,3.723195926760012,0.26511768688134857,2
GC,2020-09-01,0.44440976222919304,1.3469041252080989,11,5.967262727865542,4.729738645944064,0.6692203803771414,3
GC,2020-11-01,0.5553092311856616,3.4170928247818724,12,9.845618599028295,8.67681715874487,0.8241238643932556,4
MR,2017-04-01,0.09839294572361307,1.0994559266717279,6,4.698075632586365,3.7116526085598247,0.349430196589007,2
MR,2017-10-01,0.2783882783882784,0.02011987631505029,2,1.1536147967103554,1.0668396786394634,0.1832092087455432,4
MR,2017-11-01,0.983927323549965,0.2057464101779036,8,2.6282763333710446,2.1432141964508875,0.46976187090402927,4
MR,2017-12-01,0.6545454545454544,0.14963017455296768,13,5.302379723794256,4.359850681739094,0.32609080978742083,4
MR,2018-02-01,1.4031413612565442,0.7841925818370749,14,4.711141993342172,3.471130986986271,0.180304490961441,1
MR,2018-03-01,0.11737451737451732,0.06553418178112032,9,5.222941921503354,3.749132218365414,0.1910570006212088,1
MR,2018-04-01,0.08452830188679242,0.7306225400436867,6,5.311159426190808,4.790551181102362,0.49162177874354,2
MR,2018-06-01,0.048484848484848436,0.04744184109724675,5,4.455659733512511,4,0.5330927259460687,2
MR,2018-08-01,0.0358956193175109,0.010457195787500964,4,3.3153271337734846,2.8433420365535245,0.395167203689251,3
MR,2019-03-01,0.21132075471698109,0.02517736270664609,7,2.7759450021695966,1.9298743413052293,0.27577309552041196,1
MR,2019-10-01,0.02248995983935742,0.05472744613523442,2,2,2,0.08356762045677064,4
MR,2020-01-01,0.061345416521436,0.37596975756145923,8,7.35299368362716,6.726708074534161,0.6794346040951,1
MR,2020-06-01,0.10954610635861889,2.5203033988742503,11,9.266573610127304,8.168067226890754,1.635485569245544,2
MR,2020-09-01,0.13731442698126012,0.675861641161656,9,4.465896954442689,2.6896345116836424,0.7049830721519325,3
MR,2020-11-01,0.34024822093944257,0.9453995710264497,13,5.522007309437168,3.714500174800008,0.3844477385903948,4
PD,2017-03-01,0.1775410563692854,0.4002373701654483,6,5.6207699929783175,5.316582914572864,0.8656625707364579,1
PD,2017-10-01,0.15238095238095234,0.38035848770461417,9,6.916326579783539,5.526761264625342,0.6426583443759417,4
PD,2017-11-01,0.14646464646464646,0.7938059636987387,8,6.160805598522855,5.2660125374761515,1.2485168390314292,4
PD,2017-12-01,0.4877129891257813,0.8297350280465929,10,7.381483097776031,6.438708222961168,0.9788893545592464,4
PD,2018-02-01,0.21480629075565782,0.28213813075055844,7,5.23268409597585,4.305134130412941,0.5054961062732958,1
PD,2018-03-01,0.17300521998508572,0.6495904185361451,9,5.782282092371661,4.202992518703241,0.5907658128917375,1
PD,2018-04-01,0.17733664185277084,0.9550643647412412,9,6.31640202725667,4.940494724096177,0.07633995425461905,2
PD,2018-05-01,0.18624338624338624,0.03910378439966,4,1.9681088596282936,1.627022299956275,0.8884431091731616,2
PD,2018-06-01,0.5203252032520326,0.7677291334814433,12,5.616228208937962,3.575360027349258,0.7265086512438872,2
PD,2018-08-01,0.5482541747993928,3.260610420908211,14,9.870885541320217,8.218951902368989,0.7268913296840499,3
PD,2018-09-01,0.6070921985815603,1.096609128830804,12,8.26507939223084,6.5166777201264,1.468663242522311,3
PD,2019-03-01,0.10090090090090087,0.08124409591445989,7,4.173978702955924,2.9887005649717517,1.013556536294728,1
PD,2019-10-01,0.25031111111111104,1.2317216298101346,14,9.822919120197357,6.755961381877399,0.7989073501352247,4
PD,2020-01-01,0.20250548882861935,0.5879768354606297,11,7.061365756811359,5.505558806319485,1.1031570104289508,1
PD,2020-06-01,0.2255377987254551,0.7970142079129865,12,7.8675742204520205,5.946547373250745,1.3571458580271014,2
PD,2020-09-01,0.7889760961762586,3.327865724909887,12,7.417919688611923,5.8581437189120535,0.7329445156716149,3
PL,2017-04-01,1.2456375838926175,2.8160150231371763,9,3.851627503590106,2.440324461825071,0.3700380970192548,2
PL,2017-10-01,0.2992207792207792,0.4252702604160671,8,4.227347078881329,3.375612105643414,0.1930908684966503,4
PL,2017-11-01,2.8367149758454104,2.329654757990462,13,4.847372784661394,3.5625830067053226,0.45484458083270385,4
PL,2017-12-01,1.0861840360647044,0.6419587877926789,8,4.282093894122826,3.5790204193915445,0.9675984043757608,4
PL,2018-02-01,4.9604336043360435,4.136811716020123,8,3.4758187008129022,2.999269866253218,0.43290325113113504,1
PL,2018-03-01,0.3440860215053763,0.13645476425201097,9,2.653905843996552,1.7213759766173908,0.368573722661658,1
PL,2018-04-01,4.3127353266888155,3.0086253550560245,11,4.922343259496686,3.5328238832367616,0.3138875934603652,2
PL,2018-05-01,0.8032691185055458,0.4742925699403146,10,4.429350279838603,3.358293495253416,0.6946349545721617,2
PL,2018-06-01,2.771967271433654,3.8250367110561623,11,5.292061997613854,4.167004956623342,0.5634334066970121,2
PL,2018-08-01,0.2513500245459008,0.07577307020292992,8,4.496063744904217,3.068841173578102,0.34840335133109146,3
PL,2018-10-01,0.15117556580971214,0.1054933746623582,7,5.532391338211098,4.8087841456882705,0.420133715269184,4
PL,2019-03-01,0.5777777777777777,0.6859438586544542,8,4.377188403794057,3.528530159212841,0.3841620711977919,1
PL,2019-10-01,0.7547169811320754,2.7714894819209945,14,7.248845931865664,4.560383567460459,0.44191014270487144,4
PL,2020-01-01,1.047673750717978,0.44239093615264763,9,4.725450830575684,4.099174556011188,0.6320539325960656,1
PL,2020-06-01,1.2724058785781496,3.956105456496204,12,6.917306179283255,5.3702639751552805,0.6458966955173747,2
PL,2020-09-01,1.1106310112503401,2.716000062850776,12,4.6792390155171475,2.861996408710854,0.11591984696187146,3
PL,2020-11-01,2.9155324101471574,1.8041302119828184,12,4.1961094696431385,3.165019375658898,1.6657654748968775,4
SF,2017-03-01,1.1125037302297822,1.2129446687817804,3,1.5751882446720815,1.2856509669442693,0.8412112024276159,1
SF,2017-09-01,0.4235992240100422,1.8684197606708846,7,2.792070070360838,2.146484245071734,0.4321119607176308,3
SF,2017-11-01,6.357671957671958,2.8363303476771615,8,3.393269085977416,2.7902215599414295,0.6772115040319663,4
SF,2017-12-01,0.6754966887417219,0.25470818478359336,6,2.197360038750746,1.5591214190448843,0.3339969452194784,4
SF,2018-02-01,3.941002949852508,1.2394780916582246,5,1.9178521397057304,1.4390421249243472,0.6600342819392949,1
SF,2018-04-01,1.573109243697479,0.28547375943334086,5,3.99132137290316,3.442361381411486,0.24139329882031707,2
SF,2018-05-01,0.8704663212435233,0.132351954659759,6,3.6105230215229778,2.8787358551948232,0.5407600238967883,2
SF,2018-06-01,1.7541666666666667,0.9435705039789677,5,2.466757955347994,1.9230507270824853,0.192835389676402,2
SF,2018-07-01,0.5575757575757576,0.23865347676981982,8,4.9073958783755485,3.4682613597372676,0.5335091672190051,3
SF,2018-09-01,0.3931873479318735,0.022284118738304506,6,2.6680864604972583,1.897976828635656,0.1117649104034157,3
SF,2019-04-01,3.1470509741126236,1.2683683655554183,12,5.616706052238074,4.167344499451169,0.4816969432225965,2
SF,2019-10-01,2.3058446757405924,1.4684164344075061,7,3.662279381670529,2.6182877061935885,1.397872183528854,4
SF,2020-01-01,4.753358681875792,1.1864112459053364,6,1.651179639294263,1.2814609136425248,0.14871986055508232,1
SF,2020-06-01,2.0105063707636974,25.88983477266168,10,6.1210414418892665,4.899917747009575,1.0433851655375157,2
SF,2020-09-01,1.0426668742773275,0.6373241396218091,6,3.5568687355760336,2.934785070007926,0.881270869310929,3
SF,2020-11-01,2.381276982503976,1.227740324656788,6,2.9151726065656405,2.279565446121737,0.6193580580175735,4
TR,2017-04-01,0.6340557275541796,1.0315069792553069,2,1.8898815748423097,1.7999999999999998,0.4397743613310336,2
TR,2017-10-01,1.1740827478532398,0.6244975231622274,4,1.3053758850853832,1.11797317632741,0.3618375097702776,4
TR,2017-11-01,1.5946127946127946,0.29535004127498415,8,2.5892359533121128,1.9124404671621416,0.4319402468599172,4
TR,2017-12-01,1.9925925925925927,0.28305125329681874,3,2.1457768896244955,1.7518021179507732,0.2976735973134043,4
TR,2018-02-01,12.83646723646724,2.147775769493542,6,1.7597726647625325,1.4263322093607802,0.558999605402964,1
TR,2018-04-01,4.046620046620046,1.1391727648122472,5,2.353785793167406,1.9643675549102448,0.5646796844843834,2
TR,2018-06-01,2.8407407407407406,1.07297567555838,4,2.8102951626905104,2.491048877900635,0.27217493101390505,2
TR,2018-07-01,1.0256410256410255,0.38138626121946795,8,1.8494012832721296,1.3658168230119498,0.4668783562578125,3
TR,2018-09-01,0.20833333333333334,0.08552135090666023,3,1.6724082356913903,1.3483432455395072,0.8277994848600437,3
TR,2019-10-01,0.04789575629512236,0.017791394472793334,7,6.261200690295415,5.555555555555555,0.8873746661536442,4
TR,2020-01-01,1.5201131999191433,0.4443515668658755,8,2.9650795300588806,2.2459637092416664,0.2125540613084037,1
TR,2020-06-01,0.2882201281228538,0.8823724973952933,8,5.321984143745749,3.9269142517209144,0.2088056664683973,2
TR,2020-09-01,0.9201193964454911,2.356538992711547,7,4.428696444320484,3.40455271357751,0.25312820582165596,3
TR,2020-11-01,6.789131405999518,2.1478490345013235,5,2.4219308670899315,1.91251624985844,0.8790243407416002,4
WM,2017-10-01,0.03492697926540893,0.06208593344828923,6,3.5664748552401004,2.44529262086514,0.8607052667714491,4
WM,2017-11-01,0.16382252559726965,0.9721077446154341,8,3.962850457932026,2.8675699300699296,0.5503554085751473,4
WM,2017-12-01,0.7806451612903225,0.8172615372215112,16,6.510898486712219,4.843400264675609,0.12367452398995626,4
WM,2018-02-01,0.2467908902691511,0.7082519338904691,12,4.9128671608955825,3.23051705297061,0.8793253587602938,1
WM,2018-03-01,0.2236264789434939,0.6142797712005543,14,5.785657468650095,3.770090608857651,0.2146546310945187,1
WM,2018-04-01,0.07153692614770454,0.2655298582468881,8,3.292417427113691,2.0413824465666215,0.6330719033214275,2
WM,2018-05-01,0.10085470085470079,0.829148683045257,8,4.245264469298501,3.278079008520527,0.706826609091047,2
WM,2018-06-01,0.02687886825817857,0.4891414857822186,8,6.040506122715639,4.853211009174312,0.9271956638336986,2
WM,2018-09-01,0.16693766937669371,0.3381998134844116,12,7.155284997562548,5.154473288993778,0.41402920923504327,3
WM,2019-03-01,0.12575757575757573,0.02174680091586197,10,6.055667892079353,4.828162291169451,0.9316890540758554,1
WM,2019-10-01,0.03468566119541651,0.036364193522175445,6,4.226139392981237,3.266666666666667,0.917802730415742,4
WM,2020-01-01,0.1801193290554993,0.1735091418151237,6,4.154188637677895,3.061847700038654,1.1633207185151837,1
WM,2020-06-01,0.068294549682813,0.1218823846584236,6,4.591366500864601,3.8850624192854064,0.8890293801431535,2
WM,2020-09-01,0.04570671145924386,0.05113324499857945,7,5.559499304578608,4.4641350210970465,1.0482294345535792,3
WM,2020-11-01,0.19847363611024546,0.3211341323349252,9,4.8708488250774415,3.35041056765441,1.1199645930113409,4
