Year Qtr,Site Code,Gravel,Sand,Silt,Canopy,Depth Mx,Width
2018 Q1,AR,0.5,0.2875,0.06666666666666668,0.7207207208333333,0.20666666666666667,3.2733333333333334
2018 Q1,EM,0.041666666666666664,0.3958333333333333,0.5541666666666667,0.041666666666666664,0.44625,5.4225
2018 Q1,GC,0.037500000000000006,0.8541666666666666,0.10833333333333334,0.5337837838333334,0.4508333333333333,6.4125000000000005
2018 Q1,MR,0.11666666666666667,0.625,0.15833333333333333,0.36824324308333334,0.4583333333333333,6.576666666666667
2018 Q1,PD,0.1,0.3416666666666667,0.2791666666666667,0.042792792833333336,0.48,4.734166666666667
2018 Q1,PL,0.12083333333333332,0.5375,0.30416666666666664,0.5900900901666667,0.20166666666666666,2.941666666666667
2018 Q1,SF,0.225,0.29583333333333334,0.425,0.7522522524166667,0.21833333333333332,3.0408333333333335
2018 Q1,TR,0.09583333333333333,0.17083333333333334,0.7166666666666666,0.66216216225,0.33416666666666667,3.77
2018 Q1,WM,0,0.715,0.28500000000000003,0.520270270375,0.5154166666666666,8.254166666666666
2018 Q2,AR,0.5916666666666667,0.15000000000000002,0.0625,0.8085585585833334,0.15916666666666668,3.498611111111111
2018 Q2,EM,0.08750000000000001,0.5666666666666667,0.3458333333333333,0.08558558558333333,0.7316666666666667,5.9375
2018 Q2,GC,0.075,0.7625,0.1625,0.7995495495833334,0.24083333333333334,5.197222222222222
2018 Q2,MR,0.058333333333333334,0.7958333333333333,0.06666666666666667,0.69369369375,0.3425,5.033333333333333
2018 Q2,PD,0.05,0.4666666666666667,0.44583333333333336,0.21621621625,0.33291666666666664,4.085
2018 Q2,PL,0,0.32916666666666666,0.42083333333333334,0.4909909909166667,0.27,2.986666666666667
2018 Q2,SF,0.25833333333333336,0.15833333333333335,0.55,0.9121621621666667,0.275,3.0233333333333334
2018 Q2,TR,0.07777777777777778,0.10460526316666667,0.8009502923888889,0.7995495496666667,0.43166666666666664,3.6166666666666667
2018 Q2,WM,0,0.925,0.075,0.8963963965,0.6866666666666666,9.220833333333333
2018 Q3,AR,0.6,0.24583333333333335,0.058333333333333334,0.49549549558333333,0.37166666666666665,3.3783333333333334
2018 Q3,EM,0.12083333333333333,0.37083333333333335,0.5083333333333333,0.01126126125,0.5635,5.205
2018 Q3,GC,0.05,0.9375,0.0125,0.44932432437500003,0.24166666666666667,3.8091666666666666
2018 Q3,MR,0.175,0.76875,0.05625,0.2905405405,0.7150000000000001,7.5287500000000005
2018 Q3,PD,0.041666666666666664,0.4,0.45,0.08783783783333333,0.315,3.401666666666667
2018 Q3,PL,0.1,0.221428571375,0.653571428625,0.231418918875,0.64125,4.135
2018 Q3,SF,0.42083333333333334,0.3041666666666667,0.20416666666666666,0.5180180180833334,0.24250000000000002,2.908333333333333
2018 Q3,TR,0.1,0.1875,0.7041666666666667,0.5945945946666666,0.26416666666666666,3.865
2018 Q3,WM,0,0.85,0.15,0.6261261261666666,0.49916666666666665,7.555000000000001
2018 Q4,AR,0.3333333333333333,0.4,0.26666666666666666,0.38513513525,0.705,7.15
2018 Q4,EM,0.125,0.5,0.375,0.03378378375,0.58,4.3125
2018 Q4,GC,NA,NA,NA,NA,NA,NA
2018 Q4,MR,0.05,0.8500000000000001,0.0625,0.445945946,0.85375,9.355
2018 Q4,PD,0.3333333333333333,0.13333333333333333,0.03333333333333333,0,0.6224999999999999,4.1325
2018 Q4,PL,0.08541666666666667,0.5145833333333334,0.25625,0.6216216215,0.32625,3.2175000000000002
2018 Q4,SF,0.375,0.17500000000000002,0.425,0.777027027,0.2875,2.625
2018 Q4,TR,0.475,0.1625,0.3625,0.93918918925,0.3625,4.4025
2018 Q4,WM,NA,NA,NA,0.84459459475,0.7175,9.85
2019 Q1,AR,0.375,0.1375,0.05,0.2575,0.1925,3.13
2019 Q1,EM,0.025,0.275,0.7,1,0.675,5.4
2019 Q1,GC,0.1,0.75,0.15,0.2725,0.856475,8.6225
2019 Q1,MR,0,0.9,0.1,0.18666666666666668,0.48,7.066666666666666
2019 Q1,PD,0.125,0.175,0.425,0.5,0.515,4.625
2019 Q1,PL,0.0125,0.6625,0.1625,0.165,0.4425,4.2
2019 Q1,WM,0,0.9,0.1,0.29,0.795,8.8
2019 Q2,SF,0.3,0.25,0.3875,0.2225,0.1975,3.1225
2019 Q2,TR,0.175,0.225,0.575,0.27,0.3,14.3625
2019 Q3,AR,0.675,0.1375,0.1375,0.31,0.18025,4.8525
2019 Q4,EM,0.0375,0.4625,0.5,0.04,0.675,5.05
2019 Q4,MR,0.1075,0.52,0.37,0.2625,0.5660000000000001,8.3
2019 Q4,PD,0.0625,0.5625,0.2875,0.055,0.5125,4.6875
2019 Q4,PL,0.025,0.45,0.3,0.1625,0.2375,2.65
2019 Q4,SF,0.25,0.3625,0.325,0.2325,0.185,3.1225
2019 Q4,TR,0.275,0.2625,0.4625,0.335,0.4775,4.7325
2019 Q4,WM,0,0.825,0.175,0.3375,0.6825,8.0725
2020 Q1,AR,0.25,0.42500000000000004,0.225,0.7792792792792793,0.30583333333333335,4.803266666666667
2020 Q1,EM,0.12875,0.54125,0.2975,0.03828828828828825,0.62975,5.697066666666666
2020 Q1,GC,0,0.9,0.1,0.7297297297297298,0.34258333333333335,7.461708333333333
2020 Q1,MR,0.024999999999999998,0.5916666666666667,0.35,0.6317567567567568,0.5295,7.058591666666667
2020 Q1,PD,0.024999999999999998,0.4,0.4916666666666667,0.0135135135135135,0.5762499999999999,5.693291666666666
2020 Q1,PL,0.07500000000000001,0.6166666666666667,0.2125,0.5315315315315315,0.23916666666666667,4.3647583333333335
2020 Q1,SF,0.20833333333333334,0.20833333333333331,0.39166666666666666,0.7297297297297297,0.355,3.3077833333333335
2020 Q1,TR,0.23333333333333334,0.23333333333333334,0.525,0.8626126126126128,0.37775000000000003,4.51505
2020 Q1,WM,0,0.5875,0.4125,0.9166666666666669,0.48125,8.138608333333334
2020 Q2,AR,0.25,0.6,0,0.9054054054054056,0.37825,5.53385
2020 Q2,EM,0,0.775,0.225,0.04729729729729725,0.6645,6.09865
2020 Q2,GC,NA,NA,NA,0.7905405405405405,0.4545,6.8035
2020 Q2,MR,0.1675,0.3125,0.4775,0.5337837837837838,0.69275,6.5725750000000005
2020 Q2,PD,0.075,0.8,0,0,0.5505,6.502975
2020 Q2,PL,0.05,0.675,0.075,0.49324324324324326,0.183,4.2334499999999995
2020 Q2,SF,0.3,0.175,0.425,0.7364864864864865,0.163875,2.9379
2020 Q2,TR,0,0.125,0.875,0.8851351351351353,0.45,4.44105
2020 Q2,WM,0,1,0,0.8040540540540541,NA,11.3235
2020 Q3,AR,0.1,0.4,0.025,0.596846846846847,0.29,5.098
2020 Q3,EM,0.03333333333333333,0.5916666666666667,0.375,0.04391891891891887,0.6429166666666667,5.6832666666666665
2020 Q3,GC,0.03333333333333333,0.8083333333333333,0.15833333333333333,0.7027027027027027,0.301875,5.7278875000000005
2020 Q3,MR,0.008333333333333333,0.5166666666666666,0.475,0.38288288288288286,0.30583333333333335,6.7061416666666664
2020 Q3,PD,0.03125,0.475,0.225,0.00675675675675675,0.124125,3.4162749999999997
2020 Q3,PL,0.13125,0.5625,0.23125,0.10810810810810802,0.21375,3.9968125
2020 Q3,SF,0.15833333333333333,0.041666666666666664,0.6041666666666666,0.5067567567567568,0.17833333333333334,2.918966666666667
2020 Q3,TR,0.08333333333333334,0.025,0.8458333333333333,0.6328828828828829,0.3516666666666667,3.9363333333333332
2020 Q3,WM,0,0.8833333333333333,0.11666666666666667,0.8265765765765768,0.84375,10.794725
2020 Q4,AR,0.175,0.40625,0.0875,0.8806306306306307,0.2325,5.685358333333333
2020 Q4,EM,0.075,0.3958333333333333,0.37916666666666665,0.0315315315315315,0.6775,5.6883333333333335
2020 Q4,GC,0,0.5916666666666667,0.4083333333333333,0.6936936936936937,0.24833333333333332,6.865983333333333
2020 Q4,MR,0,0.525,0.475,0.4234234234234233,0.48166666666666663,7.461233333333333
2020 Q4,PD,NA,NA,NA,0,NA,0.8947499999999999
2020 Q4,PL,0.008333333333333333,0.6,0.17500000000000002,0.34009009009009,0.20249999999999999,3.555875
2020 Q4,SF,0.2125,0.24583333333333332,0.4708333333333333,0.8175675675675675,0.18666666666666668,2.8885083333333337
2020 Q4,TR,0.020833333333333332,0.15416666666666667,0.825,0.8783783783783785,0.2925,4.127858333333333
2020 Q4,WM,0,0.8625,0.1375,0.8614864864864866,0.78125,10.0522875
