site_code,collection_period,lowest_taxon,density,collection_year,collection_qtr,density_com,density_com_mu_at,density_com_me_at,density_com_n_at,density_com_mu_yr,density_com_me_yr,density_com_n_at_yr,density_com_mu_qt,density_com_me_qt,density_com_n_qt
AR,2017-11-01,L. oculatus,0.0090014064697609,2017,4,0.9766526019690577,0.42926900931542045,0.3760191846522782,17,0.5370046356933653,0.4546762589928057,4,0.7219469573809875,0.7549929676511955,4
AR,2017-11-01,M. salmoides,0.0090014064697609,2017,4,0.9766526019690577,0.42926900931542045,0.3760191846522782,17,0.5370046356933653,0.4546762589928057,4,0.7219469573809875,0.7549929676511955,4
AR,2017-12-01,C. lutrensis,0.24761904761904763,2017,4,0.5333333333333333,0.42926900931542045,0.3760191846522782,17,0.5370046356933653,0.4546762589928057,4,0.7219469573809875,0.7549929676511955,4
AR,2017-12-01,G. affinis,0.07238095238095238,2017,4,0.5333333333333333,0.42926900931542045,0.3760191846522782,17,0.5370046356933653,0.4546762589928057,4,0.7219469573809875,0.7549929676511955,4
AR,2017-12-01,H. cyanoguttatus,0.02666666666666667,2017,4,0.5333333333333333,0.42926900931542045,0.3760191846522782,17,0.5370046356933653,0.4546762589928057,4,0.7219469573809875,0.7549929676511955,4
AR,2017-12-01,L. cyanellus,0.00761904761904761,2017,4,0.5333333333333333,0.42926900931542045,0.3760191846522782,17,0.5370046356933653,0.4546762589928057,4,0.7219469573809875,0.7549929676511955,4
AR,2017-12-01,L. macrochirus,0.05333333333333334,2017,4,0.5333333333333333,0.42926900931542045,0.3760191846522782,17,0.5370046356933653,0.4546762589928057,4,0.7219469573809875,0.7549929676511955,4
AR,2017-12-01,L. megalotis,0.12571428571428572,2017,4,0.5333333333333333,0.42926900931542045,0.3760191846522782,17,0.5370046356933653,0.4546762589928057,4,0.7219469573809875,0.7549929676511955,4
AR,2018-02-01,C. lutrensis,0.28179228179228183,2018,1,0.5470085470085471,0.42926900931542045,0.3760191846522782,17,0.313069964147855,0.26347305389221554,7,0.3959010398629247,0.4499904229970656,4
AR,2018-02-01,G. affinis,0.10360010360010362,2018,1,0.5470085470085471,0.42926900931542045,0.3760191846522782,17,0.313069964147855,0.26347305389221554,7,0.3959010398629247,0.4499904229970656,4
AR,2018-02-01,H. cyanoguttatus,0.02486402486402486,2018,1,0.5470085470085471,0.42926900931542045,0.3760191846522782,17,0.313069964147855,0.26347305389221554,7,0.3959010398629247,0.4499904229970656,4
AR,2018-02-01,L. macrochirus,0.01657601657601657,2018,1,0.5470085470085471,0.42926900931542045,0.3760191846522782,17,0.313069964147855,0.26347305389221554,7,0.3959010398629247,0.4499904229970656,4
AR,2018-02-01,L. megalotis,0.1201761201761202,2018,1,0.5470085470085471,0.42926900931542045,0.3760191846522782,17,0.313069964147855,0.26347305389221554,7,0.3959010398629247,0.4499904229970656,4
AR,2018-04-01,C. lutrensis,0.1458966565349544,2018,2,0.17507598784194528,0.42926900931542045,0.3760191846522782,17,0.313069964147855,0.26347305389221554,7,0.4377099069300688,0.41321800842758927,4
AR,2018-04-01,G. affinis,0.00972644376899696,2018,2,0.17507598784194528,0.42926900931542045,0.3760191846522782,17,0.313069964147855,0.26347305389221554,7,0.4377099069300688,0.41321800842758927,4
AR,2018-04-01,H. cyanoguttatus,0.00648429584599797,2018,2,0.17507598784194528,0.42926900931542045,0.3760191846522782,17,0.313069964147855,0.26347305389221554,7,0.4377099069300688,0.41321800842758927,4
AR,2018-04-01,L. macrochirus,0.01296859169199594,2018,2,0.17507598784194528,0.42926900931542045,0.3760191846522782,17,0.313069964147855,0.26347305389221554,7,0.4377099069300688,0.41321800842758927,4
AR,2018-05-01,C. lutrensis,0.2,2018,2,0.562962962962963,0.42926900931542045,0.3760191846522782,17,0.313069964147855,0.26347305389221554,7,0.4377099069300688,0.41321800842758927,4
AR,2018-05-01,H. cyanoguttatus,0.01481481481481481,2018,2,0.562962962962963,0.42926900931542045,0.3760191846522782,17,0.313069964147855,0.26347305389221554,7,0.4377099069300688,0.41321800842758927,4
AR,2018-05-01,L. cyanellus,0.01111111111111111,2018,2,0.562962962962963,0.42926900931542045,0.3760191846522782,17,0.313069964147855,0.26347305389221554,7,0.4377099069300688,0.41321800842758927,4
AR,2018-05-01,L. macrochirus,0.0962962962962963,2018,2,0.562962962962963,0.42926900931542045,0.3760191846522782,17,0.313069964147855,0.26347305389221554,7,0.4377099069300688,0.41321800842758927,4
AR,2018-05-01,L. megalotis,0.22962962962962963,2018,2,0.562962962962963,0.42926900931542045,0.3760191846522782,17,0.313069964147855,0.26347305389221554,7,0.4377099069300688,0.41321800842758927,4
AR,2018-05-01,M. salmoides,0.01111111111111111,2018,2,0.562962962962963,0.42926900931542045,0.3760191846522782,17,0.313069964147855,0.26347305389221554,7,0.4377099069300688,0.41321800842758927,4
AR,2018-06-01,A. melas,0.00958083832335329,2018,2,0.26347305389221554,0.42926900931542045,0.3760191846522782,17,0.313069964147855,0.26347305389221554,7,0.4377099069300688,0.41321800842758927,4
AR,2018-06-01,A. natalis,0.00958083832335329,2018,2,0.26347305389221554,0.42926900931542045,0.3760191846522782,17,0.313069964147855,0.26347305389221554,7,0.4377099069300688,0.41321800842758927,4
AR,2018-06-01,C. lutrensis,0.09101796407185628,2018,2,0.26347305389221554,0.42926900931542045,0.3760191846522782,17,0.313069964147855,0.26347305389221554,7,0.4377099069300688,0.41321800842758927,4
AR,2018-06-01,G. affinis,0.03353293413173652,2018,2,0.26347305389221554,0.42926900931542045,0.3760191846522782,17,0.313069964147855,0.26347305389221554,7,0.4377099069300688,0.41321800842758927,4
AR,2018-06-01,H. cyanoguttatus,0.00958083832335329,2018,2,0.26347305389221554,0.42926900931542045,0.3760191846522782,17,0.313069964147855,0.26347305389221554,7,0.4377099069300688,0.41321800842758927,4
AR,2018-06-01,L. gulosus,0.00958083832335329,2018,2,0.26347305389221554,0.42926900931542045,0.3760191846522782,17,0.313069964147855,0.26347305389221554,7,0.4377099069300688,0.41321800842758927,4
AR,2018-06-01,L. macrochirus,0.03832335329341317,2018,2,0.26347305389221554,0.42926900931542045,0.3760191846522782,17,0.313069964147855,0.26347305389221554,7,0.4377099069300688,0.41321800842758927,4
AR,2018-06-01,L. megalotis,0.05269461077844311,2018,2,0.26347305389221554,0.42926900931542045,0.3760191846522782,17,0.313069964147855,0.26347305389221554,7,0.4377099069300688,0.41321800842758927,4
AR,2018-06-01,L. oculatus,0.00958083832335329,2018,2,0.26347305389221554,0.42926900931542045,0.3760191846522782,17,0.313069964147855,0.26347305389221554,7,0.4377099069300688,0.41321800842758927,4
AR,2018-07-01,C. lutrensis,0.01628498727735369,2018,3,0.08142493638676844,0.42926900931542045,0.3760191846522782,17,0.313069964147855,0.26347305389221554,7,0.2150683083332447,0.17035892151811777,5
AR,2018-07-01,G. affinis,0.04071246819338422,2018,3,0.08142493638676844,0.42926900931542045,0.3760191846522782,17,0.313069964147855,0.26347305389221554,7,0.2150683083332447,0.17035892151811777,5
AR,2018-07-01,I. punctatus,0.00814249363867684,2018,3,0.08142493638676844,0.42926900931542045,0.3760191846522782,17,0.313069964147855,0.26347305389221554,7,0.2150683083332447,0.17035892151811777,5
AR,2018-07-01,L. megalotis,0.01628498727735369,2018,3,0.08142493638676844,0.42926900931542045,0.3760191846522782,17,0.313069964147855,0.26347305389221554,7,0.2150683083332447,0.17035892151811777,5
AR,2018-08-01,L. cyanellus,0.01095890410958904,2018,3,0.054794520547945195,0.42926900931542045,0.3760191846522782,17,0.313069964147855,0.26347305389221554,7,0.2150683083332447,0.17035892151811777,5
AR,2018-08-01,L. gulosus,0.01095890410958904,2018,3,0.054794520547945195,0.42926900931542045,0.3760191846522782,17,0.313069964147855,0.26347305389221554,7,0.2150683083332447,0.17035892151811777,5
AR,2018-08-01,L. megalotis,0.02191780821917808,2018,3,0.054794520547945195,0.42926900931542045,0.3760191846522782,17,0.313069964147855,0.26347305389221554,7,0.2150683083332447,0.17035892151811777,5
AR,2018-08-01,M. salmoides,0.01095890410958904,2018,3,0.054794520547945195,0.42926900931542045,0.3760191846522782,17,0.313069964147855,0.26347305389221554,7,0.2150683083332447,0.17035892151811777,5
AR,2018-09-01,A. natalis,0.0083073727933541,2018,3,0.5067497403946002,0.42926900931542045,0.3760191846522782,17,0.313069964147855,0.26347305389221554,7,0.2150683083332447,0.17035892151811777,5
AR,2018-09-01,C. lutrensis,0.05815160955347871,2018,3,0.5067497403946002,0.42926900931542045,0.3760191846522782,17,0.313069964147855,0.26347305389221554,7,0.2150683083332447,0.17035892151811777,5
AR,2018-09-01,G. affinis,0.02076843198338525,2018,3,0.5067497403946002,0.42926900931542045,0.3760191846522782,17,0.313069964147855,0.26347305389221554,7,0.2150683083332447,0.17035892151811777,5
AR,2018-09-01,H. cyanoguttatus,0.05815160955347871,2018,3,0.5067497403946002,0.42926900931542045,0.3760191846522782,17,0.313069964147855,0.26347305389221554,7,0.2150683083332447,0.17035892151811777,5
AR,2018-09-01,I. punctatus,0.02907580477673935,2018,3,0.5067497403946002,0.42926900931542045,0.3760191846522782,17,0.313069964147855,0.26347305389221554,7,0.2150683083332447,0.17035892151811777,5
AR,2018-09-01,L. cyanellus,0.0083073727933541,2018,3,0.5067497403946002,0.42926900931542045,0.3760191846522782,17,0.313069964147855,0.26347305389221554,7,0.2150683083332447,0.17035892151811777,5
AR,2018-09-01,L. gulosus,0.0083073727933541,2018,3,0.5067497403946002,0.42926900931542045,0.3760191846522782,17,0.313069964147855,0.26347305389221554,7,0.2150683083332447,0.17035892151811777,5
AR,2018-09-01,L. macrochirus,0.1536863966770509,2018,3,0.5067497403946002,0.42926900931542045,0.3760191846522782,17,0.313069964147855,0.26347305389221554,7,0.2150683083332447,0.17035892151811777,5
AR,2018-09-01,L. megalotis,0.14122533748701974,2018,3,0.5067497403946002,0.42926900931542045,0.3760191846522782,17,0.313069964147855,0.26347305389221554,7,0.2150683083332447,0.17035892151811777,5
AR,2018-09-01,L. oculatus,0.01246105919003115,2018,3,0.5067497403946002,0.42926900931542045,0.3760191846522782,17,0.313069964147855,0.26347305389221554,7,0.2150683083332447,0.17035892151811777,5
AR,2018-09-01,M. salmoides,0.0083073727933541,2018,3,0.5067497403946002,0.42926900931542045,0.3760191846522782,17,0.313069964147855,0.26347305389221554,7,0.2150683083332447,0.17035892151811777,5
AR,2019-03-01,A. rostrata,0.01277955271565495,2019,1,0.523961661341853,0.42926900931542045,0.3760191846522782,17,0.3471602914299854,0.3471602914299854,2,0.3959010398629247,0.4499904229970656,4
AR,2019-03-01,C. lutrensis,0.06389776357827476,2019,1,0.523961661341853,0.42926900931542045,0.3760191846522782,17,0.3471602914299854,0.3471602914299854,2,0.3959010398629247,0.4499904229970656,4
AR,2019-03-01,G. affinis,0.07667731629392971,2019,1,0.523961661341853,0.42926900931542045,0.3760191846522782,17,0.3471602914299854,0.3471602914299854,2,0.3959010398629247,0.4499904229970656,4
AR,2019-03-01,H. cyanoguttatus,0.0511182108626198,2019,1,0.523961661341853,0.42926900931542045,0.3760191846522782,17,0.3471602914299854,0.3471602914299854,2,0.3959010398629247,0.4499904229970656,4
AR,2019-03-01,I. punctatus,0.00851970181043663,2019,1,0.523961661341853,0.42926900931542045,0.3760191846522782,17,0.3471602914299854,0.3471602914299854,2,0.3959010398629247,0.4499904229970656,4
AR,2019-03-01,L. cyanellus,0.08945686900958466,2019,1,0.523961661341853,0.42926900931542045,0.3760191846522782,17,0.3471602914299854,0.3471602914299854,2,0.3959010398629247,0.4499904229970656,4
AR,2019-03-01,L. gulosus,0.01703940362087327,2019,1,0.523961661341853,0.42926900931542045,0.3760191846522782,17,0.3471602914299854,0.3471602914299854,2,0.3959010398629247,0.4499904229970656,4
AR,2019-03-01,L. macrochirus,0.11075612353567624,2019,1,0.523961661341853,0.42926900931542045,0.3760191846522782,17,0.3471602914299854,0.3471602914299854,2,0.3959010398629247,0.4499904229970656,4
AR,2019-03-01,L. megalotis,0.08519701810436635,2019,1,0.523961661341853,0.42926900931542045,0.3760191846522782,17,0.3471602914299854,0.3471602914299854,2,0.3959010398629247,0.4499904229970656,4
AR,2019-03-01,P. latipinna,0.00851970181043663,2019,1,0.523961661341853,0.42926900931542045,0.3760191846522782,17,0.3471602914299854,0.3471602914299854,2,0.3959010398629247,0.4499904229970656,4
AR,2019-09-01,A. rostrata,0.0054954490812296,2019,3,0.17035892151811777,0.42926900931542045,0.3760191846522782,17,0.3471602914299854,0.3471602914299854,2,0.2150683083332447,0.17035892151811777,5
AR,2019-09-01,C. lutrensis,0.05495449081229606,2019,3,0.17035892151811777,0.42926900931542045,0.3760191846522782,17,0.3471602914299854,0.3471602914299854,2,0.2150683083332447,0.17035892151811777,5
AR,2019-09-01,H. cyanoguttatus,0.02198179632491842,2019,3,0.17035892151811777,0.42926900931542045,0.3760191846522782,17,0.3471602914299854,0.3471602914299854,2,0.2150683083332447,0.17035892151811777,5
AR,2019-09-01,I. punctatus,0.0054954490812296,2019,3,0.17035892151811777,0.42926900931542045,0.3760191846522782,17,0.3471602914299854,0.3471602914299854,2,0.2150683083332447,0.17035892151811777,5
AR,2019-09-01,L. cyanellus,0.0054954490812296,2019,3,0.17035892151811777,0.42926900931542045,0.3760191846522782,17,0.3471602914299854,0.3471602914299854,2,0.2150683083332447,0.17035892151811777,5
AR,2019-09-01,L. macrochirus,0.03297269448737764,2019,3,0.17035892151811777,0.42926900931542045,0.3760191846522782,17,0.3471602914299854,0.3471602914299854,2,0.2150683083332447,0.17035892151811777,5
AR,2019-09-01,L. megalotis,0.03846814356860725,2019,3,0.17035892151811777,0.42926900931542045,0.3760191846522782,17,0.3471602914299854,0.3471602914299854,2,0.2150683083332447,0.17035892151811777,5
AR,2019-09-01,M. salmoides,0.0054954490812296,2019,3,0.17035892151811777,0.42926900931542045,0.3760191846522782,17,0.3471602914299854,0.3471602914299854,2,0.2150683083332447,0.17035892151811777,5
AR,2020-01-01,C. lutrensis,0.01875104637535576,2020,1,0.13661476644902054,0.42926900931542045,0.3760191846522782,17,0.5659360709234327,0.5246743122466271,4,0.3959010398629247,0.4499904229970656,4
AR,2020-01-01,H. cyanoguttatus,0.01339360455382554,2020,1,0.13661476644902054,0.42926900931542045,0.3760191846522782,17,0.5659360709234327,0.5246743122466271,4,0.3959010398629247,0.4499904229970656,4
AR,2020-01-01,L. auritus,0.01875104637535576,2020,1,0.13661476644902054,0.42926900931542045,0.3760191846522782,17,0.5659360709234327,0.5246743122466271,4,0.3959010398629247,0.4499904229970656,4
AR,2020-01-01,L. cyanellus,0.01607232546459066,2020,1,0.13661476644902054,0.42926900931542045,0.3760191846522782,17,0.5659360709234327,0.5246743122466271,4,0.3959010398629247,0.4499904229970656,4
AR,2020-01-01,L. macrochirus,0.02678720910765109,2020,1,0.13661476644902054,0.42926900931542045,0.3760191846522782,17,0.5659360709234327,0.5246743122466271,4,0.3959010398629247,0.4499904229970656,4
AR,2020-01-01,L. megalotis,0.03750209275071153,2020,1,0.13661476644902054,0.42926900931542045,0.3760191846522782,17,0.5659360709234327,0.5246743122466271,4,0.3959010398629247,0.4499904229970656,4
AR,2020-01-01,N. gyrinus,0.00535744182153021,2020,1,0.13661476644902054,0.42926900931542045,0.3760191846522782,17,0.5659360709234327,0.5246743122466271,4,0.3959010398629247,0.4499904229970656,4
AR,2020-06-01,C. lutrensis,0.3975532405106752,2020,2,0.7493276230231514,0.42926900931542045,0.3760191846522782,17,0.5659360709234327,0.5246743122466271,4,0.4377099069300688,0.41321800842758927,4
AR,2020-06-01,G. affinis,0.00481882715770515,2020,2,0.7493276230231514,0.42926900931542045,0.3760191846522782,17,0.5659360709234327,0.5246743122466271,4,0.4377099069300688,0.41321800842758927,4
AR,2020-06-01,H. cyanoguttatus,0.0313223765250835,2020,2,0.7493276230231514,0.42926900931542045,0.3760191846522782,17,0.5659360709234327,0.5246743122466271,4,0.4377099069300688,0.41321800842758927,4
AR,2020-06-01,I. punctatus,0.00481882715770515,2020,2,0.7493276230231514,0.42926900931542045,0.3760191846522782,17,0.5659360709234327,0.5246743122466271,4,0.4377099069300688,0.41321800842758927,4
AR,2020-06-01,L. cyanellus,0.18311543199279587,2020,2,0.7493276230231514,0.42926900931542045,0.3760191846522782,17,0.5659360709234327,0.5246743122466271,4,0.4377099069300688,0.41321800842758927,4
AR,2020-06-01,L. gulosus,0.00481882715770515,2020,2,0.7493276230231514,0.42926900931542045,0.3760191846522782,17,0.5659360709234327,0.5246743122466271,4,0.4377099069300688,0.41321800842758927,4
AR,2020-06-01,L. macrochirus,0.10842361104836595,2020,2,0.7493276230231514,0.42926900931542045,0.3760191846522782,17,0.5659360709234327,0.5246743122466271,4,0.4377099069300688,0.41321800842758927,4
AR,2020-06-01,L. megalotis,0.00481882715770515,2020,2,0.7493276230231514,0.42926900931542045,0.3760191846522782,17,0.5659360709234327,0.5246743122466271,4,0.4377099069300688,0.41321800842758927,4
AR,2020-06-01,L. oculatus,0.00481882715770515,2020,2,0.7493276230231514,0.42926900931542045,0.3760191846522782,17,0.5659360709234327,0.5246743122466271,4,0.4377099069300688,0.41321800842758927,4
AR,2020-06-01,M. salmoides,0.00481882715770515,2020,2,0.7493276230231514,0.42926900931542045,0.3760191846522782,17,0.5659360709234327,0.5246743122466271,4,0.4377099069300688,0.41321800842758927,4
AR,2020-10-01,C. lutrensis,0.00800056003920274,2020,4,0.3000210014701029,0.42926900931542045,0.3760191846522782,17,0.5659360709234327,0.5246743122466271,4,0.7219469573809875,0.7549929676511955,4
AR,2020-10-01,G. affinis,0.0280019601372096,2020,4,0.3000210014701029,0.42926900931542045,0.3760191846522782,17,0.5659360709234327,0.5246743122466271,4,0.7219469573809875,0.7549929676511955,4
AR,2020-10-01,G. dormitor,0.00400028001960137,2020,4,0.3000210014701029,0.42926900931542045,0.3760191846522782,17,0.5659360709234327,0.5246743122466271,4,0.7219469573809875,0.7549929676511955,4
AR,2020-10-01,H. cyanoguttatus,0.02600182012740892,2020,4,0.3000210014701029,0.42926900931542045,0.3760191846522782,17,0.5659360709234327,0.5246743122466271,4,0.7219469573809875,0.7549929676511955,4
AR,2020-10-01,I. punctatus,0.00400028001960137,2020,4,0.3000210014701029,0.42926900931542045,0.3760191846522782,17,0.5659360709234327,0.5246743122466271,4,0.7219469573809875,0.7549929676511955,4
AR,2020-10-01,L. cyanellus,0.0720050403528247,2020,4,0.3000210014701029,0.42926900931542045,0.3760191846522782,17,0.5659360709234327,0.5246743122466271,4,0.7219469573809875,0.7549929676511955,4
AR,2020-10-01,L. gulosus,0.00600042002940205,2020,4,0.3000210014701029,0.42926900931542045,0.3760191846522782,17,0.5659360709234327,0.5246743122466271,4,0.7219469573809875,0.7549929676511955,4
AR,2020-10-01,L. macrochirus,0.0860060204214295,2020,4,0.3000210014701029,0.42926900931542045,0.3760191846522782,17,0.5659360709234327,0.5246743122466271,4,0.7219469573809875,0.7549929676511955,4
AR,2020-10-01,L. megalotis,0.05400378026461852,2020,4,0.3000210014701029,0.42926900931542045,0.3760191846522782,17,0.5659360709234327,0.5246743122466271,4,0.7219469573809875,0.7549929676511955,4
AR,2020-10-01,M. salmoides,0.01200084005880411,2020,4,0.3000210014701029,0.42926900931542045,0.3760191846522782,17,0.5659360709234327,0.5246743122466271,4,0.7219469573809875,0.7549929676511955,4
AR,2020-11-01,A. natalis,0.00622994735694483,2020,4,1.077780892751456,0.42926900931542045,0.3760191846522782,17,0.5659360709234327,0.5246743122466271,4,0.7219469573809875,0.7549929676511955,4
AR,2020-11-01,C. lutrensis,0.33953213095349344,2020,4,1.077780892751456,0.42926900931542045,0.3760191846522782,17,0.5659360709234327,0.5246743122466271,4,0.7219469573809875,0.7549929676511955,4
AR,2020-11-01,G. affinis,0.00622994735694483,2020,4,1.077780892751456,0.42926900931542045,0.3760191846522782,17,0.5659360709234327,0.5246743122466271,4,0.7219469573809875,0.7549929676511955,4
AR,2020-11-01,H. cyanoguttatus,0.07164439460486559,2020,4,1.077780892751456,0.42926900931542045,0.3760191846522782,17,0.5659360709234327,0.5246743122466271,4,0.7219469573809875,0.7549929676511955,4
AR,2020-11-01,I. punctatus,0.01557486839236208,2020,4,1.077780892751456,0.42926900931542045,0.3760191846522782,17,0.5659360709234327,0.5246743122466271,4,0.7219469573809875,0.7549929676511955,4
AR,2020-11-01,L. cyanellus,0.11525402610347942,2020,4,1.077780892751456,0.42926900931542045,0.3760191846522782,17,0.5659360709234327,0.5246743122466271,4,0.7219469573809875,0.7549929676511955,4
AR,2020-11-01,L. gulosus,0.02491978942777933,2020,4,1.077780892751456,0.42926900931542045,0.3760191846522782,17,0.5659360709234327,0.5246743122466271,4,0.7219469573809875,0.7549929676511955,4
AR,2020-11-01,L. macrochirus,0.2803476310625175,2020,4,1.077780892751456,0.42926900931542045,0.3760191846522782,17,0.5659360709234327,0.5246743122466271,4,0.7219469573809875,0.7549929676511955,4
AR,2020-11-01,L. megalotis,0.21804815749306916,2020,4,1.077780892751456,0.42926900931542045,0.3760191846522782,17,0.5659360709234327,0.5246743122466271,4,0.7219469573809875,0.7549929676511955,4
EM,2017-10-01,C. lutrensis,0.00486885946797904,2017,4,0.4941892359998734,0.6252617828758563,0.4905943735778336,16,1.2850640183674154,1.405524861878453,3,1.0073162010403869,0.6943894389438944,5
EM,2017-10-01,D. cepedianum,0.02434429733989524,2017,4,0.4941892359998734,0.6252617828758563,0.4905943735778336,16,1.2850640183674154,1.405524861878453,3,1.0073162010403869,0.6943894389438944,5
EM,2017-10-01,E. gracile,0.00730328920196857,2017,4,0.4941892359998734,0.6252617828758563,0.4905943735778336,16,1.2850640183674154,1.405524861878453,3,1.0073162010403869,0.6943894389438944,5
EM,2017-10-01,G. affinis,0.1801478003152248,2017,4,0.4941892359998734,0.6252617828758563,0.4905943735778336,16,1.2850640183674154,1.405524861878453,3,1.0073162010403869,0.6943894389438944,5
EM,2017-10-01,I. bubalus,0.00486885946797904,2017,4,0.4941892359998734,0.6252617828758563,0.4905943735778336,16,1.2850640183674154,1.405524861878453,3,1.0073162010403869,0.6943894389438944,5
EM,2017-10-01,L. cyanellus,0.01460657840393714,2017,4,0.4941892359998734,0.6252617828758563,0.4905943735778336,16,1.2850640183674154,1.405524861878453,3,1.0073162010403869,0.6943894389438944,5
EM,2017-10-01,L. gulosus,0.00973771893595809,2017,4,0.4941892359998734,0.6252617828758563,0.4905943735778336,16,1.2850640183674154,1.405524861878453,3,1.0073162010403869,0.6943894389438944,5
EM,2017-10-01,L. macrochirus,0.02434429733989524,2017,4,0.4941892359998734,0.6252617828758563,0.4905943735778336,16,1.2850640183674154,1.405524861878453,3,1.0073162010403869,0.6943894389438944,5
EM,2017-10-01,L. megalotis,0.14119692457139243,2017,4,0.4941892359998734,0.6252617828758563,0.4905943735778336,16,1.2850640183674154,1.405524861878453,3,1.0073162010403869,0.6943894389438944,5
EM,2017-10-01,N. texanus,0.00730328920196857,2017,4,0.4941892359998734,0.6252617828758563,0.4905943735778336,16,1.2850640183674154,1.405524861878453,3,1.0073162010403869,0.6943894389438944,5
EM,2017-10-01,P. vigilax,0.07546732175367526,2017,4,0.4941892359998734,0.6252617828758563,0.4905943735778336,16,1.2850640183674154,1.405524861878453,3,1.0073162010403869,0.6943894389438944,5
EM,2017-11-01,A. natalis,0.00589318600368324,2017,4,1.405524861878453,0.6252617828758563,0.4905943735778336,16,1.2850640183674154,1.405524861878453,3,1.0073162010403869,0.6943894389438944,5
