site_code,collection_period,lowest_taxon,biomass,collection_year,collection_qtr,biomass_com,biomass_com_mu_at,biomass_com_me_at,biomass_com_n_at,biomass_com_mu_yr,biomass_com_me_yr,biomass_com_n_at_yr,biomass_com_mu_qt,biomass_com_me_qt,biomass_com_n_qt
AR,2018-06-01,H. cyanoguttatus,1.243165878398919,2018,2,3.2823886576235584,1.2560485903167142,0.5244721078293183,16,1.633047708160941,0.19569930662477983,7,1.5235434860062353,1.364746098025741,4
AR,2018-06-01,L. oculatus,1.845395830133893,2018,2,3.2823886576235584,1.2560485903167142,0.5244721078293183,16,1.633047708160941,0.19569930662477983,7,1.5235434860062353,1.364746098025741,4
AR,2018-06-01,L. macrochirus,0.10311876254005728,2018,2,3.2823886576235584,1.2560485903167142,0.5244721078293183,16,1.633047708160941,0.19569930662477983,7,1.5235434860062353,1.364746098025741,4
AR,2018-06-01,L. megalotis,0.05725703531698289,2018,2,3.2823886576235584,1.2560485903167142,0.5244721078293183,16,1.633047708160941,0.19569930662477983,7,1.5235434860062353,1.364746098025741,4
AR,2018-07-01,C. lutrensis,0.00215681669862074,2018,3,0.03737125424455353,1.2560485903167142,0.5244721078293183,16,1.633047708160941,0.19569930662477983,7,1.5820009773398591,0.1668770754697681,5
AR,2018-07-01,G. affinis,0.00397233616486815,2018,3,0.03737125424455353,1.2560485903167142,0.5244721078293183,16,1.633047708160941,0.19569930662477983,7,1.5820009773398591,0.1668770754697681,5
AR,2018-07-01,I. punctatus,0.0270251534637492,2018,3,0.03737125424455353,1.2560485903167142,0.5244721078293183,16,1.633047708160941,0.19569930662477983,7,1.5820009773398591,0.1668770754697681,5
AR,2018-07-01,L. megalotis,0.00421694791731544,2018,3,0.03737125424455353,1.2560485903167142,0.5244721078293183,16,1.633047708160941,0.19569930662477983,7,1.5820009773398591,0.1668770754697681,5
AR,2018-08-01,L. gulosus,0.00789020670351774,2018,3,0.16472408983588965,1.2560485903167142,0.5244721078293183,16,1.633047708160941,0.19569930662477983,7,1.5820009773398591,0.1668770754697681,5
AR,2018-08-01,L. cyanellus,0.04988878593811828,2018,3,0.16472408983588965,1.2560485903167142,0.5244721078293183,16,1.633047708160941,0.19569930662477983,7,1.5820009773398591,0.1668770754697681,5
AR,2018-08-01,L. megalotis,0.0175209903457732,2018,3,0.16472408983588965,1.2560485903167142,0.5244721078293183,16,1.633047708160941,0.19569930662477983,7,1.5820009773398591,0.1668770754697681,5
AR,2018-08-01,M. salmoides,0.08942410684848043,2018,3,0.16472408983588965,1.2560485903167142,0.5244721078293183,16,1.633047708160941,0.19569930662477983,7,1.5820009773398591,0.1668770754697681,5
AR,2018-09-01,L. gulosus,0.0303718743379124,2018,3,7.000260370701136,1.2560485903167142,0.5244721078293183,16,1.633047708160941,0.19569930662477983,7,1.5820009773398591,0.1668770754697681,5
AR,2018-09-01,C. lutrensis,0.00365655551823175,2018,3,7.000260370701136,1.2560485903167142,0.5244721078293183,16,1.633047708160941,0.19569930662477983,7,1.5820009773398591,0.1668770754697681,5
AR,2018-09-01,G. affinis,0.00110482660646392,2018,3,7.000260370701136,1.2560485903167142,0.5244721078293183,16,1.633047708160941,0.19569930662477983,7,1.5820009773398591,0.1668770754697681,5
AR,2018-09-01,H. cyanoguttatus,0.0911235745289214,2018,3,7.000260370701136,1.2560485903167142,0.5244721078293183,16,1.633047708160941,0.19569930662477983,7,1.5820009773398591,0.1668770754697681,5
AR,2018-09-01,I. punctatus,0.03575379713641759,2018,3,7.000260370701136,1.2560485903167142,0.5244721078293183,16,1.633047708160941,0.19569930662477983,7,1.5820009773398591,0.1668770754697681,5
AR,2018-09-01,L. oculatus,6.517432592978183,2018,3,7.000260370701136,1.2560485903167142,0.5244721078293183,16,1.633047708160941,0.19569930662477983,7,1.5820009773398591,0.1668770754697681,5
AR,2018-09-01,L. cyanellus,0.0083490176500352,2018,3,7.000260370701136,1.2560485903167142,0.5244721078293183,16,1.633047708160941,0.19569930662477983,7,1.5820009773398591,0.1668770754697681,5
AR,2018-09-01,L. macrochirus,0.1498646487122478,2018,3,7.000260370701136,1.2560485903167142,0.5244721078293183,16,1.633047708160941,0.19569930662477983,7,1.5820009773398591,0.1668770754697681,5
AR,2018-09-01,L. megalotis,0.12998510607795832,2018,3,7.000260370701136,1.2560485903167142,0.5244721078293183,16,1.633047708160941,0.19569930662477983,7,1.5820009773398591,0.1668770754697681,5
AR,2018-09-01,M. salmoides,0.02450417245980127,2018,3,7.000260370701136,1.2560485903167142,0.5244721078293183,16,1.633047708160941,0.19569930662477983,7,1.5820009773398591,0.1668770754697681,5
AR,2018-09-01,A. natalis,0.00811420469496314,2018,3,7.000260370701136,1.2560485903167142,0.5244721078293183,16,1.633047708160941,0.19569930662477983,7,1.5820009773398591,0.1668770754697681,5
AR,2019-03-01,P. latipinna,0.0014428859973254,2019,1,0.865880699276762,1.2560485903167142,0.5244721078293183,16,0.7033263978623552,0.7033263978623552,2,0.3985164160799362,0.19569930662477983,3
AR,2019-03-01,C. lutrensis,0.01198041376764416,2019,1,0.865880699276762,1.2560485903167142,0.5244721078293183,16,0.7033263978623552,0.7033263978623552,2,0.3985164160799362,0.19569930662477983,3
AR,2019-03-01,G. affinis,0.00554833790165585,2019,1,0.865880699276762,1.2560485903167142,0.5244721078293183,16,0.7033263978623552,0.7033263978623552,2,0.3985164160799362,0.19569930662477983,3
AR,2019-03-01,L. macrochirus,0.16119400597294514,2019,1,0.865880699276762,1.2560485903167142,0.5244721078293183,16,0.7033263978623552,0.7033263978623552,2,0.3985164160799362,0.19569930662477983,3
AR,2019-03-01,L. cyanellus,0.1164697978201348,2019,1,0.865880699276762,1.2560485903167142,0.5244721078293183,16,0.7033263978623552,0.7033263978623552,2,0.3985164160799362,0.19569930662477983,3
AR,2019-03-01,L. megalotis,0.08330086026374146,2019,1,0.865880699276762,1.2560485903167142,0.5244721078293183,16,0.7033263978623552,0.7033263978623552,2,0.3985164160799362,0.19569930662477983,3
AR,2019-03-01,L. gulosus,0.08292125143124282,2019,1,0.865880699276762,1.2560485903167142,0.5244721078293183,16,0.7033263978623552,0.7033263978623552,2,0.3985164160799362,0.19569930662477983,3
AR,2019-03-01,H. cyanoguttatus,0.13690936566488235,2019,1,0.865880699276762,1.2560485903167142,0.5244721078293183,16,0.7033263978623552,0.7033263978623552,2,0.3985164160799362,0.19569930662477983,3
AR,2019-03-01,A. rostrata,0.2558328791886968,2019,1,0.865880699276762,1.2560485903167142,0.5244721078293183,16,0.7033263978623552,0.7033263978623552,2,0.3985164160799362,0.19569930662477983,3
AR,2019-03-01,I. punctatus,0.01028090126849321,2019,1,0.865880699276762,1.2560485903167142,0.5244721078293183,16,0.7033263978623552,0.7033263978623552,2,0.3985164160799362,0.19569930662477983,3
AR,2019-09-01,L. macrochirus,0.06354433445418203,2019,3,0.5407720964479483,1.2560485903167142,0.5244721078293183,16,0.7033263978623552,0.7033263978623552,2,1.5820009773398591,0.1668770754697681,5
AR,2019-09-01,C. lutrensis,0.00481286731293292,2019,3,0.5407720964479483,1.2560485903167142,0.5244721078293183,16,0.7033263978623552,0.7033263978623552,2,1.5820009773398591,0.1668770754697681,5
AR,2019-09-01,M. salmoides,0.23634859216204449,2019,3,0.5407720964479483,1.2560485903167142,0.5244721078293183,16,0.7033263978623552,0.7033263978623552,2,1.5820009773398591,0.1668770754697681,5
AR,2019-09-01,A. rostrata,0.10423147363787644,2019,3,0.5407720964479483,1.2560485903167142,0.5244721078293183,16,0.7033263978623552,0.7033263978623552,2,1.5820009773398591,0.1668770754697681,5
AR,2019-09-01,L. megalotis,0.10426024507092754,2019,3,0.5407720964479483,1.2560485903167142,0.5244721078293183,16,0.7033263978623552,0.7033263978623552,2,1.5820009773398591,0.1668770754697681,5
AR,2019-09-01,L. cyanellus,0.00213325791521875,2019,3,0.5407720964479483,1.2560485903167142,0.5244721078293183,16,0.7033263978623552,0.7033263978623552,2,1.5820009773398591,0.1668770754697681,5
AR,2019-09-01,H. cyanoguttatus,0.02508700672662693,2019,3,0.5407720964479483,1.2560485903167142,0.5244721078293183,16,0.7033263978623552,0.7033263978623552,2,1.5820009773398591,0.1668770754697681,5
AR,2019-09-01,I. punctatus,3.5431916813924343e-4,2019,3,0.5407720964479483,1.2560485903167142,0.5244721078293183,16,0.7033263978623552,0.7033263978623552,2,1.5820009773398591,0.1668770754697681,5
AR,2020-01-01,C. lutrensis,0.0013266529934972,2020,1,0.13396924233826676,1.2560485903167142,0.5244721078293183,16,0.9864247536248518,0.8754173819282132,4,0.3985164160799362,0.19569930662477983,3
AR,2020-01-01,N. gyrinus,0.00328511832031391,2020,1,0.13396924233826676,1.2560485903167142,0.5244721078293183,16,0.9864247536248518,0.8754173819282132,4,0.3985164160799362,0.19569930662477983,3
AR,2020-01-01,L. auritus,0.03007541030742612,2020,1,0.13396924233826676,1.2560485903167142,0.5244721078293183,16,0.9864247536248518,0.8754173819282132,4,0.3985164160799362,0.19569930662477983,3
AR,2020-01-01,L. macrochirus,0.02531753112014718,2020,1,0.13396924233826676,1.2560485903167142,0.5244721078293183,16,0.9864247536248518,0.8754173819282132,4,0.3985164160799362,0.19569930662477983,3
AR,2020-01-01,L. megalotis,0.01643838345950451,2020,1,0.13396924233826676,1.2560485903167142,0.5244721078293183,16,0.9864247536248518,0.8754173819282132,4,0.3985164160799362,0.19569930662477983,3
AR,2020-01-01,L. cyanellus,0.0431480471371323,2020,1,0.13396924233826676,1.2560485903167142,0.5244721078293183,16,0.9864247536248518,0.8754173819282132,4,0.3985164160799362,0.19569930662477983,3
AR,2020-01-01,H. cyanoguttatus,0.01437809900024553,2020,1,0.13396924233826676,1.2560485903167142,0.5244721078293183,16,0.9864247536248518,0.8754173819282132,4,0.3985164160799362,0.19569930662477983,3
AR,2020-06-01,L. oculatus,0.723371371747163,2020,2,2.060895008304714,1.2560485903167142,0.5244721078293183,16,0.9864247536248518,0.8754173819282132,4,1.5235434860062353,1.364746098025741,4
AR,2020-06-01,L. macrochirus,0.21015532465531395,2020,2,2.060895008304714,1.2560485903167142,0.5244721078293183,16,0.9864247536248518,0.8754173819282132,4,1.5235434860062353,1.364746098025741,4
AR,2020-06-01,L. cyanellus,0.4147794062519115,2020,2,2.060895008304714,1.2560485903167142,0.5244721078293183,16,0.9864247536248518,0.8754173819282132,4,1.5235434860062353,1.364746098025741,4
AR,2020-06-01,H. cyanoguttatus,0.29776597137992117,2020,2,2.060895008304714,1.2560485903167142,0.5244721078293183,16,0.9864247536248518,0.8754173819282132,4,1.5235434860062353,1.364746098025741,4
AR,2020-06-01,C. lutrensis,0.10460078288875148,2020,2,2.060895008304714,1.2560485903167142,0.5244721078293183,16,0.9864247536248518,0.8754173819282132,4,1.5235434860062353,1.364746098025741,4
AR,2020-06-01,G. affinis,4.89880354789723e-4,2020,2,2.060895008304714,1.2560485903167142,0.5244721078293183,16,0.9864247536248518,0.8754173819282132,4,1.5235434860062353,1.364746098025741,4
AR,2020-06-01,L. gulosus,0.01623349207533391,2020,2,2.060895008304714,1.2560485903167142,0.5244721078293183,16,0.9864247536248518,0.8754173819282132,4,1.5235434860062353,1.364746098025741,4
AR,2020-06-01,I. punctatus,0.00812481092813528,2020,2,2.060895008304714,1.2560485903167142,0.5244721078293183,16,0.9864247536248518,0.8754173819282132,4,1.5235434860062353,1.364746098025741,4
AR,2020-06-01,L. megalotis,0.02108709594053259,2020,2,2.060895008304714,1.2560485903167142,0.5244721078293183,16,0.9864247536248518,0.8754173819282132,4,1.5235434860062353,1.364746098025741,4
AR,2020-06-01,M. salmoides,0.2642868720828617,2020,2,2.060895008304714,1.2560485903167142,0.5244721078293183,16,0.9864247536248518,0.8754173819282132,4,1.5235434860062353,1.364746098025741,4
AR,2020-10-01,G. dormitor,0.1493040099303009,2020,4,0.5081721192106883,1.2560485903167142,0.5244721078293183,16,0.9864247536248518,0.8754173819282132,4,1.224262341525845,0.8754173819282132,4
AR,2020-10-01,L. macrochirus,0.15206270140824732,2020,4,0.5081721192106883,1.2560485903167142,0.5244721078293183,16,0.9864247536248518,0.8754173819282132,4,1.224262341525845,0.8754173819282132,4
AR,2020-10-01,L. cyanellus,0.01712123793465927,2020,4,0.5081721192106883,1.2560485903167142,0.5244721078293183,16,0.9864247536248518,0.8754173819282132,4,1.224262341525845,0.8754173819282132,4
AR,2020-10-01,C. lutrensis,0.001110792839983,2020,4,0.5081721192106883,1.2560485903167142,0.5244721078293183,16,0.9864247536248518,0.8754173819282132,4,1.224262341525845,0.8754173819282132,4
AR,2020-10-01,G. affinis,0.00139771942840536,2020,4,0.5081721192106883,1.2560485903167142,0.5244721078293183,16,0.9864247536248518,0.8754173819282132,4,1.224262341525845,0.8754173819282132,4
AR,2020-10-01,M. salmoides,0.04268022717734654,2020,4,0.5081721192106883,1.2560485903167142,0.5244721078293183,16,0.9864247536248518,0.8754173819282132,4,1.224262341525845,0.8754173819282132,4
AR,2020-10-01,I. punctatus,0.00959635930308731,2020,4,0.5081721192106883,1.2560485903167142,0.5244721078293183,16,0.9864247536248518,0.8754173819282132,4,1.224262341525845,0.8754173819282132,4
AR,2020-10-01,H. cyanoguttatus,0.06554637903313289,2020,4,0.5081721192106883,1.2560485903167142,0.5244721078293183,16,0.9864247536248518,0.8754173819282132,4,1.224262341525845,0.8754173819282132,4
AR,2020-10-01,L. megalotis,0.05585585230994566,2020,4,0.5081721192106883,1.2560485903167142,0.5244721078293183,16,0.9864247536248518,0.8754173819282132,4,1.224262341525845,0.8754173819282132,4
AR,2020-10-01,L. gulosus,0.01349683984558,2020,4,0.5081721192106883,1.2560485903167142,0.5244721078293183,16,0.9864247536248518,0.8754173819282132,4,1.224262341525845,0.8754173819282132,4
AR,2020-11-01,L. macrochirus,0.31969902665518773,2020,4,1.242662644645738,1.2560485903167142,0.5244721078293183,16,0.9864247536248518,0.8754173819282132,4,1.224262341525845,0.8754173819282132,4
AR,2020-11-01,H. cyanoguttatus,0.5071452496537556,2020,4,1.242662644645738,1.2560485903167142,0.5244721078293183,16,0.9864247536248518,0.8754173819282132,4,1.224262341525845,0.8754173819282132,4
AR,2020-11-01,L. gulosus,0.0199699925514376,2020,4,1.242662644645738,1.2560485903167142,0.5244721078293183,16,0.9864247536248518,0.8754173819282132,4,1.224262341525845,0.8754173819282132,4
AR,2020-11-01,L. megalotis,0.25757249170189134,2020,4,1.242662644645738,1.2560485903167142,0.5244721078293183,16,0.9864247536248518,0.8754173819282132,4,1.224262341525845,0.8754173819282132,4
AR,2020-11-01,L. cyanellus,0.06785954958706479,2020,4,1.242662644645738,1.2560485903167142,0.5244721078293183,16,0.9864247536248518,0.8754173819282132,4,1.224262341525845,0.8754173819282132,4
AR,2020-11-01,C. lutrensis,0.04916119723517414,2020,4,1.242662644645738,1.2560485903167142,0.5244721078293183,16,0.9864247536248518,0.8754173819282132,4,1.224262341525845,0.8754173819282132,4
AR,2020-11-01,I. punctatus,0.01114000423807072,2020,4,1.242662644645738,1.2560485903167142,0.5244721078293183,16,0.9864247536248518,0.8754173819282132,4,1.224262341525845,0.8754173819282132,4
AR,2020-11-01,G. affinis,2.1076507971047888e-4,2020,4,1.242662644645738,1.2560485903167142,0.5244721078293183,16,0.9864247536248518,0.8754173819282132,4,1.224262341525845,0.8754173819282132,4
AR,2020-11-01,A. natalis,0.00990436794344569,2020,4,1.242662644645738,1.2560485903167142,0.5244721078293183,16,0.9864247536248518,0.8754173819282132,4,1.224262341525845,0.8754173819282132,4
EM,2017-10-01,L. gulosus,0.0084769257078269,2017,4,1.03222188156292,1.7150571979872222,1.1589936825834695,16,1.322148681977736,1.2133974492000152,3,2.3211338566007043,1.2133974492000152,5
EM,2017-10-01,C. lutrensis,4.983392895250566e-4,2017,4,1.03222188156292,1.7150571979872222,1.1589936825834695,16,1.322148681977736,1.2133974492000152,3,2.3211338566007043,1.2133974492000152,5
EM,2017-10-01,D. cepedianum,0.1760175149557101,2017,4,1.03222188156292,1.7150571979872222,1.1589936825834695,16,1.322148681977736,1.2133974492000152,3,2.3211338566007043,1.2133974492000152,5
EM,2017-10-01,E. gracile,5.078204477124273e-4,2017,4,1.03222188156292,1.7150571979872222,1.1589936825834695,16,1.322148681977736,1.2133974492000152,3,2.3211338566007043,1.2133974492000152,5
EM,2017-10-01,G. affinis,0.00955591775997885,2017,4,1.03222188156292,1.7150571979872222,1.1589936825834695,16,1.322148681977736,1.2133974492000152,3,2.3211338566007043,1.2133974492000152,5
EM,2017-10-01,I. bubalus,0.7231098516768343,2017,4,1.03222188156292,1.7150571979872222,1.1589936825834695,16,1.322148681977736,1.2133974492000152,3,2.3211338566007043,1.2133974492000152,5
EM,2017-10-01,L. cyanellus,0.00533442128240966,2017,4,1.03222188156292,1.7150571979872222,1.1589936825834695,16,1.322148681977736,1.2133974492000152,3,2.3211338566007043,1.2133974492000152,5
EM,2017-10-01,L. macrochirus,0.02241750746584653,2017,4,1.03222188156292,1.7150571979872222,1.1589936825834695,16,1.322148681977736,1.2133974492000152,3,2.3211338566007043,1.2133974492000152,5
EM,2017-10-01,L. megalotis,0.07990273230001828,2017,4,1.03222188156292,1.7150571979872222,1.1589936825834695,16,1.322148681977736,1.2133974492000152,3,2.3211338566007043,1.2133974492000152,5
EM,2017-10-01,N. texanus,6.903773218803705e-4,2017,4,1.03222188156292,1.7150571979872222,1.1589936825834695,16,1.322148681977736,1.2133974492000152,3,2.3211338566007043,1.2133974492000152,5
EM,2017-10-01,P. vigilax,0.00571047335517757,2017,4,1.03222188156292,1.7150571979872222,1.1589936825834695,16,1.322148681977736,1.2133974492000152,3,2.3211338566007043,1.2133974492000152,5
EM,2017-11-01,L. gulosus,0.07095770673429176,2017,4,1.7208267151702725,1.7150571979872222,1.1589936825834695,16,1.322148681977736,1.2133974492000152,3,2.3211338566007043,1.2133974492000152,5
EM,2017-11-01,A. natalis,0.008612548789153,2017,4,1.7208267151702725,1.7150571979872222,1.1589936825834695,16,1.322148681977736,1.2133974492000152,3,2.3211338566007043,1.2133974492000152,5
EM,2017-11-01,C. lutrensis,5.727958365721431e-4,2017,4,1.7208267151702725,1.7150571979872222,1.1589936825834695,16,1.322148681977736,1.2133974492000152,3,2.3211338566007043,1.2133974492000152,5
EM,2017-11-01,D. cepedianum,0.2516759091324925,2017,4,1.7208267151702725,1.7150571979872222,1.1589936825834695,16,1.322148681977736,1.2133974492000152,3,2.3211338566007043,1.2133974492000152,5
EM,2017-11-01,E. gracile,0.001001153924793,2017,4,1.7208267151702725,1.7150571979872222,1.1589936825834695,16,1.322148681977736,1.2133974492000152,3,2.3211338566007043,1.2133974492000152,5
EM,2017-11-01,G. affinis,0.02716214674110526,2017,4,1.7208267151702725,1.7150571979872222,1.1589936825834695,16,1.322148681977736,1.2133974492000152,3,2.3211338566007043,1.2133974492000152,5
EM,2017-11-01,I. punctatus,0.06222586065979694,2017,4,1.7208267151702725,1.7150571979872222,1.1589936825834695,16,1.322148681977736,1.2133974492000152,3,2.3211338566007043,1.2133974492000152,5
