site_code,collection_period,hypoxia_tolerance,density
GC,2020-11-01,Mesotolerant,0.41714616888109507
GC,2020-11-01,Sensitive,0.0265698196739551
GC,2020-11-01,Tolerant,0.11159324263061143
MR,2017-04-01,Mesotolerant,0.07106157191149833
MR,2017-04-01,Sensitive,0.01822091587474316
MR,2017-04-01,Tolerant,0.00911045793737158
MR,2017-10-01,Mesotolerant,0.00879120879120879
MR,2017-10-01,Sensitive,0.2695970695970696
MR,2017-11-01,Mesotolerant,0.6283717679944095
MR,2017-11-01,Sensitive,0.01118099231306778
MR,2017-11-01,Tolerant,0.3443745632424878
MR,2017-12-01,Mesotolerant,0.16969696969696968
MR,2017-12-01,Sensitive,0.01414141414141414
MR,2017-12-01,Tolerant,0.47070707070707063
MR,2018-02-01,Mesotolerant,0.2233856893542757
MR,2018-02-01,Sensitive,0.02559627690517742
MR,2018-02-01,Tolerant,1.1541593949970912
MR,2018-03-01,Mesotolerant,0.02676962676962677
MR,2018-03-01,Sensitive,0.02265122265122262
MR,2018-03-01,Tolerant,0.06795366795366793
MR,2018-04-01,Mesotolerant,0.04226415094339621
MR,2018-04-01,Sensitive,0.010062893081761
MR,2018-04-01,Tolerant,0.03220125786163521
MR,2018-06-01,Mesotolerant,0.01864801864801863
MR,2018-06-01,Tolerant,0.02983682983682981
MR,2018-08-01,Mesotolerant,0.020781674341716842
MR,2018-08-01,Sensitive,0.00755697248789703
MR,2018-08-01,Tolerant,0.00755697248789703
MR,2019-03-01,Mesotolerant,0.1641509433962264
MR,2019-03-01,Sensitive,0.039622641509433947
MR,2019-03-01,Tolerant,0.00754716981132075
MR,2019-10-01,Mesotolerant,0.02248995983935742
MR,2020-01-01,Mesotolerant,0.04647380039502727
MR,2020-01-01,Sensitive,0.00929476007900546
MR,2020-01-01,Tolerant,0.00557685604740327
MR,2020-06-01,Mesotolerant,0.05477305317930945
MR,2020-06-01,Sensitive,0.026372210790037882
MR,2020-06-01,Tolerant,0.028400842389271562
MR,2020-09-01,Mesotolerant,0.04508831930727943
MR,2020-09-01,Sensitive,0.00409893811884358
MR,2020-09-01,Tolerant,0.08812716955513711
MR,2020-11-01,Mesotolerant,0.13149689698142708
MR,2020-11-01,Sensitive,0.00657484484907134
MR,2020-11-01,Tolerant,0.20217647910894415
PD,2017-03-01,Mesotolerant,0.1278295605858855
PD,2017-03-01,Sensitive,0.03195739014647137
PD,2017-03-01,Tolerant,0.01775410563692854
PD,2017-10-01,Mesotolerant,0.07993754879000779
PD,2017-10-01,Sensitive,0.0624512099921936
PD,2017-10-01,Tolerant,0.00999219359875096
PD,2017-11-01,Mesotolerant,0.07575757575757575
PD,2017-11-01,Sensitive,0.03787878787878788
PD,2017-11-01,Tolerant,0.03282828282828282
PD,2017-12-01,Mesotolerant,0.3753746039900676
PD,2017-12-01,Sensitive,0.00547992122613237
PD,2017-12-01,Tolerant,0.10685846390958129
PD,2018-02-01,Mesotolerant,0.1565017261219793
PD,2018-02-01,Sensitive,0.00920598388952819
PD,2018-02-01,Tolerant,0.049098580744150355
PD,2018-03-01,Mesotolerant,0.06860551826994778
PD,2018-03-01,Sensitive,0.07457121551081282
PD,2018-03-01,Tolerant,0.02982848620432512
PD,2018-04-01,Mesotolerant,0.09263854425144745
PD,2018-04-01,Sensitive,0.015880893300248132
PD,2018-04-01,Tolerant,0.06881720430107525
PD,2018-05-01,Mesotolerant,0.14222222222222222
PD,2018-05-01,Tolerant,0.04402116402116401
PD,2018-06-01,Mesotolerant,0.3252032520325204
PD,2018-06-01,Sensitive,0.12195121951219512
PD,2018-06-01,Tolerant,0.07317073170731707
PD,2018-08-01,Mesotolerant,0.2741270873996964
PD,2018-08-01,Sensitive,0.11103882021253524
PD,2018-08-01,Tolerant,0.16308826718716113
PD,2018-09-01,Mesotolerant,0.26099290780141843
PD,2018-09-01,Sensitive,0.16453900709219857
PD,2018-09-01,Tolerant,0.18156028368794325
PD,2019-03-01,Mesotolerant,0.06918918918918916
PD,2019-03-01,Sensitive,0.00576576576576576
PD,2019-03-01,Tolerant,0.025945945945945938
PD,2019-10-01,Mesotolerant,0.15928888888888884
PD,2019-10-01,Sensitive,0.02844444444444443
PD,2019-10-01,Tolerant,0.06257777777777773
PD,2020-01-01,Mesotolerant,0.1115846571096474
PD,2020-01-01,Sensitive,0.06405785871109387
PD,2020-01-01,Tolerant,0.02686297300787808
PD,2020-06-01,Mesotolerant,0.17632955173081036
PD,2020-06-01,Sensitive,0.00820137449910746
PD,2020-06-01,Tolerant,0.041006872495537285
PD,2020-09-01,Mesotolerant,0.3614830719532659
PD,2020-09-01,Sensitive,0.21688984317195956
PD,2020-09-01,Tolerant,0.2106031810510332
PL,2017-04-01,Mesotolerant,0.3901565995525727
PL,2017-04-01,Sensitive,0.8411633109619687
PL,2017-04-01,Tolerant,0.01431767337807606
PL,2017-10-01,Mesotolerant,0.22164502164502164
PL,2017-10-01,Sensitive,0.07203463203463203
PL,2017-10-01,Tolerant,0.00554112554112554
PL,2017-11-01,Mesotolerant,2.2801932367149758
PL,2017-11-01,Sensitive,0.506280193236715
PL,2017-11-01,Tolerant,0.050241545893719805
PL,2017-12-01,Mesotolerant,0.7594802439671174
PL,2017-12-01,Sensitive,0.3267037920975868
PL,2018-02-01,Mesotolerant,4.036856368563686
PL,2018-02-01,Sensitive,0.9105691056910568
PL,2018-02-01,Tolerant,0.01300813008130081
PL,2018-03-01,Mesotolerant,0.05161290322580644
PL,2018-03-01,Sensitive,0.2709677419354839
PL,2018-03-01,Tolerant,0.02150537634408601
PL,2018-04-01,Mesotolerant,1.7293466223698781
PL,2018-04-01,Sensitive,2.526688815060908
PL,2018-04-01,Tolerant,0.05669988925802879
PL,2018-05-01,Mesotolerant,0.527729130180969
PL,2018-05-01,Sensitive,0.266199649737303
PL,2018-05-01,Tolerant,0.00934033858727378
PL,2018-06-01,Mesotolerant,2.009249377445749
PL,2018-06-01,Sensitive,0.7285663464959091
PL,2018-06-01,Tolerant,0.03415154749199572
PL,2018-08-01,Mesotolerant,0.16887579774177708
PL,2018-08-01,Sensitive,0.0628375061364752
PL,2018-08-01,Tolerant,0.0196367206676485
PL,2018-10-01,Mesotolerant,0.10547132498352009
PL,2018-10-01,Sensitive,0.03515710832784003
PL,2018-10-01,Tolerant,0.01054713249835201
PL,2019-03-01,Mesotolerant,0.46349206349206346
PL,2019-03-01,Sensitive,0.11428571428571428
PL,2019-10-01,Mesotolerant,0.5534591194968553
PL,2019-10-01,Sensitive,0.12578616352201255
PL,2019-10-01,Tolerant,0.07547169811320753
PL,2020-01-01,Mesotolerant,0.48094964579743443
PL,2020-01-01,Sensitive,0.21137277426766227
PL,2020-01-01,Tolerant,0.3553513306528815
PL,2020-06-01,Mesotolerant,0.998397681953647
PL,2020-06-01,Sensitive,0.2141673260973123
PL,2020-06-01,Tolerant,0.0598408705271902
PL,2020-09-01,Mesotolerant,0.8129690975722951
PL,2020-09-01,Sensitive,0.11202330084657607
PL,2020-09-01,Tolerant,0.18563861283146893
PL,2020-11-01,Mesotolerant,1.09677673886456
PL,2020-11-01,Sensitive,0.3945240067858129
PL,2020-11-01,Tolerant,1.4242316644967847
SF,2017-03-01,Mesotolerant,0.13846612951357803
SF,2017-03-01,Tolerant,0.9740376007162042
SF,2017-09-01,Mesotolerant,0.04382060938034917
SF,2017-09-01,Tolerant,0.37977861462969303
SF,2017-11-01,Mesotolerant,1.0158730158730158
SF,2017-11-01,Sensitive,0.1312169312169312
SF,2017-11-01,Tolerant,5.21058201058201
SF,2017-12-01,Mesotolerant,0.06181015452538631
SF,2017-12-01,Sensitive,0.01766004415011037
SF,2017-12-01,Tolerant,0.5960264900662252
SF,2018-02-01,Mesotolerant,0.25958702064896755
SF,2018-02-01,Tolerant,3.68141592920354
SF,2018-04-01,Mesotolerant,0.6901960784313725
SF,2018-04-01,Sensitive,0.0896358543417367
SF,2018-04-01,Tolerant,0.7932773109243697
SF,2018-05-01,Mesotolerant,0.30857800805987334
SF,2018-05-01,Sensitive,0.0690846286701209
SF,2018-05-01,Tolerant,0.49280368451352907
SF,2018-06-01,Mesotolerant,0.28750000000000003
SF,2018-06-01,Sensitive,0.0125
SF,2018-06-01,Tolerant,1.4541666666666666
SF,2018-07-01,Mesotolerant,0.1212121212121212
SF,2018-07-01,Sensitive,0.06787878787878787
SF,2018-07-01,Tolerant,0.3684848484848485
SF,2018-09-01,Mesotolerant,0.36982968369829683
SF,2018-09-01,Sensitive,0.01167883211678832
SF,2018-09-01,Tolerant,0.01167883211678832
SF,2019-04-01,Mesotolerant,1.3706965572457965
SF,2019-04-01,Sensitive,0.1964238057112357
SF,2019-04-01,Tolerant,1.579930611155591
SF,2019-10-01,Mesotolerant,0.5380304243394716
SF,2019-10-01,Tolerant,1.7678142514011208
SF,2020-01-01,Mesotolerant,0.21089987325728768
SF,2020-01-01,Sensitive,0.00811153358681875
SF,2020-01-01,Tolerant,4.534347275031685
SF,2020-06-01,Mesotolerant,0.7533725903990379
SF,2020-06-01,Tolerant,1.2571337803646596
SF,2020-09-01,Mesotolerant,0.27681421440990994
SF,2020-09-01,Tolerant,0.7658526598674176
SF,2020-11-01,Mesotolerant,0.33174278573051574
SF,2020-11-01,Tolerant,2.0495341967734606
TR,2017-04-01,Mesotolerant,0.42270381836945303
TR,2017-04-01,Tolerant,0.21135190918472652
TR,2017-10-01,Mesotolerant,0.01249024199843872
TR,2017-10-01,Tolerant,1.1615925058548011
TR,2017-11-01,Mesotolerant,0.05925925925925925
TR,2017-11-01,Sensitive,0.00538720538720538
TR,2017-11-01,Tolerant,1.52996632996633
TR,2017-12-01,Mesotolerant,0.3333333333333333
TR,2017-12-01,Tolerant,1.6592592592592594
TR,2018-02-01,Mesotolerant,0.2962962962962963
TR,2018-02-01,Tolerant,12.540170940170942
TR,2018-04-01,Mesotolerant,0.21631701631701628
TR,2018-04-01,Tolerant,3.83030303030303
TR,2018-06-01,Mesotolerant,0.24444444444444444
TR,2018-06-01,Tolerant,2.5962962962962965
TR,2018-07-01,Mesotolerant,0.02983682983682981
TR,2018-07-01,Tolerant,0.9958041958041958
TR,2018-09-01,Mesotolerant,0.01515151515151515
TR,2018-09-01,Tolerant,0.19318181818181818
TR,2019-10-01,Mesotolerant,0.0253565768621236
TR,2019-10-01,Tolerant,0.02253917943299876
TR,2020-01-01,Mesotolerant,0.16494845360824745
TR,2020-01-01,Tolerant,1.3551647463108958
TR,2020-06-01,Mesotolerant,0.11108484104734989
TR,2020-06-01,Tolerant,0.17713528707550394
TR,2020-09-01,Mesotolerant,0.10223548849394345
TR,2020-09-01,Tolerant,0.8178839079515478
TR,2020-11-01,Mesotolerant,0.8603663430185192
TR,2020-11-01,Tolerant,5.928765062980999
WM,2017-10-01,Mesotolerant,0.02581559337008486
WM,2017-10-01,Sensitive,0.00911138589532407
WM,2017-11-01,Mesotolerant,0.14713689799014032
WM,2017-11-01,Tolerant,0.01668562760712931
WM,2017-12-01,Mesotolerant,0.5698924731182795
WM,2017-12-01,Sensitive,0.19569892473118275
WM,2017-12-01,Tolerant,0.0150537634408602
WM,2018-02-01,Mesotolerant,0.22857142857142854
WM,2018-02-01,Sensitive,0.0082815734989648
WM,2018-02-01,Tolerant,0.00993788819875776
WM,2018-03-01,Mesotolerant,0.20861799042379636
WM,2018-03-01,Sensitive,0.00750424425984878
WM,2018-03-01,Tolerant,0.00750424425984878
WM,2018-04-01,Mesotolerant,0.06387225548902192
WM,2018-04-01,Sensitive,0.00255489021956087
WM,2018-04-01,Tolerant,0.00510978043912174
WM,2018-05-01,Mesotolerant,0.09230769230769226
WM,2018-05-01,Sensitive,0.00341880341880341
WM,2018-05-01,Tolerant,0.00512820512820512
WM,2018-06-01,Mesotolerant,0.02122015915119361
WM,2018-06-01,Tolerant,0.00565870910698496
WM,2018-09-01,Mesotolerant,0.1170731707317073
WM,2018-09-01,Sensitive,0.021680216802168
WM,2018-09-01,Tolerant,0.02818428184281842
WM,2019-03-01,Mesotolerant,0.11060606060606058
WM,2019-03-01,Sensitive,0.01212121212121212
WM,2019-03-01,Tolerant,0.00303030303030303
WM,2019-10-01,Mesotolerant,0.02807886858676575
WM,2019-10-01,Sensitive,0.00165169815216269
WM,2019-10-01,Tolerant,0.00495509445648807
WM,2020-01-01,Mesotolerant,0.1801193290554993
WM,2020-06-01,Mesotolerant,0.068294549682813
WM,2020-09-01,Mesotolerant,0.04265959736196094
WM,2020-09-01,Tolerant,0.00304711409728292
WM,2020-11-01,Mesotolerant,0.1936911388545769
WM,2020-11-01,Tolerant,0.00478249725566856
