site_code,collection_period,year,qtr,month,day,nday,year_week,year_month,annualrain,density,biomass,richness,shannon,simpson,centroid_dist,canopy,d_oxygen,depth_mx,doc,ln_flood_duration,ln_flood_total_days,ln_lf_days,ln_lf_min,ln_nitrate,ln_turbidity,ln_wk4_iqr,ln_wk4_max,ln_wk4_max_to_annual_med,ln_wk4_max_to_wk4_med,ln_wk4_max_to_wk4_med_30mu,ln_wk4_med,ln_wk4_min,ln_wk4_min_to_annual_med,ph,sand,silt,sqrt_ammonia,sqrt_bluegreen_cyano,sqrt_conductivity,sqrt_diatoms,sqrt_gravel,sqrt_green_algae,sqrt_lf_drought_duration,sqrt_phosphate,sqrt_q_med_yr,sqrt_q_q25_yr,sqrt_rain,sqrt_wk4_75q_30mu,sqrt_wk4_med_30mu,sqrt_wk4_min_to_wk4_med_30mu,temperature,total_algae,width,wk4_max_30mu,wk4_min_to_wk4_med
TR,2017-10-01,2017,4,10,1,274,2017 W39,2017 Oct,54.17231884,1.1740827478532398,0.6244975231622274,4,1.3053758850853832,1.11797317632741,0.3618375097702776,0.8513513515,3.8,0.355,26.3525,0.28806116594699027,0.8062326771346722,3.258096538021482,-1.261713152162515,-3.702775559306048,4.570857708734438,1.2640154921457405,1.9963833858589672,0.6190392084062235,1.1786549963416462,-1.7611680827728282,0.817728389517321,-1.261713152162515,-2.639057329615259,7.065,0.27083333325000003,0.45833333325,-3.158251203051766,-2.380546634463758,8.342780278690324,-2.946942109384559,-1.3062516537540465,-4.199705077879927,1.9459101490553132,-1.7573580425107227,1.3773441774527435,-0.5685659716025696,10.896550991886969,4.155053694585066,3.757551468631795,-5.019264620794311,26.275,31.988992816091088,4.27,395.5863945,0.125
TR,2017-11-01,2017,4,11,1,305,2017 W44,2017 Nov,54.17231884,1.5946127946127946,0.29535004127498415,8,2.5892359533121128,1.9124404671621416,0.4319402468599172,0.7702702705,17.275,0.3625,17.8525,0,0,3.1354942159291497,-0.5685659716025696,-3.200606234818457,4.287801420705881,1.3222844002697165,4.085394378554954,2.70805020110221,2.995732273553991,0.5789685164512377,1.0896621050009627,-0.5685659716025696,-1.9459101490553137,7.75,0.3333333333333333,0.5333333333333333,-1.1874435023747254,-0.25489224962879004,8.278174290943738,-0.4346364854084443,-2.1484344131667874,-2.695627681103653,0,-2.277892480403674,1.3773441774527435,-0.5685659716025696,9.958383084369595,3.722235876671235,3.506425862103716,-4.074991833706286,24.75,7.520287528501288,4.95,160.61317319999998,0.1904761904761905
TR,2017-12-01,2017,4,12,1,335,2017 W48,2017 Dec,54.17231884,1.9925925925925927,0.28305125329681874,3,2.1457768896244955,1.7518021179507732,0.2976735973134043,0.7027027029999999,83.75,0.245,5.3525,0.6931471805599453,1.0986122886681098,2.833213344056216,-0.5685659716025696,0.8456536522747143,3.8501909848698377,2.070491358012689,5.900684345193203,4.523340167740459,4.859812404361672,2.198853810793313,1.0408719408315308,-0.5685659716025696,-1.9459101490553137,7.9425,0.1,0.55,-1.817077277212345,-0.27773174159861275,7.804149379141836,-0.710802115798666,-1.1239300966523995,-5.991464547107982,1.791759469228055,-1.6607312068216509,1.3773441774527435,-0.5685659716025696,10.2709263052936,4.038352684919639,3.7018305343998903,-4.27039650600246,8.0875,36.48002198736712,3.6,539.719161,0.2
TR,2018-02-01,2018,1,2,1,32,2018 W05,2018 Feb,54.17231884,12.83646723646724,2.147775769493542,6,1.7597726647625325,1.4263322093607802,0.558999605402964,0.5135135135,39.75,0.245,14.703563829787235,0.6931471805599453,1.6094379124341005,3.218875824868201,-1.261713152162515,-2.2072749131897207,3.8617944381790488,0.29643146588403496,4.83411141026971,3.1513855832657844,6.095824562432225,2.298090703406207,-1.261713152162515,-1.261713152162515,-2.9444389791664407,7.73,0,0.85,-0.8977143463012197,-0.5709295478356962,8.879681206669261,0.05116828657439942,-1.8971199848858813,-3.283414346005772,2.70805020110221,-2.277892480403674,1.6827258270039256,-0.5685659716025696,9.6321300220648,3.374471087354746,2.536020706863503,-3.7977338590260183,14.8,11.109388509699345,2.925,113.6638359,1
TR,2018-04-01,2018,2,4,1,91,2018 W13,2018 Apr,54.17231884,4.046620046620046,1.1391727648122472,5,2.353785793167406,1.9643675549102448,0.5646796844843834,0.7297297300000001,48.0925,0.25,11.03431818181818,0.6931471805599453,1.6094379124341005,3.1354942159291497,-1.261713152162515,-3.1066638342612727,3.8426729272933526,1.446337048939695,4.717172612738607,3.0344467857346813,5.062595033026967,1.9411115541674155,-0.3454224202883599,-1.261713152162515,-2.9444389791664407,8.3275,0.2,0.7666666666666667,-1.984131361875511,-1.442864712608285,7.911232372535208,-1.1200913203452338,-3.4011973816621555,-4.286716454869556,2.9444389791664403,-2.4651040224918206,1.6827258270039256,-0.5685659716025696,10.57112074467168,3.4718502485939755,2.7760610585711913,-4.037774210733707,20.225,21.712401109252333,3.575,454.4288088,0.4
TR,2018-06-01,2018,2,6,1,152,2018 W22,2018 Jun,54.17231884,2.8407407407407406,1.07297567555838,4,2.8102951626905104,2.491048877900635,0.27217493101390505,0.92567567575,7.9,0.8125,10.313590909090909,0.6931471805599453,1.9459101490553132,3.091042453358316,-1.261713152162515,-3.3452897497238596,4.859618587130713,0.9629103993618188,4.206346988972617,2.523621161968691,5.4680601411351315,0.9237020945437971,-1.261713152162515,-1.261713152162515,-2.9444389791664407,8.2775,0.0638157895,0.6861842105,-2.02117263355586,-0.9480394301887354,8.069733526605397,-1.3567355588783463,-1.6094379124341005,-1.948413279273432,0,-2.380546634463758,1.6827258270039256,-0.5685659716025696,10.299428207952186,3.746251913377862,3.2826448944288193,-4.544358046591334,27.15,6.53582444476657,3.6,1113.2486409,1
TR,2018-07-01,2018,3,7,1,182,2018 W26,2018 Jul,54.17231884,1.0256410256410255,0.38138626121946795,8,1.8494012832721296,1.3658168230119498,0.4668783562578125,0.93918918925,29.025,0.2525,8.076443181818181,1.0986122886681098,1.791759469228055,2.833213344056216,-1.261713152162515,-1.5255564284533982,2.47232786758114,3.1203134825113668,6.89880509531499,5.216079268311065,5.634789603169249,3.9469102644285865,1.2640154921457405,-1.261713152162515,-2.9444389791664407,8.040000000000001,0.4125,0.4375,-0.2076393647782445,-1.7147984280919266,7.986674934304511,-2.3279029009783354,-1.8971199848858813,-1.817077277212345,2.302585092994046,-2.0402208285265546,1.6827258270039256,-0.5685659716025696,12.817888772115207,3.7365121218570594,2.9518948308864035,-4.213607983048918,26.9,11.661435396731322,3.575,680.9636088,0.08
TR,2018-09-01,2018,3,9,1,244,2018 W35,2018 Sep,54.17231884,0.20833333333333334,0.08552135090666023,3,1.6724082356913903,1.3483432455395072,0.8277994848600437,0.84459459475,20.7,0.255,9.324159090909092,0.6931471805599453,1.0986122886681098,2.5649493574615367,1.0408719408315308,-1.6462291458257454,3.5793435670456293,2.335599108425931,5.391149877190832,3.7084240501869066,3.268472766007573,1.8796392583690056,2.1226771111832594,1.0408719408315308,-0.6418538861723948,8.7025,0.1,0.9,-0.8266785731844679,-1.458865053954726,8.146491763244365,-1.7573580425107227,-1.4400578640810306,-3.7942399697717626,1.9459101490553132,-1.2909841813155656,1.6827258270039256,-0.5685659716025696,10.35203282803308,3.939266981496565,3.511510618821826,-2.4706386779902956,26.275,19.612851483441073,3.52,360.7000353,0.3389830508474576
TR,2019-10-01,2019,4,10,1,274,2019 W40,2019 Oct,54.17231884,0.04789575629512236,0.017791394472793334,7,6.261200690295415,5.555555555555555,0.8873746661536442,0.335,67.775,0.4775,10.388346153846154,0,0,2.3978952727983707,0.9355114251737044,-0.7285318184668501,1.9351380520734025,2.745620033069956,6.420769294371991,4.8492691024782895,3.6842817448653062,2.6671913409020553,2.7364875495066836,0.9355114251737044,-0.6359887667199969,7.965,0.2625,0.4625,-1.5809045618256716,-1.647659125254298,7.582229194276461,-1.8643301620628905,-1.2909841813155656,-2.0024805005437076,0,-1.2841958107158784,1.5715001918937013,0.12458120895737568,11.066506573037236,4.330765252935012,3.753577953469935,-2.8180665282962307,25.175,10.20043570126898,4.7325,534.9619302,0.16513761467889906
TR,2020-01-01,2020,1,1,1,1,2020 W01,2020 Jan,54.17231884,1.5201131999191433,0.4443515668658755,8,2.9650795300588806,2.2459637092416664,0.2125540613084037,0.8175675675675678,45.65,0.3775,8.4445,0.6931471805599453,1.9459101490553132,2.70805020110221,-1.261713152162515,0.02800419640959734,3.021643655338492,1.782809285560908,6.176670377881792,5.241158952708088,6.339771241376198,3.092026406292766,-0.1631008634944053,-1.261713152162515,-2.197224577336219,8.275,0.1,0.425,-1.708291863986792,-1.0216512475319814,8.73480145123177,0.4334044767974058,-0.7444404749474959,-2.408302615330495,1.3862943611198906,-1.526246321547336,0.9355114251737044,-0.5685659716025696,11.036166279097726,4.04128683832691,3.5663779539849925,-3.186902361656014,16.975,15.65572790662134,4.1225,616.5800340631579,0.33333333333333337
TR,2020-06-01,2020,2,6,1,153,2020 W23,2020 Jun,54.17231884,0.2882201281228538,0.8823724973952933,8,5.321984143745749,3.9269142517209144,0.2088056664683973,0.8851351351351353,10.675,0.45,11.901266233766234,0.6931471805599453,1.791759469228055,1.6094379124341005,-1.261713152162515,-1.451769564617585,4.37449836825309,2.670112480561811,8.147478078558834,7.211966653385128,6.806501545276964,4.911606255413194,1.3409765332818688,-1.261713152162515,-2.197224577336219,7.57,0.125,0.875,-1.6441284825950195,-3.101092789211817,8.916103530553727,-2.557477342622836,-2.284988674216592,-2.380546634463758,0,-0.7825883391735953,0.9355114251737044,-0.5685659716025696,11.989861929761464,3.54394589457498,3.235871823145639,-4.497584975308155,28.35,21.824469124187416,4.44105,984.5202408,0.07407407407407407
TR,2020-09-01,2020,3,9,1,245,2020 W36,2020 Sep,54.17231884,0.9201193964454911,2.356538992711547,7,4.428696444320484,3.40455271357751,0.25312820582165596,0.945945945945946,60.01931818181818,0.29,12.539239130434785,0.2970630773828337,0.6931471805599453,2.237216363101592,0.53004631706554,-2.0124186132346953,3.600424260894881,2.279246171874799,6.378410020532849,5.442898595359145,3.963822500788288,2.6201978316920154,2.414587519744561,0.53004631706554,-0.4054651081081645,8.467970779220778,0.05,0.925,-1.9279880611005988,-0.9288695140810151,8.437826054410419,-1.4375876555074412,-3.688879454113936,-2.23026443141442,0,-1.7231793285297743,0.9355114251737044,-0.5685659716025696,9.699912501834724,3.9161300609176473,3.7582121888408335,-3.2281658717752935,24.445941558441557,7.90353627548877,3.6517,443.5551384,0.15189873417721517
TR,2020-11-01,2020,4,11,1,306,2020 W44,2020 Nov,54.17231884,6.789131405999518,2.1478490345013235,5,2.4219308670899315,1.91251624985844,0.8790243407416002,0.8581081081081082,31.725,0.2675,11.734369158878504,0,1.3862943611198906,2.70805020110221,-1.261713152162515,-1.892325683368135,2.7158530131652308,0.9629103993618188,5.555022728432454,4.619511303258749,5.718123591926859,2.0485968663287375,-0.1631008634944053,-1.261713152162515,-2.197224577336219,8.29,0.175,0.825,-2.029829153446349,-0.49840310376743346,8.611184319836479,-0.579818495252942,-3.1042820574004346,-2.2537949288246137,1.0986122886681098,-1.8991445071792346,0.9355114251737044,-0.5685659716025696,10.1011676890942,3.722235876671235,3.506425862103716,-4.768139014266231,20.775,5.664186722477942,4.122275,160.61317319999998,0.33333333333333337
AR,2017-03-01,2017,1,3,1,60,2017 W09,2017 Mar,68.5326087,0.3760191846522782,0.3985164160799362,5,2.783336088555069,2.0015161086544535,1.072136933908573,0.4475675675,82.8,0.29,6.417207792207793,0.358351893845611,0.38918202981106265,2.608955108198508,4.4218666151761665,-0.449416996,6.552329554443837,3.550471203209903,5.694832290989054,1.1014735209491415,0.9814643752941108,0.4950016648170435,4.713367915694943,4.4218666151761665,-0.17149215486374558,7.0775,0.175,0.0375,-2.2537949288246137,-0.17730117068320997,6.565441010877291,-0.5394272525811972,-0.7985076962177716,-2.336645747881784,0,1.4177930281792617,4.593358770039912,4.275621114856022,10.602325421012331,5.686727337791885,5.199830626172011,-0.7779640109958439,19.05,7.64516969078559,3.475,4827.803697774193,0.747141041931385
AR,2017-09-01,2017,3,9,1,244,2017 W35,2017 Sep,68.5326087,0.2620134228187919,0.1668770754697681,7,4.723348664840922,3.8691460055096423,0.8461819875448441,0.783783783875,66.0375,0.32437499999999997,6.605,0,0,2.6097868870487346,3.6799292704467894,0.8582960861368124,4.1942109970200265,3.869663759629869,7.894171034017609,3.3008122639776967,3.1557076984701204,2.8191440995803188,4.738463335547489,3.6799292704467894,-0.9134294995931228,8.276250000000001,0.3625,0.08750000000000001,-2.436116485618568,0.2795238847503174,6.817283375818062,-0.12911259846281156,-0.9642999510605156,-2.436116485618568,0,0.3620355501808282,4.593358770039912,4.275621114856022,11.890803971495936,5.7770916114117,5.0750269344372905,-1.3950976639905006,27.05,6.029467196730291,3.1041666666666665,10798.457192612905,0.34696406443618344
