site_code,collection_period,canopy,d_oxygen,depth_mx,doc,ph,sand,silt,temperature,width,wk4_max_30mu,wk4_min_to_wk4_med,ln_flood_duration,ln_flood_total_days,ln_lf_days,ln_lf_min,ln_nitrate,ln_turbidity,ln_wk4_iqr,ln_wk4_max,ln_wk4_max_to_annual_med,ln_wk4_max_to_wk4_med,ln_wk4_max_to_wk4_med_30mu,ln_wk4_med,ln_wk4_min,ln_wk4_min_to_annual_med,sqrt_ammonia,sqrt_bluegreen_cyano,sqrt_conductivity,sqrt_diatoms,sqrt_gravel,sqrt_green_algae,sqrt_lf_drought_duration,sqrt_phosphate,sqrt_q_med_yr,sqrt_q_q25_yr,sqrt_rain,sqrt_wk4_75q_30mu,sqrt_wk4_med_30mu,sqrt_wk4_min_to_wk4_med_30mu
AR,2018-06-01,0.85810810825,88.425,0.11,NA,8.834999999999999,0.125,0.0875,29.575,2.783333333333333,38520.03219880645,0.6682577565632458,NA,NA,NA,3.6799292704467894,1.3260134302349607,0.1823215567939548,2.8242631603890693,5.064436320992584,0.3197963135533667,0.9814257337929067,-0.461440903519046,4.083010587199677,3.6799292704467894,-1.064710736992428,-3.7942399697717626,0.5364933705145685,7.4845090828622345,0.18647956694261839,-1.0498221244986778,NA,0,0.9802040576178078,4.744640007439218,4.235455073130687,10.31385407996034,6.55637319966829,5.52587722451163,-1.8459479540648407
AR,2018-07-01,0.87162162175,54.975,0.205,NA,7.8925,0.1625,0,28.475,3.2750000000000004,7323.851815064516,0.6361031518624642,1.791759469228055,1.9459101490553132,NA,3.4478170491498195,1.1077371964451102,-0.10536051565782628,6.054004115126373,10.98358020652094,6.238940199081722,7.083368617040973,5.772971993445771,3.900211589479967,3.4478170491498195,-1.2968229582893982,-1.7147984280919266,0.0074720148387010564,7.4216262609340875,-0.5887871652357024,-0.17733401528291554,NA,0,0.3400373027857091,4.744640007439218,4.235455073130687,12.147728943880907,6.011144364384667,5.210608213075169,-1.7627911639253495
AR,2018-08-01,0,66.9,0.47,NA,8.515,0.325,0.0625,28.3,3.65,21731.830473774193,0.5964912280701754,1.0986122886681098,1.3862943611198906,NA,3.5174103409490143,1.1143215823732895,0.5158131652770298,4.84808983189355,8.840625259118779,4.0959852516795605,4.806524174951375,3.2026153039964207,4.034101084167403,3.5174103409490143,-1.2272296664902034,-1.584745299843729,0.13685918271719735,7.50370299616495,-1.181993897607161,-1.0147308046874075,-2.70805020110221,0,0.4382549309311553,4.744640007439218,4.235455073130687,11.193568229109658,6.826001483032062,5.6380099551223575,-2.120599614173343
AR,2018-09-01,0.614864865,77,0.44,NA,8.6275,0.25,0.1125,27.175,3.21,9569.231868580644,0.497716894977169,NA,NA,NA,3.429634730066629,1.8706476645547665,3.380143972464323,2.8450539300581426,4.618819834238185,-0.12582017320103217,0.49146125658419965,-0.225087956362935,4.127358577653986,3.429634730066629,-1.3150052773725887,-1.6607312068216509,-0.4231200433468851,7.279353317578724,-1.3280254529959148,-0.5108256237659907,NA,0,0.4777857696877904,4.744640007439218,4.235455073130687,9.65231225953929,5.597580134602335,4.84390779060112,-1.4142730605344918
AR,2018-11-01,0.38513513525,83.3,0.705,NA,8.2775,0.4,0.26666666666666666,14.975,7.15,NA,NA,NA,NA,NA,NA,-0.04866517198128101,3.5017965802182713,NA,NA,NA,NA,NA,NA,NA,NA,-1.7719568419318752,-1.6433394641097818,5.571393286610456,-2.8134107167600364,-1.0986122886681098,-2.995732273553991,NA,-1.1472774606493907,NA,NA,11.997900058057116,NA,NA,NA
AR,2019-03-01,0.2575,88.425,0.1925,NA,NA,0.1375,0.05,21.575,3.13,5051.214509806452,0.8393686165273908,NA,NA,NA,4.851969027669716,NA,3.1245651453969594,2.7501551882353463,5.336795876452,0.5995724666678325,0.3097215320180722,0.1622811198271062,5.027074344433928,4.851969027669716,0.11474561788554774,NA,-0.6981597223834896,7.23543900957027,-0.153734099942042,-0.9808292530117262,-2.0024805005437076,0,NA,4.737223409784168,4.552417379662551,9.654621385387047,5.789213398087739,5.174514756624895,-0.32254572895517836
AR,2019-09-01,0.31,77.19,0.18025,NA,NA,0.1375,0.1375,27.775,4.8525,12599.280970064516,0.7097844112769486,NA,NA,NA,4.104262862859336,NA,2.6844403354630764,4.292214955837233,6.318986600062048,1.58176319027788,1.8719297360573228,1.230743364347882,4.447056864004725,4.104262862859336,-0.6329605469248315,NA,0.13976194237515863,6.506157682400462,-0.2977324083052823,-0.3930425881096072,-5.991464547107982,0,NA,4.737223409784168,4.552417379662551,8.718943800631346,6.009317818456937,5.088243235714166,-0.9839803728548294
AR,2020-01-01,0.777027027027027,80.025,0.2725,7.686,7.7375,NA,NA,21.45,4.9775,NA,0.8585987261146497,NA,NA,NA,4.558369778189847,2.412739101485938,1.804181989226612,2.9504144457159684,5.202875151527446,0.6181495286322369,0.492051766467498,NA,4.710823385059948,4.558369778189847,-0.026355844705362546,-2.4305321073246677,-1.3186357126460757,7.183870715062453,-0.6348782724359695,NA,-0.9288695140810151,0,0.6236631170293597,4.58472562289521,4.344088914133483,10.401114062584812,NA,NA,NA
AR,2020-02-01,0.6283783783783785,118.575,0.3025,7.71275,7.8825,0.325,0.225,14.95,5.424875,NA,NA,NA,NA,NA,NA,2.3889003944459657,1.1474024528375417,NA,NA,NA,NA,NA,NA,NA,NA,-1.5564897381160046,-0.9741847102930576,7.028866104731195,-0.7444404749474959,-1.1239300966523995,-1.4167535686045991,NA,0.6044798878437794,NA,NA,10.314441327375006,NA,NA,NA
AR,2020-03-01,0.9324324324324323,117.45,0.3425,8.032250000000001,8.1325,0.525,0.225,21.975,4.007425,NA,NA,NA,NA,NA,NA,2.310330023441492,2.418143433628318,NA,NA,NA,NA,NA,NA,NA,NA,-0.25099662164392844,-0.25489224962879004,7.259467931091055,-0.21691300156357377,-1.742969305058623,-4.605170185988091,NA,0.6486726904581158,NA,NA,9.140817206252505,NA,NA,NA
AR,2020-06-01,0.9054054054054056,61.025,0.37825,NA,7.645,0.6,0,27.525,5.53385,39378.94620058064,0.7867132867132868,0,0,NA,4.154387250041905,NA,2.424802725718295,3.427338517806279,6.9352747750963815,2.350549152201172,2.540996116439044,1.1803782433646774,4.3942786586573375,4.154387250041905,-0.43033837285330423,NA,-1.3001166648788385,6.552151190044897,-1.40649706843741,-1.3862943611198906,-4.605170185988091,0,NA,4.58472562289521,4.344088914133483,11.866378800092535,6.615653451561092,5.7548965317317045,-1.600509281689799
AR,2020-07-01,0.02027027027027025,61.375,0.3025,NA,8.345,0.4,0.05,28.675,6.088625,NA,NA,NA,NA,NA,NA,NA,2.5726122302071057,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08157998699242285,7.131298750317674,-0.18632957819149337,NA,-3.912023005428146,NA,NA,NA,NA,11.724259534698533,NA,NA,NA
AR,2020-08-01,0.8783783783783785,70.32499999999999,0.3775,8.05325,8.629999999999999,0.4,0,28.375,4.60135,NA,NA,NA,NA,NA,NA,-0.10597181357344192,2.917770732084279,NA,NA,NA,NA,NA,NA,NA,NA,-2.038683549207668,-1.4167535686045991,6.125120931920655,-1.9310215365615626,-1.6094379124341003,-4.382026634673881,NA,-0.511117332975652,NA,NA,11.533632177282906,NA,NA,NA
AR,2020-09-01,0.891891891891892,NA,0.19,NA,NA,NA,NA,NA,4.604025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.6607312068216509,NA,-1.9310215365615626,NA,-2.494956985641502,NA,NA,NA,NA,10.681722116708425,NA,NA,NA
AR,2020-10-01,0.9391891891891893,68.475,0.215,NA,7.7075,NA,NA,23.875,6.6662,16773.276004741936,0.6799336650082918,0.6931471805599453,1.9459101490553132,NA,4.061296826975894,NA,1.7694286487430415,6.503007392608962,8.995946214094227,4.411220591199018,4.548889350089501,3.8301535749084366,4.447056864004725,4.061296826975894,-0.5234287959193161,NA,-0.6069694843188929,6.930983405101344,-0.5490468365861885,NA,-2.855970331178832,0,NA,4.58472562289521,4.344088914133483,11.919806814634908,6.376912311436968,5.16579263918579,-1.104495812209897
AR,2020-11-01,0.8581081081081082,85.025,0.265,NA,8.3,0.375,0.1,16.6,4.2804,10358.705646580644,0.8199233716475096,NA,NA,NA,4.104262862859336,NA,1.5680949488997178,2.8158242917432044,4.58472562289521,0,0.2819183677350311,-0.6430602594999465,4.302807255160179,4.104262862859336,-0.48046276003587285,NA,-1.5606477482646683,6.86171134048073,-1.2039728043259361,-1.742969305058623,-1.7147984280919266,0,NA,4.58472562289521,4.344088914133483,9.679844126595851,5.747630213224851,5.227785882395156,-1.1235230195358192
AR,2020-12-01,0.8445945945945947,88.4,0.2175,7.3095,7.7275,0.4375,0.075,12.75,6.109475,NA,NA,NA,NA,NA,NA,0.20701416938432612,1.4398351280479207,NA,NA,NA,NA,NA,NA,NA,NA,-2.4389204129513025,-1.8018098050815563,6.39634615167773,-1.2039728043259361,-1.742969305058623,-2.2302644314144198,NA,-0.15122994931628087,NA,NA,11.024624287030056,NA,NA,NA
EM,2017-09-01,0.0135135135,85.5625,0.58875,4.561458333333333,7.8475,0.30625,0.4,28.4625,5.2212499999999995,NA,NA,NA,NA,NA,NA,-2.125632087786251,5.247276231985627,NA,NA,NA,NA,NA,NA,NA,NA,-2.7527860949436014,-1.3913069029434348,6.19348660180008,-1.1591587885361434,-1.2250262135237684,-2.7143198141158056,NA,-2.1307348360673863,NA,NA,12.847018904266587,NA,NA,NA
EM,2017-10-01,0,70.1625,0.4125,12.336666666666666,7.275,0.3,0.35,26.637500000000003,5.475,13367.32017144,0.4201680672268907,NA,NA,NA,4.522112030167222,-0.8721642033455994,6.391439957312438,5.083045630724722,7.491342362975707,3.3731581615977624,2.102129845125101,2.954690397996073,5.389212517850606,4.522112030167222,0.40392782878927813,-2.1959753579357875,-2.0794415416798357,5.904203138863143,-2.2072749131897207,-1.8971199848858813,-2.162823150618887,0,-0.9458912016504458,4.118184201377945,-0.1631008634944053,11.397112814027139,6.355042971302734,4.536651964979634,-0.014539934812411465
EM,2017-11-01,0,53.9,0.6125,4.5275,7.35,0.33125,0.53125,23.95,4.525,12556.09905264,0.42654028436018954,NA,NA,NA,3.23809651816775,-0.5031468478389899,4.584628967089235,3.5278597568233554,4.940822365025408,0.822638163647463,0.8506773837118562,-0.5045223993098349,4.090144981313552,3.23809651816775,-0.8800876832101945,-2.3279029009783354,-1.6220166946409604,6.081533744196849,-1.0216512475319814,-2.184802057337662,-4.892852258439873,0,-2.695627681103653,4.118184201377945,-0.1631008634944053,9.954056187502916,7.30326779641918,5.445344764335243,-2.207248246167492
EM,2017-12-01,0.00675675675,68.775,0.56,3.155,7.5575,0.58333333325,0.39166666675,17.45,5.7275,18975.95936376,1,1.6094379124341003,2.1972245773362196,2.995732273553991,-1.261713152162515,-0.9691642214812232,NA,2.279246171874799,3.6655405329946897,-0.452643668383255,4.927253685157204,-1.3200151955045356,-1.261713152162515,-1.261713152162515,-5.379897353540461,-2.3805466344637574,-0.025317807984289897,6.377152027607472,-0.4902063365632549,-3.6888794541139363,-3.912023005428146,2.8903717578961645,-3.283414346005772,4.118184201377945,-0.1631008634944053,10.674685306035292,7.328706337132599,4.985555728499225,-6.247268880661744
EM,2018-01-01,0,100.9,0.5825,NA,7.5925,0.35,0.55,9.05,5.175,NA,NA,NA,NA,NA,NA,-0.45610072407674407,1.8718021769015913,NA,NA,NA,NA,NA,NA,NA,NA,-1.281934345795648,-0.24207156119972859,6.191902260886554,-0.23572233352106983,-2.5902671654458267,-2.5902671654458267,NA,-2.946942109384559,NA,NA,11.271149161722201,NA,NA,NA
EM,2018-02-01,0.02027027025,86.65,0.4825,NA,7.88,0.375,0.6,13.575,5.5075,8535.8666600625,0.00961538461538461,1.0986122886681098,1.0986122886681098,2.1972245773362196,-1.261713152162515,-0.3281569050174991,4.793722292532682,4.298968478853013,6.2503580936729515,1.8560794350156142,2.867680346694094,1.9403926118126027,3.3826777469788576,-1.261713152162515,-5.655991810819854,-1.5726239393113841,-1.3567355588783463,6.281799347962515,-1.1011154188862282,-3.6888794541139363,-3.101092789211817,1.791759469228055,-1.8325814637483102,4.3942786586573375,2.3492047604817095,10.887734020478282,5.8350858309368245,4.309965481860349,-5.571678634022866
EM,2018-03-01,0.10472972975,62.85,0.27375,NA,7.6225,0.4625,0.5125,17.025,5.585,6872.82985825,0.00387596899224806,0.6931471805599453,1.3862943611198906,1.791759469228055,-1.261713152162515,-1.0533999458465617,3.8841378019386106,5.744302495987141,7.656937125964348,3.2626584673070105,3.365690693205246,3.0660288248313714,4.2912464327591024,-1.261713152162515,-5.655991810819854,-1.3186357126460757,-2.624168717121508,6.226536669287466,-2.3025850929940455,-3.6888794541139363,-4.892852258439873,0,-1.0078579253996456,4.3942786586573375,2.3492047604817095,10.936580009736808,6.283671091796379,4.590908301132977,-5.852621453295494
EM,2018-04-01,0,66.65,1.04,NA,7.5075,0.775,0.2,20.9,7.1,10181.9487479375,1,NA,1.9459101490553132,3.1354942159291497,-1.261713152162515,0.06929282649594941,5.546933713835277,0.060042687819804624,9.334921580933559,4.940642922276221,10.596634733096073,4.63525360498361,-1.261713152162515,-1.261713152162515,-5.655991810819854,-1.0861897686695525,-3.6888794541139363,4.885827643502908,-3.5935692743096115,-3.6888794541139363,-4.605170185988091,3.044522437723423,1.0206507471983979,4.3942786586573375,2.3492047604817095,11.031371898182622,6.557165363492044,4.699667975949948,-5.961381128112465
EM,2018-05-01,0.25675675675,81.25,0.46,NA,8.1025,0.425,0.5,24.85,4.9125,9815.115754875,0.07603686635944701,NA,NA,NA,2.2347944093039653,0.7231913019083219,6.007829901194246,4.5752881662799085,6.176670377881792,1.782391719224455,1.3653389959439028,1.6469590902239608,4.81133138193789,2.2347944093039653,-2.159484249353372,-1.9310215365615626,-1.3093333199837622,7.28841526817133,-0.6981597223834896,-2.5902671654458262,-4.892852258439873,0,-3.101092789211817,4.3942786586573375,2.3492047604817095,10.85365938133713,5.805411309401873,4.5297112876578325,-2.2949168783538667
EM,2018-06-01,0,62.25,0.695,NA,8.28,0.5,0.3375,28.725,5.8,14197.3960648125,0.6858585858585858,NA,NA,NA,5.258907975396181,0.6586851270048434,2.5277266469709283,4.559852358150069,6.128468276063915,1.7341896174065774,0.49247648509779424,0.8713107272052364,5.635991790966121,5.258907975396181,0.8646293167388436,-3.506557897319982,-1.742969305058623,7.13069881029368,-1.4167535686045991,-1.817077277212345,NA,0,-2.995732273553991,4.3942786586573375,2.3492047604817095,10.695923861333082,7.007691530463618,5.257157548858679,0.0017504265375026058
EM,2018-07-01,0.0135135135,41.275,0.605,NA,7.84,0.17500000000000002,0.775,26.525,5.175,14628.7324824375,0.01893491124260355,0.6931471805599453,1.0986122886681098,0,1.5108755700772663,-1.6607312068216509,2.840539384148289,5.841608910363597,8.803042547969735,4.4087638893123975,3.3254190727750768,3.8156254093383315,5.477623475194659,1.5108755700772663,-2.883403088580071,-2.4079456086518722,-0.5108256237659907,6.48768401848461,-0.6254885320861304,-2.995732273553991,-1.9139271032022627,0,-2.2302644314144198,4.3942786586573375,2.3492047604817095,11.866828893654876,6.500116084658735,4.987417138631404,-3.4765415685541377
EM,2018-08-01,0,55.025,0.5475,NA,8.125,0.325,0.425,28.75,5.3825,NA,NA,NA,NA,NA,NA,-2.4079456086518722,2.348991465808201,NA,NA,NA,NA,NA,NA,NA,NA,-1.7573580425107227,-1.07880966137193,2.3549403233279738,-1.171182981502945,-1.3862943611198906,-2.557477342622836,NA,-2.855970331178832,NA,NA,11.229801438220878,NA,NA,NA
EM,2018-09-01,0.02027027025,39.2,0.538,NA,8.275,0.6125,0.325,27.275,5.0575,7616.501131375,1,1.9459101490553132,2.0794415416798357,2.995732273553991,-1.261713152162515,-2.995732273553991,0.8329091229351039,2.257267265156024,3.7218934695458215,-0.6723851891115161,4.983606621708336,-0.4859467780818886,-1.261713152162515,-1.261713152162515,-5.655991810819854,-1.9139271032022627,-0.9741847102930576,6.85935253975397,-1.3001166648788383,-2.772588722239781,0.16763084138395107,1.0986122886681098,-1.9484132792734317,4.3942786586573375,2.3492047604817095,11.06661786563921,5.760579159162158,4.20784024762771,-5.469553399790227
EM,2018-11-01,0.03378378375,89.325,0.58,NA,7.984999999999999,0.5,0.375,10.35,4.3125,NA,NA,NA,NA,NA,NA,-0.3531098777742362,4.602165676967792,NA,NA,NA,NA,NA,NA,NA,NA,-1.5726239393113841,-2.946942109384559,4.846742872770668,-2.494956985641502,-2.0794415416798357,-4.605170185988091,NA,-0.941608539858445,NA,NA,11.687335673619277,NA,NA,NA
EM,2019-03-01,1,68.6,0.675,NA,NA,0.275,0.7,19.9,5.4,6872.82985825,0.4895635673624289,0.6931471805599453,1.3862943611198906,NA,3.598099252199157,NA,1.8523840910444898,4.754444007535839,7.695024461014749,3.973130991468928,3.3826842451958474,3.1041161598817726,4.312340215818902,3.598099252199157,-0.12379421734666422,NA,-2.1413169453979233,5.844051534802216,-2.4651040224918206,-3.6888794541139363,-1.6607312068216509,0,NA,3.7218934695458215,2.9577945530135916,10.93753769865937,6.283671091796379,4.590908301132977,-0.9928090489338196
EM,2019-10-01,0.04,53.45,0.675,NA,7.455,0.4625,0.5,27.425,5.05,16303.497179625,0.4778761061946904,1.3862943611198906,1.791759469228055,2.302585092994046,2.0341237138418142,NA,3.4388142452334622,4.107761408701849,8.147478078558834,4.425584609013011,5.374950592568953,3.5789596755774546,2.77252748598988,2.0341237138418142,-1.6877697557040072,NA,-1.7867719277170158,6.403160204966783,-2.0402208285265546,-3.283414346005772,-3.2188758248682006,0,NA,3.7218934695458215,2.9577945530135916,11.648904014973008,6.695985598122145,4.568518402981378,-2.534394689139564
EM,2020-01-01,0.027027027027027,78.775,0.37175,3.2775,7.4725,0.4325,0.4575,16.975,4.8075,NA,0.909090909090909,NA,NA,NA,2.4271663019514214,-1.3138806806108454,3.991296186322654,-0.5685659716025683,2.6094878587453763,0.12169693497751996,0.0870113769896297,NA,2.522476481755746,2.4271663019514214,-0.06062462181643497,-2.189189445643336,-0.26461679952078476,6.712652387823449,-2.120263536200091,-2.2302644314144198,-4.045554398052668,0,-2.8205192559973313,2.4877909237678564,1.3950437545521446,9.552307421446658,NA,NA,NA
EM,2020-02-01,0.02027027027027025,69.225,0.62,6.4125,7.12,NA,NA,19.175,6.109999999999999,NA,NA,NA,NA,NA,NA,0.24978548226063088,4.857872539543846,NA,NA,NA,NA,NA,NA,NA,NA,-1.9921635335727754,-1.9139271032022627,6.501289670540389,-1.195674001511241,NA,-4.045554398052668,NA,-2.4048947118186157,NA,NA,11.546656811838643,NA,NA,NA
EM,2020-03-01,0.0675675675675675,82.975,0.8975,3.206,7.2975,0.65,0.1375,18.3,6.1737,NA,NA,NA,NA,NA,NA,-1.9770654750629695,4.730480376953538,NA,NA,NA,NA,NA,NA,NA,NA,-2.108746776072425,-2.0024805005437076,6.771076080066884,-1.502828177375842,-1.8971199848858813,-5.298317366548036,NA,-2.6911930840357874,NA,NA,9.462096084753973,NA,NA,NA
EM,2020-06-01,0.04729729729729725,44.65,0.6645,NA,7.315,0.775,0.225,24.85,6.09865,14785.0414944375,0.16197718631178706,0.6931471805599453,1.3862943611198906,NA,4.099579013546911,NA,4.812184355372417,7.638392742891376,9.947400858426048,7.459609934658193,4.027522065976699,4.780033177299794,5.91987879244935,4.099579013546911,1.611788089779054,NA,-4.199705077879927,5.71042701737487,-4.382026634673881,NA,-3.283414346005772,0,NA,2.4877909237678564,1.3950437545521446,12.186897754057448,6.927647043359411,5.167367681126255,-1.0677886675793453
EM,2020-07-01,NA,69.375,0.73875,NA,8.365,0.5,0.45,28.85,6.6572499999999994,NA,NA,NA,NA,NA,NA,NA,3.6210020317108507,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.3280254529959148,6.927312778197668,-1.5255564284533982,-2.995732273553991,-2.4651040224918206,NA,NA,NA,NA,11.892054453596195,NA,NA,NA
EM,2020-08-01,0.027027027027027,33.449999999999996,0.7025,NA,8.205,0.9125,0.075,29.525,4.702075,NA,NA,NA,NA,NA,NA,NA,3.2098350802160516,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.3805466344637574,5.706861064265799,-2.494956985641502,-4.382026634673881,-3.2188758248682006,NA,NA,NA,NA,11.630738735282167,NA,NA,NA
EM,2020-09-01,0.06081081081081075,NA,0.4875,NA,NA,0.3625,0.6,NA,5.690475,10440.587776625,1,0,0,3.258096538021482,-1.261713152162515,NA,NA,NA,1.3773441774527437,-1.1104467463151126,2.6390573296152584,-3.5439310944264717,-1.261713152162515,-1.261713152162515,-3.7495040759303713,NA,-1.281934345795648,NA,-1.40649706843741,-3.283414346005772,-0.030459207484708574,1.9459101490553132,NA,2.4877909237678564,1.3950437545521446,9.471380789589958,6.842769999896427,4.921275271879216,-6.1829884240417305
EM,2020-10-01,0.02027027027027025,59.075,0.61,NA,7.5925,0.25,0.075,23.225,5.35325,NA,NA,NA,NA,NA,NA,NA,2.80487438573775,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.5902671654458267,5.926592637069173,-2.059638914383656,-1.491654876777717,-2.120263536200091,NA,NA,NA,NA,12.343136756731292,NA,NA,NA
EM,2020-11-01,0.054054054054054,97.475,0.54,NA,7.9075,0.5375,0.4625,22.625,5.4209499999999995,13708.43627328,0.6086956521739131,NA,NA,NA,0.6841969968927984,NA,2.7857825496425623,1.202140088427653,2.522476481755746,0.03468555798789011,1.3418425985490567,-3.332545361169812,1.1806338832066894,0.6841969968927984,-1.803593926875058,NA,-0.1479201300766222,6.643138479461352,-0.9875182411625228,NA,-3.3524072174927237,0,NA,2.4877909237678564,1.3950437545521446,9.975034906848595,7.666879504183405,5.8550218429255585,-5.170824846032761
