site_code,qtr,collection_period,family,is_baseline,AFDM,AFDM_b_all,AFDM_sd20,AFDM_b_qtr,AFDM_b_qtr_fill,AFDM_RR_b_qtr,AFDM_RR_b_all,AFDM_LRR_b_qtr,AFDM_LRR_b_all
AR,2,2018-06-01,Cichlidae,test,1.243165878398919,0.16256509228392654,0.17937349722326754,0.29776597137992117,0.29776597137992117,3.0718142840163134,6.261989443015783,1.1222683590362106,1.8344979370222088
AR,2,2018-06-01,Ictaluridae,test,0.0010735489149930177,0.013793411857295157,0.014777104195190982,0.00812481092813528,0.00812481092813528,-0.3890392038350334,-0.5345960057595597,-0.9440751593748374,-0.6262439467613472
AR,2,2018-06-01,Lepisosteidae,test,1.845395830133893,3.620401982362673,4.097019980142464,0.723371371747163,0.723371371747163,1.5299539927685628,-0.48892826768279873,0.42523766486632336,-0.7155394921227849
AR,2,2018-06-01,Leuciscidae,test,0.01647151810805579,0.025235608936602094,0.0389087686318905,0.10460078288875148,0.10460078288875148,-0.769011018591793,-0.24872823524393042,-0.26264998111127336,-1.39139440327829
AR,2,2018-06-01,Poeciliidae,test,0.00354077978826717,0.0020388830736701464,0.002808498565823033,4.89880354789723e-4,4.89880354789723e-4,0.2908421574212134,0.12475382520175592,-1.2349745733306219,-2.0814128818806803
AR,3,2017-09-01,Centrarchidae,test,0.13672531523099052,0.4544409495042737,0.2668740946337399,0.3746806244201639,0.3746806244201639,-0.6185788783821585,-0.6840818722216475,-0.48033056353950976,-0.37967767229212995
AR,3,2017-09-01,Cichlidae,test,0.01725211007988051,0.16256509228392654,0.17937349722326754,0.05810529062777417,0.05810529062777417,-0.5998532591421502,-0.8420763451101583,-0.511070221774061,-0.1718845976979838
AR,3,2017-09-01,Ictaluridae,test,0.00158974565204012,0.013793411857295157,0.014777104195190982,0.022111160499759988,0.022111160499759988,-0.6390742199389914,-0.5129010617917473,-0.44773468121024074,-0.6676723144160266
AR,3,2017-09-01,Leuciscidae,test,0.01069232436525181,0.025235608936602094,0.0389087686318905,0.004234711415582335,0.004234711415582335,0.453652537177572,-0.41274395448982837,-0.7904237105736477,-0.8849278431944886
AR,3,2017-09-01,Poeciliidae,test,6.175801416051478e-4,0.0020388830736701464,0.002808498565823033,0.00110482660646392,0.00110482660646392,-0.04387699890560694,-0.11805936841213156,-3.126365039131739,-2.1365676589032705
AR,3,2018-07-01,Centrarchidae,test,0.00421694791731544,0.4544409495042737,0.2668740946337399,0.3746806244201639,0.3746806244201639,-0.9630422043253546,-0.9693891162428936,-0.03765804226131088,-0.031089182946768743
AR,3,2018-07-01,Ictaluridae,test,0.0270251534637492,0.013793411857295157,0.014777104195190982,0.022111160499759988,0.022111160499759988,0.15303068738440453,0.55610946785663,-1.8771168065615045,-0.5867901194765641
AR,3,2018-07-01,Leuciscidae,test,0.00215681669862074,0.025235608936602094,0.0389087686318905,0.004234711415582335,0.004234711415582335,-0.14597378593056567,-0.654984912549859,-1.924328221815331,-0.4231430778872025
AR,3,2018-07-01,Poeciliidae,test,0.00397233616486815,0.0020388830736701464,0.002808498565823033,0.00110482660646392,0.00110482660646392,0.2582219119689005,0.16060070351763753,-1.3539359398446498,-1.828834096920929
AR,3,2018-08-01,Centrarchidae,test,0.16472408983588965,0.4544409495042737,0.2668740946337399,0.3746806244201639,0.3746806244201639,-0.5457944103650803,-0.6237969756491468,-0.6055129119382804,-0.47193032309023064
AR,4,2017-11-01,Anguillidae,test,0.4043881297170211,0.18003217641328662,0.10719838190239699,NA,0.18003217641328662,1.1806208692563709,1.1806208692563709,0.16604046049048785,0.16604046049048785
AR,4,2017-11-01,Centrarchidae,test,0.6227777597513929,0.4544409495042737,0.2668740946337399,0.4731589595856801,0.4731589595856801,0.30966785816000264,0.36245040500153014,-1.172254981179647,-1.0148676278361501
AR,4,2017-11-01,Cichlidae,test,0.11076941384443412,0.16256509228392654,0.17937349722326754,0.28634581434344425,0.28634581434344425,-0.5924713358547027,-0.300151541392111,-0.523452785447418,-1.2034677938914708
AR,4,2017-11-01,Lepisosteidae,test,1.4731132946067451,3.620401982362673,4.097019980142464,NA,3.620401982362673,-0.5914740841890099,-0.5914740841890099,-0.5251374102361226,-0.5251374102361226
AR,4,2017-11-01,Leuciscidae,test,0.03444389083427352,0.025235608936602094,0.0389087686318905,0.02513599503757857,0.02513599503757857,0.26491055075400577,0.26133454694197256,-1.3283630543013296,-1.3419539034000125
AR,4,2017-11-01,Poeciliidae,test,0.00221511882494288,0.0020388830736701464,0.002808498565823033,8.042422540579194e-4,8.042422540579194e-4,0.13058542540130988,0.014638878888870768,-2.0357276656007026,-4.224074352010311
AR,4,2017-12-01,Centrarchidae,test,0.40763049661836226,0.4544409495042737,0.2668740946337399,0.4731589595856801,0.4731589595856801,-0.13562506017379872,-0.100788814887824,-1.9978611110097328,-2.2947278929162085
AR,4,2017-12-01,Cichlidae,test,0.06054687175601198,0.16256509228392654,0.17937349722326754,0.28634581434344425,0.28634581434344425,-0.7619440925382768,-0.5911868917269832,-0.27188209535949504,-0.525623081909612
AR,4,2017-12-01,Leuciscidae,test,0.02718223914461165,0.025235608936602094,0.0389087686318905,0.02513599503757857,0.02513599503757857,0.05823783003283627,0.05524610661652088,-2.843220134839417,-2.895957409546555
AR,4,2017-12-01,Poeciliidae,test,0.00314738714915827,0.0020388830736701464,0.002808498565823033,8.042422540579194e-4,8.042422540579194e-4,0.21687267278927394,0.0920769866028932,-1.528444858993232,-2.385130240963122
EM,1,2018-02-01,Centrarchidae,test,1.1496745505636432,0.2508741262748364,0.12238070636994104,0.30078049543200713,0.30078049543200713,2.7314907711682888,3.4453413879071375,1.0048475301799022,1.2370229961907477
EM,1,2018-02-01,Clupeidae,test,0.15242340718771824,0.03443924611847147,0.030179820776846784,NA,0.03443924611847147,2.654954153693572,2.654954153693572,0.9764273866327845,0.9764273866327845
EM,1,2018-02-01,Ictaluridae,test,0.00704728922784566,0.0021009966240644728,0.0011341258814733083,0.002399770059075145,0.002399770059075145,0.37480688324289435,0.40875084569024783,-0.9813443636773966,-0.8946494878058471
EM,1,2018-02-01,Lepisosteidae,test,0.6982201759819173,0.7520961165526594,0.8749875926018783,0.2299264141615023,0.2299264141615023,1.9518224513003857,-0.07069441688595635,0.6687635265284102,-2.6493886782790717
EM,1,2018-02-01,Leuciscidae,test,0.02452223710095389,8.66441157896989e-4,9.950662230301314e-4,1.9125184298806924e-4,1.9125184298806924e-4,2.3874383277758335,2.176958914084348,0.8702209617410344,0.7779289093523837
EM,1,2018-02-01,Pecidae,test,0.00579974882722056,6.056328044581595e-4,8.564525282887833e-5,NA,6.056328044581595e-4,0.48975069366714385,0.48975069366714385,-0.7138588057886199,-0.7138588057886199
EM,1,2018-02-01,Poeciliidae,test,0.02222448305494495,0.002072431041083816,0.001941125256269279,0.001295625156184387,0.001295625156184387,1.8528286490900379,1.669262134965317,0.6167134708687678,0.5123816934405548
EM,1,2018-03-01,Centrarchidae,test,0.44891975872275036,0.2508741262748364,0.12238070636994104,0.30078049543200713,0.30078049543200713,0.4766684700879283,0.7591616511607161,-0.7409340610022027,-0.27554054513196435
EM,1,2018-03-01,Clupeidae,test,0.08802382116150097,0.03443924611847147,0.030179820776846784,NA,0.03443924611847147,1.2057939709458012,1.2057939709458012,0.18713824701571946,0.18713824701571946
EM,1,2018-03-01,Ictaluridae,test,8.250966262929026e-4,0.0021009966240644728,0.0011341258814733083,0.002399770059075145,0.002399770059075145,-0.12699214786082022,-0.10543759637402675,-2.0636300223025246,-2.2496360046369914
EM,1,2018-03-01,Lepisosteidae,test,2.043987533045171,0.7520961165526594,0.8749875926018783,0.2299264141615023,0.2299264141615023,7.560906227117473,1.6951817342100897,2.0229910543192853,0.5277899529080553
EM,1,2018-03-01,Leuciscidae,test,0.00873535050967018,8.66441157896989e-4,9.950662230301314e-4,1.9125184298806924e-4,1.9125184298806924e-4,0.8383757754510544,0.7241477901948241,-0.17628885961731763,-0.3227597773247871
EM,1,2018-03-01,Pecidae,test,0.00117612115561356,6.056328044581595e-4,8.564525282887833e-5,NA,6.056328044581595e-4,0.05379107137441071,0.05379107137441071,-2.922647785170658,-2.922647785170658
EM,1,2018-03-01,Poeciliidae,test,0.03876896222140193,0.002072431041083816,0.001941125256269279,0.001295625156184387,0.001295625156184387,3.317508906950651,3.039696897454685,1.199214172058798,1.1117578056626347
EM,2,2018-04-01,Centrarchidae,test,0.03375153529463955,0.2508741262748364,0.12238070636994104,0.15327969243615142,0.15327969243615142,-0.732045457448739,-0.8322887136436583,-0.31191266660916445,-0.18357588676459002
EM,2,2018-04-01,Ictaluridae,test,0.00266751013084357,0.0021009966240644728,0.0011341258814733083,NA,0.0021009966240644728,0.04681544209776146,0.04681544209776146,-3.0615421711292745,-3.0615421711292745
EM,2,2018-04-01,Leuciscidae,test,0.03119044019107222,8.66441157896989e-4,9.950662230301314e-4,8.702414914776224e-4,8.702414914776224e-4,2.7892847388317854,2.790609969956706,1.0257851969557785,1.0262601991624511
EM,2,2018-04-01,Poeciliidae,test,0.01464126307190398,0.002072431041083816,0.001941125256269279,9.251649897229364e-4,9.251649897229364e-4,1.2554591253389287,1.0411185607974929,0.2275013426051854,0.04029567440371213
EM,2,2018-05-01,Centrarchidae,test,0.7939357404473547,0.2508741262748364,0.12238070636994104,0.15327969243615142,0.15327969243615142,3.9236725550651332,2.081699791110719,1.3670280914998216,0.7331847672459451
EM,2,2018-05-01,Clupeidae,test,0.09373417417792893,0.03443924611847147,0.030179820776846784,NA,0.03443924611847147,1.3342919432382343,1.3342919432382343,0.2884007715543741,0.2884007715543741
EM,2,2018-05-01,Ictaluridae,test,0.00160324142376374,0.0021009966240644728,0.0011341258814733083,NA,0.0021009966240644728,-0.04113340543462999,-0.04113340543462999,-3.1909347033126676,-3.1909347033126676
EM,2,2018-05-01,Lepisosteidae,test,3.257887401296257,0.7520961165526594,0.8749875926018783,0.24100268629046745,0.24100268629046745,12.019332380827846,3.288025263897867,2.486516385204115,1.1902871608316488
EM,2,2018-05-01,Leuciscidae,test,0.019257405984444798,8.66441157896989e-4,9.950662230301314e-4,8.702414914776224e-4,8.702414914776224e-4,1.6915138920678898,1.6924551984696947,0.5256239220738866,0.5261802548304212
EM,2,2018-05-01,Poeciliidae,test,0.01052317092802305,0.002072431041083816,0.001941125256269279,9.251649897229364e-4,9.251649897229364e-4,0.8785227451785623,0.7000031607702237,-0.1295134807640682,-0.3566704285628928
EM,2,2018-06-01,Centrarchidae,test,0.0346676795259015,0.2508741262748364,0.12238070636994104,0.15327969243615142,0.15327969243615142,-0.726434568442317,-0.8287768888247539,-0.319606864112717,-0.18780429297098322
EM,2,2018-06-01,Clupeidae,test,0.00284188893215579,0.03443924611847147,0.030179820776846784,NA,0.03443924611847147,-0.7110236996838257,-0.7110236996838257,-0.3410495168457808,-0.3410495168457808
EM,2,2018-06-01,Lepisosteidae,test,0.4759718907677668,0.7520961165526594,0.8749875926018783,0.24100268629046745,0.24100268629046745,0.9361222700437011,-0.36232204808225515,-0.06600918064738172,-1.0152218270612194
EM,2,2018-06-01,Leuciscidae,test,0.00107266093922284,8.66441157896989e-4,9.950662230301314e-4,8.702414914776224e-4,8.702414914776224e-4,0.01862143061899006,0.018977674321273477,-3.9834421777006734,-3.964492026433891
EM,2,2018-06-01,Poeciliidae,test,0.00205757242864587,0.002072431041083816,0.001941125256269279,9.251649897229364e-4,9.251649897229364e-4,0.10365128947600921,-0.0012307887605554134,-2.2667229995022944,-6.700100046378513
EM,3,2018-07-01,Centrarchidae,test,0.0122081319383964,0.2508741262748364,0.12238070636994104,0.16440335182887983,0.16440335182887983,-0.8726622412613579,-0.9148703159814336,-0.1362066923223377,-0.08897295491925891
EM,3,2018-07-01,Ictaluridae,test,0.21068946957446405,0.0021009966240644728,0.0011341258814733083,9.47665591710202e-4,9.47665591710202e-4,19.158587027135233,17.23729701201578,2.952751023849194,2.847075467097409
EM,3,2018-07-01,Lepisosteidae,test,0.8806475075493532,0.7520961165526594,0.8749875926018783,0.9155901011060534,0.9155901011060534,-0.03775169323326262,0.16868133586376977,-3.2767249504317464,-1.7797439306202583
EM,3,2018-07-01,Leuciscidae,test,0.001044806904709779,8.66441157896989e-4,9.950662230301314e-4,6.330330246834303e-4,6.330330246834303e-4,0.038725910008034437,0.016414366416843466,-3.2512463937162,-4.109598326589916
EM,4,2017-10-01,Catostomidae,test,0.7231098516768343,1.683371604037482,0.16471768318240707,1.7998445947970994,1.7998445947970994,-0.5949321539626319,-0.5670708957626956,-0.5193079068916344,-0.5672709464523006
EM,4,2017-10-01,Centrarchidae,test,0.11613158675610137,0.2508741262748364,0.12238070636994104,0.3362357484829648,0.3362357484829648,-0.6357060548809644,-0.5165040375709047,-0.4530190003392407,-0.6606721732779645
EM,4,2017-10-01,Clupeidae,test,0.1760175149557101,0.03443924611847147,0.030179820776846784,NA,0.03443924611847147,3.1858836772298593,3.1858836772298593,1.1587297002217867,1.1587297002217867
EM,4,2017-10-01,Leuciscidae,test,0.006899189966582998,8.66441157896989e-4,9.950662230301314e-4,0.0013188397151679117,0.0013188397151679117,0.4930143364374255,0.5551724544426229,-0.707217025367484,-0.5884764847764281
EM,4,2017-10-01,Pecidae,test,5.078204477124273e-4,6.056328044581595e-4,8.564525282887833e-5,6.056328044581595e-4,6.056328044581595e-4,-0.009222679923881205,-0.009222679923881205,-4.68608961945293,-4.68608961945293
EM,4,2017-10-01,Poeciliidae,test,0.00955591775997885,0.002072431041083816,0.001941125256269279,0.004452550378183925,0.004452550378183925,0.3531118901684259,0.6198823330137816,-1.040970302957347,-0.47822560441618206
EM,4,2017-11-01,Centrarchidae,test,0.551688512996126,0.2508741262748364,0.12238070636994104,0.3362357484829648,0.3362357484829648,0.6222718637725004,1.153101654873873,-0.47437820171450845,0.142455402945992
EM,4,2017-11-01,Clupeidae,test,0.2516759091324925,0.03443924611847147,0.030179820776846784,NA,0.03443924611847147,4.888396676102143,4.888396676102143,1.5868643716252837,1.5868643716252837
EM,4,2017-11-01,Ictaluridae,test,0.2671045529228385,0.0021009966240644728,0.0011341258814733083,0.0026567807863974,0.0026567807863974,20.893762529303707,21.89931660436782,3.039450670853634,3.086455431055552
EM,4,2017-11-01,Lepisosteidae,test,0.6054397634684934,0.7520961165526594,0.8749875926018783,1.9805409824903777,1.9805409824903777,-0.6908178385262317,-0.19243813201353893,-0.3698791100461602,-1.6479805690492797
EM,4,2017-11-01,Leuciscidae,test,0.016754675984423872,8.66441157896989e-4,9.950662230301314e-4,0.0013188397151679117,0.0013188397151679117,1.3637295568883294,1.4621378421563895,0.31022326768675895,0.3798996401639018
EM,4,2017-11-01,Pecidae,test,0.001001153924793,6.056328044581595e-4,8.564525282887833e-5,6.056328044581595e-4,6.056328044581595e-4,0.03729349560061896,0.03729349560061896,-3.2889363482189027,-3.2889363482189027
EM,4,2017-11-01,Poeciliidae,test,0.02716214674110526,0.002072431041083816,0.001941125256269279,0.004452550378183925,0.004452550378183925,1.571321031144883,2.0782653978008545,0.45191668667531104,0.7315336024240386
EM,4,2017-12-01,Aphredoderidae,test,0.00180866332337341,0,NA,NA,0,0.18086633233734098,0.18086633233734098,-1.7099970159121534,-1.7099970159121534
EM,4,2017-12-01,Centrarchidae,test,0.8985743469105788,0.2508741262748364,0.12238070636994104,0.3362357484829648,0.3362357484829648,1.6241494441042148,2.482807436232202,0.48498425973735976,0.9093899506520384
EM,4,2017-12-01,Clupeidae,test,0.21776680821857872,0.03443924611847147,0.030179820776846784,NA,0.03443924611847147,4.125352658129498,4.125352658129498,1.4171515090122146,1.4171515090122146
EM,4,2017-12-01,Ictaluridae,test,0.01095007390931459,0.0021009966240644728,0.0011341258814733083,0.0026567807863974,0.0026567807863974,0.6552450629333982,0.731268469875657,-0.4227459714374559,-0.3129746228054311
EM,4,2017-12-01,Leuciscidae,test,0.01356697114309126,8.66441157896989e-4,9.950662230301314e-4,0.0013188397151679117,0.0013188397151679117,1.0821013227628034,1.1687846831033903,0.07890481999819664,0.15596447656303422
EM,4,2017-12-01,Pecidae,test,0.00279309898542374,6.056328044581595e-4,8.564525282887833e-5,6.056328044581595e-4,6.056328044581595e-4,0.20625513076844054,0.20625513076844054,-1.5786413776237154,-1.5786413776237154
EM,4,2017-12-01,Poeciliidae,test,0.06793748670965474,0.002072431041083816,0.001941125256269279,0.004452550378183925,0.004452550378183925,4.392645911637929,5.455823723028516,1.4799317588854919,1.696683611190135
GC,1,2018-02-01,Centrarchidae,test,0.16098063758687664,0.7212800752983399,0.8128485087766879,0.1182382115342506,0.1182382115342506,0.3333049138884017,-0.76618994095098,-1.0986975506376029,-0.26632517529174426
GC,1,2018-02-01,Fundulidae,test,0.00248387088256402,0.002141426965015239,0.0023805027688214887,4.68590212733403e-4,4.68590212733403e-4,0.19250736048291806,0.028204585715955136,-1.6476208897103868,-3.568270700217337
GC,1,2018-02-01,Ictaluridae,test,0.00193417336653837,0.02200986082145985,0.02438936517644061,NA,0.02200986082145985,-0.6271719695032996,-0.6271719695032996,-0.46653450242534156,-0.46653450242534156
GC,1,2018-02-01,Lepisosteidae,test,0.7849907593155901,2.715856488646584,NA,NA,2.715856488646584,-0.7083519390595977,-0.7083519390595977,-0.34481421972903137,-0.34481421972903137
GC,1,2018-02-01,Leuciscidae,test,0.00992062255753153,0.0014547811133508426,8.238291147149493e-4,NA,0.0014547811133508426,0.7390661908252031,0.7390661908252031,-0.302367793945861,-0.302367793945861
GC,1,2018-02-01,Pecidae,test,5.245694040030414e-4,2.786718317403476e-4,2.9889287073779717e-4,NA,2.786718317403476e-4,0.023923088146794093,0.023923088146794093,-3.7329112551059542,-3.7329112551059542
GC,1,2018-02-01,Poeciliidae,test,0.03395359606115152,0.0044095866674077715,0.0042560934702895944,0.0018200218507196698,0.0018200218507196698,2.7185714727317003,2.0503023490998302,1.0001065484966702,0.7179872696408954
GC,2,2018-04-01,Centrarchidae,test,0.13306087685315196,0.7212800752983399,0.8128485087766879,0.44779912070276306,0.44779912070276306,-0.6875029453233974,-0.8043692400688102,-0.3746891653438276,-0.21769686141100023
GC,2,2018-04-01,Fundulidae,test,0.00618106649188247,0.002141426965015239,0.0023805027688214887,0.0022753086432040362,0.0022753086432040362,0.31818001177842264,0.33271538333238754,-1.145137981586933,-1.1004678591775665
GC,2,2018-04-01,Leuciscidae,test,0.00225394708299182,0.0014547811133508426,8.238291147149493e-4,8.722459597969919e-4,8.722459597969919e-4,0.12708516053665764,0.0697670223230655,-2.062897861838616,-2.6625938404129275
GC,2,2018-04-01,Poeciliidae,test,0.03030541379659749,0.0044095866674077715,0.0042560934702895944,0.00701817605788132,0.00701817605788132,1.3683744755908536,1.7971249090553043,0.31362352120754505,0.5861881151549588
GC,2,2018-05-01,Centrarchidae,test,0.15937478056606103,0.7212800752983399,0.8128485087766879,0.44779912070276306,0.44779912070276306,-0.6300237966686012,-0.7683858944236087,-0.46199768782007805,-0.26346320533117823
GC,2,2018-05-01,Fundulidae,test,0.04443318719579256,0.002141426965015239,0.0023805027688214887,0.0022753086432040362,0.0022753086432040362,3.4343640374312168,3.4832610987685704,1.2338317665920062,1.247968952332066
GC,2,2018-05-01,Lepisosteidae,test,1.714393484534034,2.715856488646584,NA,NA,2.715856488646584,-0.36739388455838584,-0.36739388455838584,-1.0013207515264004,-1.0013207515264004
GC,2,2018-05-01,Leuciscidae,test,0.00538917230362293,0.0014547811133508426,8.238291147149493e-4,8.722459597969919e-4,8.722459597969919e-4,0.41545476073007076,0.3434715296031674,-0.878381549723731,-1.0686510540060716
GC,2,2018-05-01,Poeciliidae,test,0.01654912689633481,0.0044095866674077715,0.0042560934702895944,0.00701817605788132,0.00701817605788132,0.5600453777206984,0.8424627651801266,-0.5797374668917242,-0.17142581336417315
GC,2,2018-06-01,Centrarchidae,test,0.2392780676268016,0.7212800752983399,0.8128485087766879,0.44779912070276306,0.44779912070276306,-0.45548591870570393,-0.6591209359490565,-0.7863904766881715,-0.41684824697784895
GC,2,2018-06-01,Ictaluridae,test,0.0032026866005509,0.02200986082145985,0.02438936517644061,NA,0.02200986082145985,-0.5875431425899972,-0.5875431425899972,-0.5318056014642417,-0.5318056014642417
GC,2,2018-06-01,Lepisosteidae,test,0.2778853992117946,2.715856488646584,NA,NA,2.715856488646584,-0.8943871768705136,-0.8943871768705136,-0.1116165138145433,-0.1116165138145433
GC,2,2018-06-01,Poeciliidae,test,0.00688278373334688,0.0044095866674077715,0.0042560934702895944,0.00701817605788132,0.00701817605788132,-0.007955748258447363,0.1716355314710791,-4.83386056021458,-1.7623820535074348
GC,3,2018-07-01,Centrarchidae,test,0.026019851262465782,0.7212800752983399,0.8128485087766879,1.3444425842334347,1.3444425842334347,-0.973406143839717,-0.9507441095700977,-0.026953869870919585,-0.05051032775425672
GC,3,2018-07-01,Poeciliidae,test,2.684037517673517e-4,0.0044095866674077715,0.0042560934702895944,4.242247077594784e-4,4.242247077594784e-4,-0.014947965950516999,-0.28739081912787456,-4.203180045223616,-1.246912250426872
GC,3,2018-08-01,Centrarchidae,test,0.7639913163633837,0.7212800752983399,0.8128485087766879,1.3444425842334347,1.3444425842334347,-0.4285536165407597,0.05840613262657112,-0.8473394226557968,-2.840334383932239
GC,3,2018-08-01,Ictaluridae,test,0.05215422571161299,0.02200986082145985,0.02438936517644061,NA,0.02200986082145985,0.9417212107946418,0.9417212107946418,-0.060046002779414576,-0.060046002779414576
GC,3,2018-08-01,Leuciscidae,test,0.02281428709355269,0.0014547811133508426,8.238291147149493e-4,0.0020373162669046936,0.0020373162669046936,1.7260467670665132,1.8646804132561547,0.5458336879294476,0.6230896782275775
GC,3,2018-08-01,Poeciliidae,test,0.03421160364950036,0.0044095866674077715,0.0042560934702895944,4.242247077594784e-4,4.242247077594784e-4,3.2412366280430027,2.0682076224642922,1.1759549323066552,0.7266823493166759
GC,4,2017-10-01,Centrarchidae,test,0.015127086236049931,0.7212800752983399,0.8128485087766879,1.0067474663612268,1.0067474663612268,-0.9752867972949313,-0.965639585864829,-0.02502370016651006,-0.03496461390737214
GC,4,2017-10-01,Leuciscidae,test,0.0047006241361582,0.0014547811133508426,8.238291147149493e-4,NA,0.0014547811133508426,0.2833614183185258,0.2833614183185258,-1.261032099601142,-1.261032099601142
GC,4,2017-10-01,Poeciliidae,test,3.284851825065376e-4,0.0044095866674077715,0.0042560934702895944,0.0065948874015914205,0.0065948874015914205,-0.37761040900367576,-0.28322127338545017,-0.9738922788733709,-1.261526802097303
GC,4,2017-11-01,Centrarchidae,test,0.26727491247082014,0.7212800752983399,0.8128485087766879,1.0067474663612268,1.0067474663612268,-0.7272922513757111,-0.6208362269986634,-0.3184268858372697,-0.47668795646994994
GC,4,2017-11-01,Fundulidae,test,0.00330365240662733,0.002141426965015239,0.0023805027688214887,0.00321202424047353,0.00321202424047353,0.006935210266501613,0.09572395773256069,-4.971143906064069,-2.3462866698205396
GC,4,2017-11-01,Ictaluridae,test,6.897338177673002e-4,0.02200986082145985,0.02438936517644061,0.02200986082145985,0.02200986082145985,-0.6660487255039623,-0.6660487255039623,-0.40639244970055305,-0.40639244970055305
GC,4,2017-11-01,Leuciscidae,test,0.0040870259470217225,0.0014547811133508426,8.238291147149493e-4,NA,0.0014547811133508426,0.22979442449606746,0.22979442449606746,-1.4705701762810206,-1.4705701762810206
GC,4,2017-11-01,Pecidae,test,0.00111849746426099,2.786718317403476e-4,2.9889287073779717e-4,2.786718317403476e-4,2.786718317403476e-4,0.08170565674908276,0.08170565674908276,-2.5046320414581547,-2.5046320414581547
GC,4,2017-11-01,Poeciliidae,test,0.01445815839603407,0.0044095866674077715,0.0042560934702895944,0.0065948874015914205,0.0065948874015914205,0.4738369597909158,0.6973532246663671,-0.7468919831430014,-0.36046321801609227
GC,4,2017-12-01,Centrarchidae,test,0.15031559833879732,0.7212800752983399,0.8128485087766879,1.0067474663612268,1.0067474663612268,-0.8423250574574425,-0.7807740101856412,-0.17158928525201628,-0.24746953057244317
GC,4,2017-12-01,Fundulidae,test,0.0034907425122757,0.002141426965015239,0.0023805027688214887,0.00321202424047353,0.00321202424047353,0.02109580384725214,0.11113319308747065,-3.8586811280758133,-2.1970258592947216
GC,4,2017-12-01,Ictaluridae,test,0.23619967803816025,0.02200986082145985,0.02438936517644061,0.02200986082145985,0.02200986082145985,6.6913698379189634,6.6913698379189634,1.900818612211103,1.900818612211103
GC,4,2017-12-01,Lepisosteidae,test,0.7933129602102779,2.715856488646584,NA,2.715856488646584,2.715856488646584,-0.7052988799828084,-0.7052988799828084,-0.3491336227703868,-0.3491336227703868
GC,4,2017-12-01,Leuciscidae,test,0.0036506591037726,0.0014547811133508426,8.238291147149493e-4,NA,0.0014547811133508426,0.19169969017237745,0.19169969017237745,-1.6518252451427078,-1.6518252451427078
GC,4,2017-12-01,Pecidae,test,0.00285876017930053,2.786718317403476e-4,2.9889287073779717e-4,2.786718317403476e-4,2.786718317403476e-4,0.25101378755890597,0.25101378755890597,-1.382247410845409,-1.382247410845409
