site_code,collection_period,diet_simple,density
PD,2018-04-01,Invertivore,0.1138130686517783
PD,2018-04-01,Mixed,0.05822994210090982
PD,2018-05-01,Invertivore,0.13883597883597884
PD,2018-05-01,Mixed,0.047407407407407384
PD,2018-06-01,Invertivore,0.40650406504065045
PD,2018-06-01,Mixed,0.1138211382113821
PD,2018-08-01,Carnivore,0.00693992626328345
PD,2018-08-01,Invertivore,0.3192366081110388
PD,2018-08-01,Mixed,0.22207764042507047
PD,2018-09-01,Invertivore,0.36879432624113473
PD,2018-09-01,Mixed,0.23829787234042552
PD,2019-03-01,Invertivore,0.06342342342342341
PD,2019-03-01,Mixed,0.037477477477477456
PD,2019-10-01,Carnivore,0.00568888888888888
PD,2019-10-01,Invertivore,0.15928888888888887
PD,2019-10-01,Mixed,0.08533333333333326
PD,2020-01-01,Carnivore,0.00413276507813509
PD,2020-01-01,Invertivore,0.12398295234405267
PD,2020-01-01,Mixed,0.0743897714064316
PD,2020-06-01,Invertivore,0.09431580673973577
PD,2020-06-01,Mixed,0.13122199198571932
PD,2020-09-01,Invertivore,0.4117763689206768
PD,2020-09-01,Mixed,0.3771997272555818
PL,2017-04-01,Invertivore,1.0881431767337808
PL,2017-04-01,Mixed,0.15749440715883667
PL,2017-10-01,Carnivore,0.00554112554112554
PL,2017-10-01,Invertivore,0.2632034632034632
PL,2017-10-01,Mixed,0.03047619047619047
PL,2017-11-01,Invertivore,2.4618357487922706
PL,2017-11-01,Mixed,0.3748792270531401
PL,2017-12-01,Invertivore,0.9928400954653938
PL,2017-12-01,Mixed,0.09334394059931052
PL,2018-02-01,Invertivore,4.791327913279133
PL,2018-02-01,Mixed,0.16910569105691056
PL,2018-03-01,Invertivore,0.30537634408602155
PL,2018-03-01,Mixed,0.03870967741935481
PL,2018-04-01,Invertivore,3.8130675526024365
PL,2018-04-01,Mixed,0.4996677740863787
PL,2018-05-01,Invertivore,0.6538237011091652
PL,2018-05-01,Mixed,0.1494454173963806
PL,2018-06-01,Invertivore,2.1344717182497335
PL,2018-06-01,Mixed,0.6374955531839204
PL,2018-08-01,Invertivore,0.1885125184094256
PL,2018-08-01,Mixed,0.0628375061364752
PL,2018-10-01,Invertivore,0.12304987914744012
PL,2018-10-01,Mixed,0.02812568666227202
PL,2019-03-01,Invertivore,0.5174603174603175
PL,2019-03-01,Mixed,0.0603174603174603
PL,2019-10-01,Carnivore,0.010062893081761
PL,2019-10-01,Invertivore,0.5182389937106918
PL,2019-10-01,Mixed,0.22641509433962262
PL,2020-01-01,Invertivore,0.6433084434233199
PL,2020-01-01,Mixed,0.40436530729465825
PL,2020-06-01,Carnivore,0.01259807800572425
PL,2020-06-01,Invertivore,0.9007625774092841
PL,2020-06-01,Mixed,0.3590452231631412
PL,2020-09-01,Carnivore,0.0096019972154208
PL,2020-09-01,Invertivore,0.780962440187559
PL,2020-09-01,Mixed,0.32006657384736026
PL,2020-11-01,Invertivore,1.4005602240896358
PL,2020-11-01,Mixed,1.5149721860575216
SF,2017-03-01,Invertivore,0.08116980005968367
SF,2017-03-01,Mixed,1.0313339301700986
SF,2017-09-01,Carnivore,0.00730343489672486
SF,2017-09-01,Invertivore,0.04382060938034917
SF,2017-09-01,Mixed,0.3724751797329682
SF,2017-11-01,Invertivore,0.9142857142857143
SF,2017-11-01,Mixed,5.443386243386243
SF,2017-12-01,Carnivore,0.00883002207505518
SF,2017-12-01,Invertivore,0.05739514348785871
SF,2017-12-01,Mixed,0.609271523178808
SF,2018-02-01,Invertivore,0.17935103244837758
SF,2018-02-01,Mixed,3.76165191740413
SF,2018-04-01,Invertivore,0.5154061624649859
SF,2018-04-01,Mixed,1.057703081232493
SF,2018-05-01,Invertivore,0.3408175014392631
SF,2018-05-01,Mixed,0.5296488198042603
SF,2018-06-01,Invertivore,0.275
SF,2018-06-01,Mixed,1.4791666666666665
SF,2018-07-01,Invertivore,0.13090909090909092
SF,2018-07-01,Mixed,0.4266666666666667
SF,2018-09-01,Invertivore,0.36982968369829683
SF,2018-09-01,Mixed,0.02335766423357664
SF,2019-04-01,Invertivore,1.3109153989858553
SF,2019-04-01,Mixed,1.836135575126768
SF,2019-10-01,Invertivore,0.3586869495596477
SF,2019-10-01,Mixed,1.9471577261809445
SF,2020-01-01,Invertivore,0.150063371356147
SF,2020-01-01,Mixed,4.603295310519645
SF,2020-06-01,Carnivore,0.06807583648184078
SF,2020-06-01,Invertivore,0.6489896411268821
SF,2020-06-01,Mixed,1.2934408931549746
SF,2020-09-01,Invertivore,0.2675870739295796
SF,2020-09-01,Mixed,0.7750798003477478
SF,2020-11-01,Invertivore,0.33174278573051574
SF,2020-11-01,Mixed,2.0495341967734606
TR,2017-04-01,Invertivore,0.42270381836945303
TR,2017-04-01,Mixed,0.21135190918472652
TR,2017-10-01,Invertivore,0.01249024199843872
TR,2017-10-01,Mixed,1.1615925058548011
TR,2017-11-01,Invertivore,0.05925925925925925
TR,2017-11-01,Mixed,1.5353535353535355
TR,2017-12-01,Invertivore,0.3333333333333333
TR,2017-12-01,Mixed,1.6592592592592594
TR,2018-02-01,Invertivore,0.2962962962962963
TR,2018-02-01,Mixed,12.540170940170942
TR,2018-04-01,Invertivore,0.21631701631701628
TR,2018-04-01,Mixed,3.83030303030303
TR,2018-06-01,Invertivore,0.24444444444444444
TR,2018-06-01,Mixed,2.5962962962962965
TR,2018-07-01,Invertivore,0.00745920745920745
TR,2018-07-01,Mixed,1.018181818181818
TR,2018-09-01,Invertivore,0.01515151515151515
TR,2018-09-01,Mixed,0.19318181818181818
TR,2019-10-01,Invertivore,0.01972178200387391
TR,2019-10-01,Mixed,0.028173974291248453
TR,2020-01-01,Invertivore,0.16494845360824745
TR,2020-01-01,Mixed,1.3551647463108958
TR,2020-06-01,Invertivore,0.09607337604095126
TR,2020-06-01,Mixed,0.19214675208190257
TR,2020-09-01,Invertivore,0.10223548849394345
TR,2020-09-01,Mixed,0.8178839079515478
TR,2020-11-01,Invertivore,0.8603663430185192
TR,2020-11-01,Mixed,5.928765062980999
WM,2017-10-01,Invertivore,0.02429702905419752
WM,2017-10-01,Mixed,0.010629950211211409
WM,2017-11-01,Carnivore,0.00758437618505878
WM,2017-11-01,Invertivore,0.14106939704209331
WM,2017-11-01,Mixed,0.015168752370117552
WM,2017-12-01,Carnivore,0.0043010752688172
WM,2017-12-01,Detritivore,0.0043010752688172
WM,2017-12-01,Invertivore,0.6279569892473118
WM,2017-12-01,Mixed,0.1440860215053763
WM,2018-02-01,Carnivore,0.00331262939958592
WM,2018-02-01,Detritivore,0.00662525879917184
WM,2018-02-01,Invertivore,0.19047619047619044
WM,2018-02-01,Mixed,0.046376811594202885
WM,2018-03-01,Carnivore,0.00450254655590927
WM,2018-03-01,Invertivore,0.17259761797652218
WM,2018-03-01,Mixed,0.046526314411062475
WM,2018-04-01,Detritivore,0.00255489021956087
WM,2018-04-01,Invertivore,0.06259481037924149
WM,2018-04-01,Mixed,0.0063872255489021805
WM,2018-05-01,Carnivore,0.00512820512820512
WM,2018-05-01,Herbivore,0.00341880341880341
WM,2018-05-01,Invertivore,0.08547008547008543
WM,2018-05-01,Mixed,0.00683760683760682
WM,2018-06-01,Carnivore,0.00282935455349248
WM,2018-06-01,Herbivore,0.00282935455349248
WM,2018-06-01,Invertivore,0.014146772767462408
WM,2018-06-01,Mixed,0.0070733863837312
WM,2018-09-01,Detritivore,0.0043360433604336
WM,2018-09-01,Invertivore,0.10840108401084009
WM,2018-09-01,Mixed,0.05420054200542003
WM,2019-03-01,Invertivore,0.06363636363636362
WM,2019-03-01,Mixed,0.062121212121212105
WM,2019-10-01,Invertivore,0.02642717043460306
WM,2019-10-01,Mixed,0.00825849076081345
WM,2020-01-01,Invertivore,0.13508949679162446
WM,2020-01-01,Mixed,0.04502983226387482
WM,2020-06-01,Invertivore,0.05180965838006505
WM,2020-06-01,Mixed,0.01648489130274795
WM,2020-09-01,Invertivore,0.02742402687554632
WM,2020-09-01,Mixed,0.018282684583697542
WM,2020-11-01,Invertivore,0.13988804472830554
WM,2020-11-01,Mixed,0.05858559138193991
