site_code,collection_period,ammonia,bluegreen_cyano,canopy,conductivity,d_oxygen,depth_mx,diatoms,doc,flood_duration,flood_total_days,gravel,green_algae,lf_days,lf_drought_duration,lf_min,nitrate,ph,phosphate,q_med_yr,q_q25_yr,rain,sand,silt,temperature,turbidity,width,wk4_75q_30mu,wk4_iqr,wk4_max,wk4_max_30mu,wk4_max_to_annual_med,wk4_max_to_wk4_med,wk4_max_to_wk4_med_30mu,wk4_med,wk4_med_30mu,wk4_min,wk4_min_to_annual_med,wk4_min_to_wk4_med,wk4_min_to_wk4_med_30mu
AR,2020-03-01,0.778025,0.775,0.9324324324324323,1421.5,117.45,0.3425,0.8049999999999999,8.032250000000001,NA,NA,0.175,0.01,NA,NA,NA,10.07775,8.1325,1.913,NA,NA,9328.385232547844,0.525,0.225,21.975,11.225,4.007425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AR,2020-06-01,NA,0.27249999999999996,0.9054054054054056,700.75,61.025,0.37825,0.245,NA,1,1,0.25,0.01,0,1,63.712912499999995,NA,7.645,NA,97.976301,77.021832,142397.6535710035,0.6,0,27.525,11.3,5.53385,746.6924983306452,30.79457437500001,1027.901655,39378.94620058064,10.491329479768783,12.692307692307692,3.2556053811659194,80.98619099999999,315.7328775,63.712912499999995,0.6502890173410404,0.7867132867132868,0.20179372197309417
AR,2020-07-01,NA,1.085,0.02027027027027025,1250.5,61.375,0.3025,0.8300000000000001,NA,NA,NA,0,0.02,NA,NA,NA,NA,8.345,NA,NA,NA,123532.49708137082,0.4,0.05,28.675,13.1,6.088625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AR,2020-08-01,0.1302,0.2425,0.8783783783783785,457.2,70.32499999999999,0.3775,0.14500000000000002,8.05325,NA,NA,0.2,0.0125,NA,NA,NA,0.89945,8.629999999999999,0.599825,NA,NA,102092.25837010363,0.4,0,28.375,18.5,4.60135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AR,2020-09-01,NA,0.19,0.891891891891892,NA,NA,0.19,0.14500000000000002,NA,NA,NA,NA,0.0825,NA,NA,NA,NA,NA,NA,NA,NA,43552.48827541208,NA,NA,NA,NA,4.604025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AR,2020-10-01,NA,0.545,0.9391891891891893,1023.5,68.475,0.215,0.5775,NA,2,7,NA,0.0575,0,1,58.049542499999994,NA,7.7075,NA,97.976301,77.021832,150212.58673502877,NA,NA,23.875,5.8675,6.6662,588.1090038629033,667.1449859999999,8070.30225,16773.276004741936,82.36994219653178,94.5273631840796,46.06961282753226,85.37530275,175.17625512096774,58.049542499999994,0.5924855491329479,0.6799336650082918,0.33137791682961804
AR,2020-11-01,NA,0.21,0.8581081081081082,955,85.025,0.265,0.3,NA,0,0,0.175,0.18,0,1,60.598059,NA,8.3,NA,97.976301,77.021832,15992.004004647008,0.375,0.1,16.6,4.797499999999999,4.2804,313.44697694758065,16.7069415,97.976301,10358.705646580644,1,1.3256704980842915,0.5256812389727505,73.9069785,186.3796798064516,60.598059,0.6184971098265896,0.8199233716475096,0.32513232699470695
AR,2020-12-01,0.087255,0.165,0.8445945945945947,599.65,88.4,0.2175,0.3,7.3095,NA,NA,0.175,0.1075,NA,NA,NA,1.23,7.7275,0.85965,NA,NA,61366.802193688,0.4375,0.075,12.75,4.220000000000001,6.109475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EM,2017-09-01,0.06375,0.24875,0.0135135135,489.55,85.5625,0.58875,0.31375000000000003,4.561458333333333,NA,NA,0.29375,0.06625,NA,NA,NA,0.1193575,7.8475,0.11875,NA,NA,379655.2580466212,0.30625,0.4,28.462500000000002,190.04791640781949,5.2212499999999995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EM,2017-10-01,0.11125,0.125,0,366.575,70.1625,0.4125,0.11,12.336666666666666,0,0,0.15,0.115,0,1,92.0297625,0.41804583333333334,7.275,0.3883333333333333,61.4475645,0.8495054999999999,89064.20686194292,0.3,0.35,26.637500000000003,596.7152057711944,5.475,575.38706526,161.26446075,1792.456605,13367.32017144,29.1705069124424,8.183581124757596,19.195778748180494,219.03083475,93.37764456,92.0297625,1.4976958525345625,0.4201680672268907,0.9855652595827268
EM,2017-11-01,0.0975,0.1975,0,437.7,53.9,0.6125,0.36,4.5275,0,0,0.1125,0.0075,0,1,25.485165,0.604625,7.35,0.0675,61.4475645,0.8495054999999999,21037.381117504476,0.33125,0.53125,23.95,97.96683147930987,4.525,1485.14515869,34.051012124999986,139.885239,12556.09905264,2.2764976958525347,2.341232227488152,0.6037938789478831,59.7485535,231.67713996,25.485165,0.4147465437788018,0.42654028436018954,0.11000293341155765
EM,2017-12-01,0.0925,0.975,0.00675675675,588.25,68.775,0.56,0.6125,3.155,5,9,0.025,0.02,20,18,0.2831685,0.3794,7.5575,0.0375,61.4475645,0.8495054999999999,43247.09342412647,0.58333333325,0.39166666675,17.45,NA,5.7275,1523.409718095,9.76931325,39.07725299999999,18975.95936376,0.6359447004608294,137.99999999999997,0.2671312427409988,0.2831685,146.28484709999998,0.2831685,0.00460829493087557,1,0.00193573364305071
EM,2018-01-01,0.27749999999999997,0.785,0,488.775,100.9,0.5825,0.79,NA,NA,NA,0.075,0.075,NA,NA,NA,0.63375,7.5925,0.0525,NA,NA,78523.1811712527,0.35,0.55,9.05,6.5,5.175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EM,2018-02-01,0.2075,0.2575,0.02027027025,534.75,86.65,0.4825,0.3325,NA,3,3,0.025,0.045,9,6,0.2831685,0.7202500000000001,7.88,0.16,80.98619099999999,10.4772345,53515.89654750544,0.375,0.6,13.575,120.75,5.5075,342.094095046875,73.62380999999999,518.198355,8535.8666600625,6.398601398601399,17.596153846153847,6.961483594864479,29.449524,74.4379194375,0.2831685,0.00349650349650349,0.00961538461538461,0.0038040893961008
EM,2018-03-01,0.2675,0.07250000000000001,0.10472972975,506,62.85,0.27375,0.1,NA,2,4,0.025,0.0075,6,1,0.2831685,0.34875,7.6225,0.365,80.98619099999999,10.4772345,56194.82836861872,0.4625,0.5125,17.025,48.625,5.585,535.751852328125,312.40564762500003,2115.268695,6872.82985825,26.118881118881124,28.95348837209303,21.456525641792833,73.05747299999999,98.58393340625,0.2831685,0.00349650349650349,0.00387596899224806,0.00287235952366704
EM,2018-04-01,0.3375,0.025,0,132.4,66.65,1.04,0.0275,NA,NA,7,0.025,0.01,23,21,0.2831685,1.07175,7.5075,2.775,80.98619099999999,10.4772345,61782.28168317977,0.775,0.2,20.9,256.45,7.1,704.272505890625,1.061881875,11326.74,10181.9487479375,139.86013986013987,40000,103.05404970210938,0.2831685,109.91067340625,0.2831685,0.00349650349650349,1,0.00257635124255273
EM,2018-05-01,0.14500000000000002,0.27,0.25675675675,1463.25,81.25,0.46,0.4975,NA,0,0,0.07500000000000001,0.0075,0,1,9.3445605,2.061,8.1025,0.045,80.98619099999999,10.4772345,51723.07993760488,0.425,0.5,24.85,406.6,4.9125,332.09175771875,97.056003375,481.38645,9815.115754875,5.944055944055945,3.91705069124424,5.191169921750749,122.895129,92.73178440625,9.3445605,0.1153846153846154,0.07603686635944701,0.10076976906927924
EM,2018-06-01,0.03,0.175,0,1249.75,62.25,0.695,0.2425,NA,0,0,0.1625,0,0,1,192.2714115,1.93225,8.28,0.05,80.98619099999999,10.4772345,44175.42249813395,0.5,0.3375,28.725,12.525,5.8,1105.1004673125,95.56936874999997,458.73297,14197.3960648125,5.664335664335665,1.6363636363636365,2.390041493775934,280.336815,191.93514890625,192.2714115,2.374125874125874,0.6858585858585858,1.001751959428308
EM,2018-07-01,0.09,0.6,0.0135135135,657,41.275,0.605,0.535,NA,2,3,0.05,0.1475,1,1,4.530696,0.19,7.84,0.1075,80.98619099999999,10.4772345,142461.76026409093,0.17500000000000002,0.775,26.525,17.125,5.175,665.218850265625,344.33289599999995,6654.45975,14628.7324824375,82.16783216783217,27.810650887573967,45.40514430624321,239.2773825,146.55739678125,4.530696,0.05594405594405595,0.01893491124260355,0.03091414080425069
EM,2018-08-01,0.1725,0.33999999999999997,0,10.5375,55.025,0.5475,0.31,NA,NA,NA,0.25,0.0775,NA,NA,NA,0.09,8.125,0.0575,NA,NA,75342.63370451784,0.325,0.425,28.75,10.475,5.3825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EM,2018-09-01,0.1475,0.3775,0.02027027025,952.75,39.2,0.538,0.2725,NA,7,8,0.0625,1.1825,20,3,0.2831685,0.05,8.275,0.14250000000000002,80.98619099999999,10.4772345,63998.68822447725,0.6125,0.325,27.275,2.3,5.0575,317.53217734375,9.556936874999998,41.342600999999995,7616.501131375,0.5104895104895105,146,0.6151145440182567,0.2831685,67.21122334375,0.2831685,0.00349650349650349,1,0.00421311331519353
EM,2018-11-01,0.2075,0.0525,0.03378378375,127.325,89.325,0.58,0.0825,NA,NA,NA,0.125,0.01,NA,NA,NA,0.7025,7.984999999999999,0.39,NA,NA,119054.38370460038,0.5,0.375,10.35,99.7,4.3125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EM,2019-03-01,NA,0.1175,1,345.175,68.6,0.675,0.085,NA,2,4,0.025,0.19,0,1,36.5287365,NA,NA,NA,41.342600999999995,19.255458,56248.67131153234,0.275,0.7,19.9,6.375,5.4,535.751852328125,116.099085,2197.3875599999997,6872.82985825,53.150684931506845,29.449715370018975,22.28950990365627,74.61489974999999,98.58393340625,36.5287365,0.8835616438356165,0.4895635673624289,0.3705343785530489
EM,2019-10-01,NA,0.1675,0.04,603.75,53.45,0.675,0.13,NA,4,6,0.0375,0.04,10,1,7.6455495000000004,NA,7.455,NA,41.342600999999995,19.255458,114565.73189849914,0.4625,0.5,27.425,31.15,5.05,809.151039078125,60.81043537499999,3454.6557,16303.497179625,83.56164383561645,215.92920353982305,35.83624013218285,15.999020249999996,96.40117621875,7.6455495000000004,0.1849315068493151,0.4778761061946904,0.07930971176794567
EM,2020-01-01,0.1120075,0.7675000000000001,0.027027027027027,822.75,78.775,0.37175,0.12,3.2775,0,0,0.1075,0.0175,0,1,11.32674,0.268775,7.4725,0.059575,12.03466125,4.035151125,14077.139118310764,0.4325,0.4575,16.975,54.125,4.8075,NA,0.5663370000000008,13.592088,NA,1.1294117647058826,1.0909090909090908,NA,12.459414,NA,11.32674,0.9411764705882352,0.909090909090909,NA
EM,2020-02-01,0.1364,0.1475,0.02027027027027025,666,69.225,0.62,0.3025,6.4125,NA,NA,NA,0.0175,NA,NA,NA,1.28375,7.12,0.090275,NA,NA,103430.66996656026,NA,NA,19.175,128.75,6.109999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EM,2020-03-01,0.12139,0.135,0.0675675675675675,872.25,82.975,0.8975,0.2225,3.206,NA,NA,0.15,0.005,NA,NA,NA,0.138475,7.2975,0.0678,NA,NA,12862.817766992715,0.65,0.1375,18.3,113.35,6.1737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EM,2020-06-01,NA,0.015,0.04729729729729725,302,44.65,0.6645,0.0125,NA,2,4,0,0.0375,0,1,60.3148905,NA,7.315,NA,12.03466125,4.035151125,196201.55546878808,0.775,0.225,24.85,123,6.09865,1020.090923875,2076.403818375,20897.8353,14785.0414944375,1736.470588235294,56.12167300380228,119.10830167109378,372.3665775,175.45238246875,60.3148905,5.011764705882353,0.16197718631178706,0.34376786254665276
EM,2020-07-01,NA,0.265,NA,1019.75,69.375,0.73875,0.2175,NA,NA,NA,0.05,0.08499999999999999,NA,NA,NA,NA,8.365,NA,NA,NA,146101.14774527494,0.5,0.45,28.85,37.375,6.6572499999999994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EM,2020-08-01,NA,0.0925,0.027027027027027,300.925,33.449999999999996,0.7025,0.0825,NA,NA,NA,0.0125,0.04,NA,NA,NA,NA,8.205,NA,NA,NA,112503.40145017052,0.9125,0.075,29.525,24.775,4.702075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EM,2020-09-01,NA,0.27749999999999997,0.06081081081081075,NA,NA,0.4875,0.245,NA,1,1,0.0375,0.97,26,7,0.2831685,NA,NA,NA,12.03466125,4.035151125,12982.801377584596,0.3625,0.6,NA,NA,5.690475,937.08125796875,0,3.964359,10440.587776625,0.32941176470588235,14,0.02889949683911753,0.2831685,137.17744021875,0.2831685,0.02352941176470588,1,0.00206424977422268
EM,2020-10-01,NA,0.075,0.02027027027027025,374.875,59.075,0.61,0.1275,NA,NA,NA,0.225,0.12,NA,NA,NA,NA,7.5925,NA,NA,NA,229380.33508147977,0.25,0.075,23.225,16.525,5.35325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EM,2020-11-01,NA,0.8625,0.054054054054054,767.5,97.475,0.54,0.3725,NA,0,0,0,0.03499999999999999,0,1,1.9821795,NA,7.9075,NA,12.03466125,4.035151125,21483.38032064373,0.5375,0.4625,22.625,16.2125,5.4209499999999995,2136.40439184,3.327229875,12.459414,13708.43627328,1.035294117647059,3.8260869565217392,0.03570211453887474,3.25643775,348.98252277,1.9821795,0.16470588235294115,0.6086956521739131,0.00567988185845734
EM,2020-12-01,NA,0.0625,0.02027027027027025,142.225,84.625,0.8825,0.08,NA,NA,NA,0,0.0175,NA,NA,NA,NA,7.34,NA,NA,NA,104097.47360710648,0.4,0.6,11.225,72.0025,6.2908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GC,2017-04-01,0.098,1.345,0.5063513515,517.75,64.69999999999999,0.375,1.1266666666666667,NA,2,2,0.2125,0.41666666666666663,0,1,78.15450599999998,0.0480000000035638,7.135,0.408,74.190147,22.087143,109696.58759397556,0.6875,0.1,22.575000000000003,697.675,6.800000000000001,1499.4137453709675,1117.6660695,28203.5826,16803.739454661292,380.1526717557253,82.65560165975104,88.80452133396611,341.2180425,317.59174168548384,78.15450599999998,1.0534351145038163,0.2290456431535269,0.24608481815436384
GC,2017-08-01,0.07,1.4025,0.837837838,536.15,94.825,0.17750000000000002,1.35,8.0225,NA,NA,0.08750000000000001,0.1,NA,NA,NA,0.53168,7.885,1.0025,NA,NA,19263.058257059267,0.65,0.2625,29.1,68.0244310616587,5.925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GC,2017-09-01,0.095,0.17,0.5202702702499999,485,55.9,0.3925,0.245,7.9425,NA,NA,0.115,0.0125,NA,NA,NA,0.075745,7.2425,0.065,NA,NA,357503.5275098694,0.8474999999999999,0.0375,23.424999999999997,66.0114968401361,6.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GC,2017-10-01,0.08125,0.045,0.45270270275,394.9875,48.2625,0.24,0.03499999999999999,10.99125,1,2,0.21666666666666667,0.0025,0,1,79.0040115,0.08574000000000001,7.18375,0.07375,74.190147,22.087143,99690.88396626028,0.4666666666666667,0.31666666666666665,25.8375,687.0251611801847,9.05,662.6416934032258,130.75305487499998,2944.9523999999997,10745.997944370967,39.69465648854962,19.53051643192488,22.662730212287357,150.78722625,129.9469380967742,79.0040115,1.0648854961832062,0.523943661971831,0.6079713201180936
GC,2017-11-01,0.0625,0.2,0.5675675675,549.25,64.95,0.34,0.6075,5.475,0,0,0.2041666665,0.14250000000000002,0,1,39.360421499999994,0.108315,7.565,0.0575,74.190147,22.087143,8796.131075606005,0.7958333335,0,22.025,687.1386050780525,5.275,943.2616769032256,13.662880125,77.8713375,23877.94626633871,1.049618320610687,1.3750000000000002,0.3445349283650252,56.63369999999999,226.01870257258065,39.360421499999994,0.5305343511450381,0.6950000000000001,0.17414674560995816
GC,2017-12-01,0.06,0.09,0.7972972975,535,70.2,0.30125,0.22,5.0425,0,0,0.1,0.035,0,1,35.3960625,0.2564,7.7125,0.0625,74.190147,22.087143,18223.706775905735,0.825,0.075,17.575000000000003,NA,5.475,658.6681999354839,1.6282188750000015,48.9881505,16646.005465693546,0.6603053435114504,1.2446043165467628,0.28900924204456663,39.360421499999994,169.5037506532258,35.3960625,0.4770992366412214,0.8992805755395684,0.20882170667960012
GC,2018-01-01,0.1925,0.1825,0.42567567575,409.775,88.5,0.3625,0.38625,NA,NA,NA,0.08750000000000001,0.15625,NA,NA,NA,0.355,7.6875,0.07250000000000001,NA,NA,62989.15692831401,0.7875,0.125,6.3,20.85,4.8999999999999995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GC,2018-02-01,0.2125,0.44,0.8108108110000001,485.9,68.125,0.5475,0.7775,NA,0,0,0.025,0.0525,15,3,5.6633700000000005,0.1555,7.9775,0.2525,12.1762455,0.2831685,24152.515679215034,0.9125,0.0625,12.7,21.805,5.1625000000000005,763.8767157701612,2.336140125000001,13.8752565,12533.366650838709,1.1395348837209305,1.75,0.04786588728355576,7.928718000000001,289.8777665564516,5.6633700000000005,0.4651162790697675,0.7142857142857143,0.01953709685043092
GC,2018-03-01,0.23,0.6775,0.36486486475,NA,NA,0.4425,1.075,NA,NA,NA,0,0.095,NA,NA,NA,0.031475,NA,0.09,NA,NA,61315.39503835337,0.8625,0.1375,NA,NA,9.175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GC,2018-04-01,0.1175,0.2225,0.78378378375,285.425,33.775,0.385,0.3775,NA,NA,1,0,0.105,4,3,7.362381,0.065,7.405,1.9575,12.1762455,0.2831685,55337.1621713096,0.75,0.25,20.4,26.85,6.05,1511.5306168306452,18.689121,356.79231,16675.30883820968,29.302325581395348,15.652173913043478,1.084517992003554,22.79506425,328.98699019354837,7.362381,0.6046511627906976,0.32298136645962733,0.02237894269213683
GC,2018-05-01,0.0875,0.115,0.91216216225,638.5,65.625,0.225,0.5475,NA,0,0,0.225,0.2125,10,1,0.566337,0.58575,8.1625,0.075,12.1762455,0.2831685,36365.643511373775,0.5375,0.2375,24.65,6.6,5.075,778.6859715967742,10.123273874999995,27.184175999999997,16743.241874806452,2.2325581395348832,2.313253012048192,0.12682448701284865,11.75149275,214.34485279838708,0.566337,0.04651162790697674,0.04819277108433734,0.00264217681276768
GC,2018-06-01,0.005,0.585,0.70270270275,325.25,6.75,0.1125,1.19125,NA,0,0,0,0.69125,28,28,0.2831685,0.03925,8.225,0.945,12.1762455,0.2831685,22500.670642272587,1,0,26.45,21.5,4.466666666666667,2035.3877745967743,0,0.566337,17854.924867935482,0.04651162790697674,2,0.00117327580497128,0.2831685,482.69724612096775,0.2831685,0.02325581395348837,1,5.866379024856415e-4
GC,2018-07-01,0.1025,0.165,0.8986486487500001,485.9,50.75,0.39,0.175,NA,6,7,0.1,0.0025,12,12,0.2831685,0.1875,7.91,0.1275,12.1762455,0.2831685,218339.4492243105,0.875,0.025,26.425,3.975,6.375,1502.6359288669355,253.365015375,25513.48185,21142.55682527419,2095.3488372093025,842.0560747663552,69.28104575163398,30.299029499999996,368.26063425,0.2831685,0.02325581395348837,0.00934579439252336,7.689350249903882e-4
