site_code,collection_period,z_richness,z_shannon,z_simpson,z_canopy,z_d_oxygen,z_depth_mx,z_doc,z_ln_flood_duration,z_ln_flood_total_days,z_ln_lf_days,z_ln_lf_min,z_ln_nitrate,z_ln_turbidity,z_ln_wk4_iqr,z_ln_wk4_max,z_ln_wk4_max_to_annual_med,z_ln_wk4_max_to_wk4_med,z_ln_wk4_max_to_wk4_med_30mu,z_ln_wk4_med,z_ln_wk4_min,z_ln_wk4_min_to_annual_med,z_ph,z_sand,z_silt,z_sqrt_ammonia,z_sqrt_bluegreen_cyano,z_sqrt_conductivity,z_sqrt_diatoms,z_sqrt_gravel,z_sqrt_green_algae,z_sqrt_lf_drought_duration,z_sqrt_phosphate,z_sqrt_q_med_yr,z_sqrt_q_q25_yr,z_sqrt_rain,z_sqrt_wk4_75q_30mu,z_sqrt_wk4_med_30mu,z_sqrt_wk4_min_to_wk4_med_30mu,z_temperature,z_total_algae,z_width,z_wk4_max_30mu,z_wk4_min_to_wk4_med,z_ln_density,z_ln_biomass,z_sqrt_centroid_dist
SF,2019-04-01,5.375,2.3015140444038518,1.604077758800238,-0.4602158652574889,-0.736519209956711,-0.043601562499999996,0.35024176917909866,0.7374124389818054,0.3753300663699335,0.054214422894403036,1.5696836836372472,-0.35290310918705803,0.5495433867402069,-0.9243133876750138,-0.4464028648510432,-0.9219705682300317,-1.129283537889654,-0.47316237663127614,0.6828806730386119,1.5696836836372472,1.0941159802582576,0.29259216044372405,0.06516662570312501,-0.030215870161458325,0.27650765871949545,1.1166110770945865,-0.06457025797469651,1.2837827520248828,0.01851337003031861,-0.6931555012945809,-0.15530666561175002,-0.2516543145363486,0.4755677033789891,0.839649008261055,-0.1439578389853544,-0.4739705881476466,-0.0311050593978619,1.652041309641569,-2.5650872564935057,0.8621208795572013,0.06136406250000004,-4445.035370599116,0.4160328521628761,0.734984474098509,0.4915748933853576,-0.026428969571751337
SF,2019-10-01,0.375,0.3470873738363065,0.05502096554265723,-0.4502158652574889,14.713480790043292,-0.05610156250000001,0.3485666464295072,0.7501830795759551,0.38090865515278827,0.05906160597524179,0.8607881461091624,-0.31938946600238083,-0.3775672592630972,-0.0323153483699028,-0.2989975731633159,-0.7745652765423052,-0.9786679705716792,-0.3083728365769626,0.6796703974083638,0.8607881461091624,0.3852204427301733,0.11862038625017579,0.177666625703125,-0.09271587016145832,0.20289723361434242,-0.707938214956459,0.03850975498440512,-0.5303148838503672,-0.16380818676363607,-0.7884656810989057,-0.15530666561175002,-0.1354942091781587,0.4755677033789891,0.839649008261055,0.6190686146931004,0.9110982764749336,-0.0484893077644486,0.9605300204800709,4.909912743506496,7.719316491119988,0.06136406250000004,10310.824905056728,6.647261838175766e-4,0.4239657214674922,0.6380281350756065,0.46184357273048415
SF,2020-01-01,-0.625,-1.6640123685399593,-1.2818058270084065,0.033500350958727276,10.713480790043278,-0.05610156250000001,0.39947049258335277,0.7586968399720547,0.38462771434135856,0.06261620690119019,1.4798273545153857,0.4673994718516856,-1.1134559882003137,-1.2528174546470474,-0.42314600268677527,-0.7878993397254744,-1.09636476481365,0.462865032591693,0.6732187621268748,1.4798273545153857,1.1150740174766867,-0.250472355685309,-0.05983337429687499,0.032284129838541675,-0.012250567678762092,0.11404183744645446,-0.057005925385769984,0.640041309676584,-0.2691687024214624,-0.7884656810989057,-0.15530666561175002,0.44247658058725114,0.3647533370386995,0.6223477325710736,0.2824669292466613,0.2695893060672425,-0.018042467607044088,0.7290813230255262,-4.590087256493504,3.1806143403766836,0.22636406250000007,3696.7581378276427,0.35280158504811365,1.1473701175598428,0.4247765612601143,-0.3348307348705235
SF,2020-06-01,3.375,2.805849434055044,2.336651006358644,0.05377062122899756,0.08848079004329179,-0.07722656250000001,-0.21500888885994662,-0.0034533142644959103,0.2916512346271045,0.022939535843210734,-0.5742963791801603,5.590121347349708e-4,0.7348956663389115,0.3053271633995003,-0.5649214650863801,-0.9296748021250791,-0.9770696239869839,-0.7565865900752023,0.41214815890060397,-0.5742963791801603,-0.9390497162188596,-0.4279723556853092,-0.009833374296875003,0.007284129838541653,0.04716377424230722,-0.7858997564261714,0.008615279972703505,-0.995372089160777,0.01851337003031861,-1.076147753550687,-0.15530666561175002,0.1859649877164351,0.3647533370386995,0.6223477325710736,1.2524789439439843,0.25082608855222954,0.13380055381072697,-0.6568443663844272,3.3099127435064943,11.74641122909109,-0.12323593750000006,36.17172421581927,-0.27842954818187726,0.2869052745591821,3.5076939822919355,0.3009893928849161
SF,2020-09-01,-0.625,0.24167672774181126,0.3715183293569946,0.10106791852629482,3.6144548160173002,-0.053601562500000005,-0.8008312315545778,-0.5527594585985508,-0.20345389434428507,0.6174775483395027,-0.5097578580425888,-0.186008541272501,-0.22179717533089605,0.7088410513764032,-0.6123880023253037,-0.9771413393640028,-1.1167858948771265,-0.518060066136881,0.5043978925518227,-0.5097578580425888,-0.874511195081288,-0.4929885894515431,-0.13483337429687497,0.26978412983854166,0.04781831532374747,-0.6356175533768338,0.20312663963614597,-0.538613686665062,-0.2691687024214624,-0.22884989316348303,-0.15530666561175002,-0.10893148807897002,0.3647533370386995,0.6223477325710736,-0.8091581908903596,-0.2382753569729159,-0.15219250736651802,-0.3063127840696107,0.6013088474025956,3.3461221672386703,-0.17111093749999995,3097.326179579455,-0.2818746043652702,-0.36969960840690264,-0.19663332897571462,0.21828740779470712
SF,2020-11-01,-0.625,-0.4000194012685818,-0.2837012945291941,0.14160845906683528,-0.2865192099567082,-0.0511015625,1.4235881396421775,-0.5527594585985508,-0.12423707370886261,0.5684769614150187,0.5462948162067249,-1.3412796058755154,-1.227588489930977,-0.25136891443258746,-0.6123880023253037,-0.9771413393640028,-0.9946831980762265,-0.19345678280474565,0.3822951957509231,0.5462948162067249,0.1815414791680252,-0.7404723556853092,-0.12233337429687499,0.06978412983854165,0.10795780927848164,0.5936149177083407,0.035995180565349116,0.5289664927553189,-0.06849800695931108,1.3367853966122243,-0.15530666561175002,-0.7096414412111826,0.3647533370386995,0.6223477325710736,0.1836042748454254,-0.5792890861160194,-0.4767957906986533,1.074343173511838,0.43491274350649434,-10.102920076840556,-0.12713593749999985,-3827.0961212841803,-0.006211570081546269,0.4561555495270199,0.4590189158046544,0.06652017286129353
TR,2017-04-01,-3.571428571428571,-0.9511773621547426,-0.5016876394369665,-0.4017229730540541,78.34201298701298,-0.10276785714285716,1.0408444987221248,-0.4668404854226822,0.16033663121235087,-0.41410164537829663,0.9460592400689353,-0.7588997703156104,2.730839063008523,1.5443548269720917,1.2664003295057435,1.263095561868651,-0.4686986686428405,1.7196082924102374,1.7350989981485831,0.9460592400689353,0.9427544724318431,-0.04039076994434154,0.18867089599404763,-0.4991619674107143,-0.24384823309839643,0.18164350886799263,0.7537125065898902,0.6135000932806836,0.9341111856176536,0.1345667060499367,0.9864318227523727,-0.26190398983961605,0.0033047676370920875,-0.049510512897138925,0.9312306978842901,-0.22652260745969244,-0.48761753307563493,1.3164490056808922,0.18868274582560218,-3.3705405888781304,0.10017678571428545,-71.99420721879699,-0.2170049760181312,-0.6184735727437292,0.6540871773868185,-0.006996163420321833
TR,2017-10-01,-1.5714285714285712,-1.535683051911669,-1.1837144631095564,0.10388513519594589,-38.08298701298702,0.005982142857142825,14.117258433148352,-0.17877931947569192,-0.41972505277286754,0.5414097996491396,-0.663378672365165,-1.8024152926216583,0.747549715328772,-0.6439411196198268,-3.540139608246997,-3.5434443758840892,-3.4834791371675253,-3.996963091420962,-0.05666047107947214,-0.663378672365165,-0.6666834400022574,-0.9628907699443419,0.08762922924404765,-0.17207863416071428,-1.5247820785604609,-1.1448004752830592,1.0529338006293187e-4,-1.7165106223001032,0.6170570345458499,-1.1875911518990434,0.6297568788136401,0.060179509329497005,0.0033047676370920875,-0.049510512897138925,0.1562966359564495,0.34645093113720105,0.4224139130028237,-1.2030203528316674,3.938682745825602,16.258299091705204,0.3326767857142854,-103.42591071879701,-0.19617164268479786,-0.0023679400733744305,0.15225844222039292,-0.06862170898137865
TR,2017-11-01,2.428571428571429,-0.2518229836849395,-0.38924717227482475,0.02280405419594589,-24.607987012987017,0.013482142857142831,5.617258433148352,-0.4668404854226822,-1.2259577299075397,0.41880747755680714,0.029768508194780274,-1.3002459681340675,0.46449342730021437,-0.5856722114958508,-1.4511286155510108,-1.454433383188103,-1.6664018599551809,-1.656826492196896,0.21527324440416962,0.029768508194780274,0.026463740557687743,-0.27789076994434225,0.15012922932738093,-0.09707863407738093,0.4460256221165797,0.9808539095519087,-0.06450069436652228,0.7957950016760116,-0.22512572486689097,0.31648624487723076,-1.3161532702416732,-0.4603549285634545,0.0033047676370920875,-0.049510512897138925,-0.7818712715609237,-0.0863668867766294,0.1712883064747448,-0.25874756574364266,2.4136827458256036,-8.210406195884595,1.012676785714286,-338.399132018797,-0.13069545220860737,0.30377580208067084,-0.596527687721417,-0.012929406454035841
TR,2017-12-01,-2.571428571428571,-0.6952820473725567,-0.5498855214861931,-0.04476351330405415,41.867012987012984,-0.10401785714285716,-6.882741566851647,0.2263066951372631,-0.12734544123942992,0.11652660568387363,0.029768508194780274,2.746013918959104,0.02688299146417128,0.1625347462471216,0.36416135108723857,0.36085658345014604,0.19767827085250023,-0.03694119785482064,0.16648308023473768,0.029768508194780274,0.026463740557687743,-0.08539076994434236,-0.08320410400595238,-0.08041196741071421,-0.1836081527210398,0.9580144175820859,-0.5385256061684247,0.5196293712857899,0.7993785916474969,-2.979350621127098,0.4756061989863818,0.15680634501856883,0.0033047676370920875,-0.049510512897138925,-0.4693280506369195,0.22974992147177442,0.366692978770919,-0.45415223803981686,-14.248817254174396,20.749328262981237,-0.3373232142857141,40.70685578120299,-0.12117164268479785,0.5265814584769841,-0.6390609329228163,-0.12455629921452871
TR,2018-02-01,0.4285714285714288,-1.0812862722345198,-0.8753554300761861,-0.2339527028040541,-2.132987012987016,-0.10401785714285716,2.4683222629355885,0.2263066951372631,0.3834801825265608,0.5021890864958585,-0.663378672365165,-0.30691464650533096,0.03848644477338237,-1.6115251458815323,-0.7024115838362546,-1.0110980010245285,1.433690428923053,0.06229569475807306,-2.136102012759308,-0.663378672365165,-0.9720650895534393,-0.2978907699443418,-0.18320410400595238,0.21958803258928572,0.7357547781900854,0.6648166113450025,0.5370062213590003,1.2815997736588554,0.026188703414015135,-0.2713004200248883,1.391896930860537,-0.4603549285634545,0.30868641718827416,-0.049510512897138925,-1.1081243338657192,-0.43413167609311865,-0.7991168487654683,0.018510408936625034,-7.536317254174396,-4.621305214686538,-1.0123232142857144,-385.348469318797,0.6788283573152021,2.3894349803713775,1.3874991385895192,0.07751174367921143
TR,2018-04-01,-0.5714285714285712,-0.48727314382964604,-0.33732008452672146,-0.017736486304054,6.209512987012985,-0.09901785714285716,-1.200923385033466,0.2263066951372631,0.3834801825265608,0.41880747755680714,-0.663378672365165,-1.206303567576883,0.01936493388768623,-0.46161956282587235,-0.8193503813673573,-1.1280367985556317,0.4004608995177952,-0.2946834544807182,-1.219811280885153,-0.663378672365165,-0.9720650895534393,0.2996092300556583,0.016795895994047627,0.13625469925595246,-0.3506622373842059,-0.20711855342758634,-0.4314426127750526,0.11034016673922209,-1.477888693362259,-1.2746025288886726,1.628285708924767,-0.6475664706516009,0.30868641718827416,-0.049510512897138925,-0.16913361125883952,-0.336752514853889,-0.55907649705778,-0.2215299427710633,-2.111317254174395,5.981707384866452,-0.362323214285714,-44.58349641879698,0.07882835731520216,1.235026833605853,0.7533687118552598,0.08130069986495059
TR,2018-06-01,-1.5714285714285712,-0.03076377430654187,0.1893612384636687,0.1782094594459459,-33.98298701298702,0.46348214285714284,-1.921650657760738,0.2263066951372631,0.7199524191477735,0.37435571498597353,-0.663378672365165,-1.4449294830394699,1.0363105937250467,-0.9450462124037485,-1.3301760051333478,-1.6388624223216222,0.8059260076259598,-1.3120929141043365,-2.136102012759308,-0.663378672365165,-0.9720650895534393,0.2496092300556576,-0.11938831450595239,0.055772243089285745,-0.3877035090645551,0.28770672899196326,-0.27294145870486375,-0.12630407179389036,0.3138707758657959,1.0637006467074517,-1.3161532702416732,-0.5630090826235381,0.30868641718827416,-0.049510512897138925,-0.4408261479783331,-0.06235085007000274,-0.05249266120015195,-0.7281137786286909,4.813682745825602,-9.194869279619311,-0.3373232142857141,614.2363356812031,0.6788283573152021,0.8812096996824559,0.6935021515862069,-0.1484471452201186
TR,2018-07-01,2.428571428571429,-0.9916576537249226,-0.9358708164250165,0.19172297294594587,-12.857987012987017,-0.09651785714285716,-4.1587983850334656,0.6317718032454276,0.5658017393205153,0.11652660568387363,-0.663378672365165,0.3748038382309915,-1.3509801258245262,1.2123568707457995,1.3622821012090256,1.0535956840207517,0.9726554696600775,1.7111152557804528,0.3896266315489474,-0.663378672365165,-0.9720650895534393,0.01210923005565867,0.2292958959940476,-0.19291196741071426,1.4258297597130607,-0.479052268911228,-0.3560000510057497,-1.0974714138938795,0.026188703414015135,1.1950366487685389,0.9864318227523727,-0.22268327668633492,0.30868641718827416,-0.049510512897138925,2.0776344161846882,-0.07209064159080514,-0.3832427247425678,-0.397363715086275,4.563682745825602,-4.069258327654559,-0.362323214285714,181.95130358120298,-0.24117164268479785,-0.1375373347021357,-0.34087625067961413,0.013133956277904368
TR,2018-09-01,-2.571428571428571,-1.168650701305662,-0.9533443938974591,0.0971283784459459,-21.182987012987017,-0.09401785714285715,-2.911082475942555,0.2263066951372631,-0.12734544123942992,-0.1517373809108058,1.6392064206288808,0.2541311208586443,-0.24396442636003712,0.4276424966603638,-0.145373116915132,-0.4540595341034064,-1.3936613675015987,-0.35615575027912816,1.2482882505864663,1.6392064206288808,1.3305200034406066,0.6746092300556583,-0.08320410400595238,0.26958803258928576,0.8067905513068372,-0.22311889477402747,-0.1961832220658959,-0.5269265554262668,0.4832508242188658,-0.7821260437908788,0.6297568788136401,0.5265533705246541,0.30868641718827416,-0.049510512897138925,-0.38822152789743924,0.13066421804870032,0.17637306319285484,1.3456055899723478,3.938682745825602,3.8821577590551914,-0.4173232142857142,-138.31226991879697,0.017811408162659748,-1.7314710606002706,-1.835922858249182,0.23968384867374337
TR,2019-10-01,1.4285714285714288,3.420141753298363,3.253867916118589,-0.41246621630405406,25.89201298701299,0.12848214285714282,-1.8468954130054929,-0.4668404854226822,-1.2259577299075397,-0.31879146557397187,1.5338459049710544,1.1718284482175396,-1.888169941332264,0.8376634213043885,0.8842463002660264,0.6867855181879765,-0.9778523886438655,0.4313963322539216,1.8620986889098905,1.5338459049710544,1.3363851228930046,-0.0628907699443424,0.07929589599404763,-0.16791196741071424,0.052564562665633474,-0.4119129660735994,-0.7604457910338001,-0.6338986749784346,0.6323245069843308,1.0096334254371762,-1.3161532702416732,0.5333417411243413,0.19746078207804985,0.6436366676628064,0.3262522171067168,0.5221624894871475,0.41844039784096365,0.9981777396664127,2.8386827458256043,-5.530258023116902,0.7951767857142857,35.94962498120299,-0.1560340280058988,-3.2015835162678608,-3.4059740374134666,0.27185464328881226
TR,2020-01-01,2.428571428571429,0.12402059306182833,-0.055723930195299864,0.07010135126351369,3.7670129870129827,0.028482142857142845,-3.790741566851647,0.2263066951372631,0.7199524191477735,-0.008636537270132472,-0.663378672365165,1.9283644630939871,-0.8016643380671744,-0.1251473262046594,0.6401473837758278,1.078675368417775,1.6776371078670262,0.8562313976446321,-1.0374897240911984,-0.663378672365165,-0.2248506877232177,0.2471092300556581,-0.08320410400595238,-0.20541196741071427,-0.07482273949548679,0.2140949116487172,0.3921264659215087,1.6638359638818616,1.1788682133524007,0.6038113106503888,0.0701410908782174,0.2912912302928836,-0.438527984641947,-0.049510512897138925,0.29591192316720694,0.23268407487904508,0.23124039835602117,0.6293419063066295,-5.361317254174395,-0.07496581776454114,0.18517678571428542,117.56772884436089,0.012161690648535506,0.2559296630297517,-0.18807285484824343,-0.20911516127695762
TR,2020-06-01,2.428571428571429,2.480925206748697,1.625226612283948,0.13766891883108123,-31.207987012987015,0.10098214285714285,-0.3339753330854123,0.2263066951372631,0.5658017393205153,-1.107248825938242,-0.663378672365165,0.44859070206680474,0.5511903748474238,0.7621558687962435,2.6109550844528693,3.0494830690948147,2.144367411767792,2.67581124676506,0.4665876726850757,-0.663378672365165,-0.2248506877232177,-0.45789076994434197,-0.058204104005952384,0.24458803258928574,-0.010659358103714434,-1.8653466300311186,0.5734285452434662,-1.32704585553838,-0.3616799859166957,0.631567291517126,-1.3161532702416732,1.0349492126666244,-0.438527984641947,-0.049510512897138925,1.2496075738309447,-0.2646568688728843,-0.09926573248333215,-0.6813407073455116,6.013682745825605,6.093775399801535,0.5037267857142855,485.507935581203,-0.2470975686107238,-1.4068858997269984,0.49792537827313776,-0.21319843146016876
TR,2020-09-01,1.4285714285714288,1.5876375073234317,1.102865074140544,0.19847972964189198,18.136331168831163,-0.05901785714285718,0.30399756358313645,-0.16977740803984848,-0.5328105493475944,-0.47947037527075054,1.1283807968628898,-0.11205834655030555,-0.2228837325107853,0.37128956010923164,0.8418870264268845,1.2804150110688317,-0.6983116327208836,0.3844028230438816,1.540198659147768,1.1283807968628898,1.566908781504837,0.44008000927643565,-0.1332041040059524,0.2945880325892858,-0.29451893660929374,0.3068766450996835,0.09515106910015803,-0.20715616842298523,-1.7655707658140394,0.7818494945664636,-1.3161532702416732,0.09435822331044541,-0.438527984641947,-0.049510512897138925,-1.0403418540957947,0.10752729746978273,0.42307463321186223,0.5880783961873499,2.109624304267161,-7.827157448897111,-0.28562321428571424,-55.45716681879702,-0.1692729085075827,-0.2461069813009102,1.4802603718780987,-0.16703253723599698
